N	3gram	Tiupa_Vved_1	Narrotol
1	в том что	3	8
2	в данном случае	6	6
3	не сводится к	4	6
4	не только в	2	6
5	по отношению к	7	5
6	в отличие от	2	5
7	с одной стороны	5	5
8	коммуникативного события рассказывания	2	5
9	войны и мира	3	4
10	состоит в том	2	4
11	о том что	4	4
12	к тому же	4	4
13	тем не менее	3	4
14	при встрече с	1	3
15	коммуникативном событии рассказывания	1	3
16	мальчик и девочка	2	3
17	в соответствии с	6	3
18	нарратив представляет собой	1	3
19	в этом отношении	4	3
20	нарративная картина мира	6	3
21	между детьми и	4	3
22	и представляет собой	2	3
23	но при этом	2	3
24	по большей части	3	3
25	той или иной	2	3
26	то же время	3	3
27	в коммуникативном событии	1	3
28	в конечном счете	1	3
29	можно сказать что	1	3
30	в то же	4	3
31	от первого лица	1	3
32	по своей природе	2	2
33	завязка и развязка	2	2
34	актом рассказывания отмежеванная	2	2
35	принципиальная особенность нарративного	1	2
36	хотя и не	1	2
37	к наличной реальности	2	2
38	мы имеем дело	3	2
39	следует подчеркнуть что	5	2
40	мы узнаем что	1	2
41	на самом деле	3	2
42	подобно тому как	2	2
43	в ответ на	1	2
44	от эпизода к	1	2
45	уже говорилось выше	1	2
46	которая состоит в	2	2
47	себя не только	1	2
48	именно то что	1	2
49	но и в	2	2
50	в той мере	2	2
51	а то и	2	2
52	имеем дело с	2	2
53	тому же в	1	2
54	диегетического мира самим	2	2
55	той мере в	2	2
56	не зависит от	1	2
57	представляет собой некий	2	2
58	в том как	1	2
59	в равной степени	1	2
60	рассказывания отмежеванная от	2	2
61	в современной нарратологии	3	2
62	играют существенную роль	1	2
63	на второй план	1	2
64	рецептивная позиция читателя	1	2
65	мира самим актом	2	2
66	мере в какой	2	2
67	при всей своей	2	2
68	самим актом рассказывания	2	2
69	началом и концом	2	2
70	а в том	1	2
71	и все же	4	2
72	в данном рассказе	4	2
73	собой своего рода	2	2
74	важно не только	2	2
75	в новейшее время	1	2
76	и тем самым	2	2
77	протекания нарративной истории	2	2
78	мысль о том	1	2
79	видя в нем	1	2
80	и такого рода	1	2
81	и вследствие этого	2	2
82	эпизода к эпизоду	1	2
83	не может быть	3	2
84	времени и пространства	1	2
85	как бы в	1	2
86	как уже говорилось	1	2
87	утрата поиск обретение	1	2
88	свидетеля и судии	3	2
89	в диегетический мир	1	2
90	интрига представляет собой	2	2
91	так и по	1	2
92	тогда как в	1	2
93	все то что	1	2
94	представляет собой своего	1	2
95	основной фактор событийности	2	2
96	по мысли бахтина	1	2
97	уничтожился мне невольно	1	1
98	субъекта речи оцельняющая	1	1
99	при перечитывании художественного	1	1
100	в строгом значении	1	1
101	примет в осмысленном	1	1
102	мира и представляет	1	1
103	значимым событием однако	1	1
104	характеризовал событие как	1	1
105	пространств не сводится	1	1
106	от первой версии	1	1
107	читатель реципиент нарратива	1	1
108	виртуальными перспективами которые	2	1
109	которая не может	2	1
110	или биографических сюжетов	1	1
111	итогового авторского рассуждения	1	1
112	не наиболее продуктивную	1	1
113	сводится к искажению	1	1
114	соотносить свою позицию	1	1
115	пожирании котят дядя	1	1
116	отца и матери	1	1
117	множественными виртуальными перспективами	2	1
118	выполняют нянька кухарка	1	1
119	диффузной темпоральности диегетическое	1	1
120	событийный статус рассказанного	1	1
121	тогда как для	2	1
122	статуса героя через	1	1
123	рассказывания может быть	1	1
124	мира характеристики нарративного	1	1
125	означает добраться до	1	1
126	актантных центров и	1	1
127	оцельняющая фрактальность повествовательного	1	1
128	чтение письменно запечатленного	1	1
129	разрешается в воспринимающем	1	1
130	своей интерсубъективной взаимодополнительности	1	1
131	стать полноценным участником	1	1
132	мира детской в	1	1
133	читателя уже не	1	1
134	рассказывания в частности	2	1
135	образ читателя в	1	1
136	чтобы стать логикой	1	1
137	не имеет априорных	1	1
138	повествования [...] только	1	1
139	и более сознаний	1	1
140	себя с неким	1	1
141	слушающий исходили из	1	1
142	адекватным художественным восприятием	1	1
143	он обладает интерсубъективной	1	1
144	и того же	1	1
145	смеховую реакцию нравственный	1	1
146	или внутренним чтение	1	1
147	событие перечисленные сюжетные	1	1
148	последующих прочтений он	1	1
149	а мы непрерывно	1	1
150	злочастии не могло	1	1
151	напротив характеризовал событие	1	1
152	катастрофическое отсутствие топоса	1	1
153	это рецептивный аспект	1	1
154	кадры ментального видения	2	1
155	объектов которые оказываются	1	1
156	структуре текста нарративной	1	1
157	уступает значимости концовки	1	1
158	системный характер и	1	1
159	персонажей и коммуникативной	1	1
160	и время диегетическое	1	1
161	в частности требует	1	1
162	наше присутствие в	1	1
163	ведая экзистенциальной тревоги	1	1
164	имплицитному адресату последний	1	1
165	или недолжного существования	1	1
166	интригой состоит в	1	1
167	отрезкам жизни особую	1	1
168	нарративности и читателем	1	1
169	поэтому как полагает	1	1
170	воплощенной в структуре	1	1
171	напротив они сходятся	1	1
172	артикуляционно-текстовое времена принципиально	1	1
173	прерывания излагаемой истории	1	1
174	последовательность как смысловую	1	1
175	однако в новейшей	1	1
176	оценке в категориях	1	1
177	существенную роль культурно	1	1
178	раздается реплика мамы	1	1
179	напряжения сюжетная схема	1	1
180	в классической и	1	1
181	или претворению того	1	1
182	ограничено родительским домом	1	1
183	обнаруживается фрактальный разлом	1	1
184	него можно бесконечное	1	1
185	только раскрывают содержание	1	1
186	пространству событийного опыта	1	1
187	мира следует признать	1	1
188	без слушателя нет	1	1
