N	3gram	Losev_Dial_1	Problema
1	о том что	2	9
2	с точки зрения	12	8
3	в том что	7	8
4	в связи с	1	7
5	в конце концов	3	6
6	тем не менее	1	5
7	с другой стороны	4	5
8	по крайней мере	4	4
9	что иное как	1	3
10	в этом смысле	3	3
11	точно так же	2	3
12	и в частности	2	3
13	то время как	1	3
14	далеко не всегда	1	3
15	с одной стороны	2	3
16	а именно в	1	3
17	в то время	1	3
18	можно сказать что	3	3
19	в новое время	1	3
20	не что иное	1	3
21	в сравнении с	1	3
22	но ясно что	1	2
23	это уже не	1	2
24	потому что он	3	2
25	дело в том	1	2
26	но даже и	1	2
27	мы находим в	2	2
28	до сих пор	2	2
29	и не в	1	2
30	то и другое	2	2
31	не может быть	3	2
32	во всяком случае	2	2
33	и о том	1	2
34	но все же	1	2
35	на то что	4	2
36	тех или иных	1	2
37	для того чтобы	1	2
38	крайней мере в	1	1
39	как то что	1	1
40	в чем не	1	1
41	хотя и не	1	1
42	то что я	2	1
43	одному тому что	1	1
44	по одному тому	1	1
45	должны сказать что	1	1
46	зная что такое	2	1
47	на самом деле	2	1
48	как это мы	2	1
49	в себе самом	2	1
50	в самом деле	1	1
51	не больше как	1	1
52	так что в	1	1
53	ее надеждами и	1	1
54	также и учение	1	1
55	имеется в виду	1	1
56	да и то	3	1
57	как раз и	1	1
58	и то и	2	1
59	сам по себе	6	1
60	дня и ночи	1	1
61	как мы увидим	1	1
62	если она не	2	1
63	в этом отношении	2	1
64	но это не	1	1
65	можно было бы	4	1
66	ни в какой	1	1
67	с этой стороны	2	1
68	несмотря на то	2	1
69	и учение о	1	1
70	и состоит из	2	1
71	даже если она	1	1
72	только потому что	3	1
73	бесконечности но в	1	1
74	достаточно глубоко и	1	1
75	и с ней	1	1
76	не потому что	1	1
77	но в то	1	1
78	на первый взгляд	1	1
79	ничего общего не	1	1
80	жизнь и смерть	1	1
81	с сообщением о	1	1
82	и в этом	3	1
83	или по крайней	2	1
84	мы прекрасно понимаем	1	1
85	конце концов не	1	1
86	так или иначе	1	1
87	содержит в себе	3	1
88	и что она	1	1
89	уже по одному	1	1
90	только и состоит	1	1
91	не зная что	2	1
92	если мы будем	1	1
93	даже и просто	1	1
94	у него и	1	1
95	ни в чем	2	1
96	ясно что это	1	1
97	то же время	4	1
98	по себе а	2	1
99	конечно прежде всего	1	1
100	в абсолютном смысле	1	1
101	это и есть	2	1
102	то или иное	2	1
103	связи с этим	1	1
104	к свету и	2	1
105	с самого начала	1	1
106	хотя бы в	1	1
107	несмотря на всю	4	1
108	той или иной	3	1
109	в то же	4	1
110	сама по себе	8	1
111	разве только еще	1	1
112	на всю ее	1	1
113	никогда и не	1	1
114	к тому же	1	1
115	и можно сказать	1	1
116	и т д	19	1
