N	2gram	Vinokur_Ku_2	VLabPisa
1	таким образом	5	27
2	в этом	18	26
3	и в	23	25
4	и т	39	24
5	не только	20	22
6	может быть	15	21
7	хотя бы	9	20
8	и не	16	19
9	не может	9	17
10	т е	22	17
11	т д	14	15
12	в его	5	15
13	в процессе	3	14
14	этом отношении	3	13
15	в том	19	13
16	прежде всего	8	13
17	в частности	2	12
18	как это	5	12
19	все это	5	12
20	в силу	7	11
21	с другой	8	11
22	л толстой	1	11
23	в качестве	8	10
24	не могут	5	10
25	о том	1	10
26	представляет собою	1	10
27	письме к	1	10
28	то же	6	9
29	что в	10	9
30	об этом	5	9
31	для него	1	9
32	т п	24	9
33	но и	7	9
34	и др	1	9
35	к этому	4	9
36	в своем	2	8
37	все эти	12	8
38	по словам	2	8
39	не следует	5	8
40	другой стороны	7	8
41	могут быть	4	8
42	говорит и	1	8
43	в году	2	7
44	по отношению	1	7
45	из этих	1	7
46	вот например	1	7
47	было бы	15	7
48	как и	2	7
49	том что	11	7
50	в конечном	2	7
51	не было	4	7
52	а не	10	7
53	вместе с	5	7
54	же в	3	7
55	это и	3	6
56	в зависимости	4	6
57	в себе	1	6
58	в нем	4	6
59	главным образом	3	6
60	это не	6	6
61	их в	1	6
62	том же	1	6
63	и его	3	6
64	в то	4	6
65	так и	4	6
66	между тем	6	6
67	бы и	4	6
68	у него	3	6
69	то что	9	6
70	и есть	2	5
71	в их	2	5
72	зависимости от	5	5
73	конечном счете	2	5
74	очевидно что	2	5
75	все же	7	5
76	в пределах	4	5
77	и при	1	5
78	не в	8	5
79	тому что	1	5
80	же время	3	5
81	связи с	3	5
82	на основе	1	5
83	приводит к	5	5
84	один из	5	5
85	следует понимать	1	5
86	он говорит	1	5
87	как бы	4	5
88	в результате	4	5
89	сказать что	4	5
90	только в	5	5
91	в искусстве	1	5
92	с его	1	4
93	в этой	6	4
94	вот как	1	4
95	перед нами	4	4
96	когда он	1	4
97	в самом	12	4
98	в целом	1	4
99	в статье	3	4
100	что все	5	4
101	в них	4	4
102	пределах своей	1	4
103	даже в	1	4
104	одна из	1	4
105	никогда не	2	4
106	вот почему	3	4
107	к тому	4	4
108	утверждать что	2	4
109	должен быть	5	4
110	в ее	1	4
111	это только	2	4
112	можно сказать	4	4
113	показывают что	1	4
114	с ними	2	4
115	что он	5	4
116	в нашей	4	4
117	в одном	1	4
118	как раз	3	4
119	в связи	4	4
120	в своей	2	4
121	в котором	1	3
122	всего лишь	3	3
123	и он	1	3
124	в которых	2	3
125	но как	1	3
126	явлений и	1	3
127	нет и	1	3
128	что они	2	3
129	с этим	3	3
130	и как	1	3
131	и к	1	3
132	что без	1	3
133	всех этих	3	3
134	и по	3	3
135	далеко не	1	3
136	что не	6	3
137	с тем	2	3
138	в слове	1	3
139	мы видели	2	3
140	точки зрения	14	3
141	а вот	1	3
142	этой области	4	3
143	например что	2	3
144	это мы	1	3
145	сводится к	3	3
146	у нас	12	3
147	она не	2	3
148	с работой	2	3
149	различного рода	1	3
150	образом в	2	3
151	в виду	3	3
152	никак не	3	3
153	в значительной	1	3
154	что и	3	3
155	вслед за	1	3
156	того что	3	3
157	большей или	3	3
158	или меньшей	3	3
159	п в	3	3
160	этот вопрос	6	3
161	не обходится	1	3
162	и их	1	3
163	даже и	2	3
164	в конце	4	3
165	этой проблемы	1	3
166	именно в	3	3
167	мы знаем	4	3
168	можно утверждать	1	3
169	так же	4	3
170	по поводу	2	3
171	пишет в	1	3
172	по существу	5	3
173	и от	2	3
174	или в	4	3
175	бы в	1	3
176	только что	1	3
177	процесса как	1	3
178	как на	1	3
179	смысле слова	2	2
180	ту же	6	2
181	также что	2	2
182	также и	5	2
183	чтобы не	2	2
184	получает в	1	2
185	он может	1	2
186	по его	1	2
187	а как	1	2
188	мы имеем	5	2
189	же как	2	2
190	в которой	1	2
191	на эти	1	2
192	говорить о	4	2
193	но даже	2	2
194	так называемые	2	2
195	подчеркнуть что	1	2
196	в ней	3	2
197	меньшей степени	3	2
198	еще не	5	2
199	тургенева и	1	2
200	в чем	1	2
201	чуть ли	1	2
202	но не	6	2
203	это видно	1	2
204	одном и	1	2
205	в общем	1	2
206	относится к	1	2
207	отнюдь не	4	2
208	что нет	1	2
209	этом же	1	2
210	хотя и	4	2
211	но в	11	2
212	и впечатления	1	2
213	не приходится	1	2
214	о более	1	2
215	ни одна	1	2
216	этот процесс	1	2
217	что она	3	2
218	он не	3	2
219	том чтобы	1	2
220	так например	1	2
221	в каждом	1	2
222	в другом	2	2
223	заключается в	2	2
224	который по	1	2
225	только о	2	2
226	само собою	1	2
227	достоевского и	2	2
228	не всегда	2	2
229	он и	2	2
230	между собою	1	2
231	и для	2	2
232	что такое	3	2
233	никаких оснований	2	2
234	русских писателей	1	2
235	всяком случае	5	2
236	самый факт	1	2
237	знаем что	3	2
238	эта не	4	2
