N	2gram	Bakhtin_Fr_7	VelikijI
1	и не	7	20
2	и в	41	16
3	так как	3	9
4	то что	8	9
5	еще не	2	8
6	в истории	1	8
7	от бога	1	8
8	что они	1	7
9	на земле	4	7
10	а не	2	7
11	и потому	3	7
12	человека и	1	6
13	не есть	2	6
14	но и	9	5
15	по пути	1	5
16	того что	2	5
17	хотя и	4	5
18	в мире	3	5
19	бога и	1	5
20	все это	10	5
21	что есть	2	5
22	как бы	7	5
23	к небытию	1	4
24	и есть	3	4
25	в образе	4	4
26	мира сего	1	4
27	в его	12	4
28	в этом	15	4
29	что он	3	4
30	потому что	5	4
31	в нем	7	4
32	так и	10	4
33	что все	2	4
34	как и	14	4
35	в котором	1	4
36	всех существ	1	4
37	в ней	5	4
38	мира от	1	4
39	в силах	2	4
40	и все	14	4
41	все что	4	4
42	от этого	3	3
43	этого мира	1	3
44	и что	1	3
45	должна быть	1	3
46	за то	3	3
47	в чем	2	3
48	с его	2	3
49	во всех	3	3
50	что и	5	3
51	в том	11	3
52	тот же	2	3
53	но в	8	3
54	по этому	3	3
55	все эти	13	3
56	и они	1	3
57	они в	2	3
58	в конце	8	3
59	их в	2	3
60	в своей	3	3
61	в жизни	1	3
62	ни в	6	3
63	в них	7	3
64	не было	3	3
65	должно быть	4	3
66	в этих	2	3
67	нет ничего	1	3
68	что во	1	3
69	в первый	1	3
70	что я	1	3
71	не в	9	3
72	но это	3	3
73	не имеет	3	3
74	никогда не	2	3
75	свободы от	1	3
76	превращается в	1	3
77	и для	5	3
78	что ты	1	3
79	к тому	2	3
80	жизни и	3	3
81	что в	9	3
82	оно не	2	3
83	и это	5	2
84	и то	2	2
85	не имел	1	2
86	во главе	1	2
87	можно было	3	2
88	его не	1	2
89	мы не	2	2
90	и новые	2	2
91	назначения в	1	2
92	свободной и	1	2
93	в последнем	1	2
94	с ним	2	2
95	и во	2	2
96	между тем	1	2
97	жизни все	1	2
98	не с	1	2
99	его к	3	2
100	только в	6	2
101	те которые	1	2
102	в земной	2	2
103	в себя	2	2
104	путь которым	1	2
105	и любви	1	2
106	уже не	2	2
107	не только	5	2
108	его и	1	2
109	превращаются в	2	2
110	не так	1	2
111	для него	6	2
112	земли и	3	2
113	в божественной	1	2
114	вот почему	1	2
115	тем что	3	2
