N	3gram	Tiupa_Vved_1	Analitik
1	не может быть	3	16
2	в том что	3	9
3	в то же	4	8
4	в том чтобы	2	7
5	в отличие от	2	6
6	то же время	3	6
7	той или иной	2	6
8	что иное как	1	5
9	по отношению к	7	5
10	мы имеем дело	3	4
11	большей или меньшей	1	4
12	в конечном счете	1	4
13	времени и пространстве	1	4
14	но и не	1	4
15	не что иное	1	4
16	к тому же	4	4
17	о том что	4	3
18	в той или	1	3
19	состоит в том	2	3
20	а не в	1	3
21	подобно тому как	2	3
22	в том числе	1	3
23	в таком случае	1	3
24	во времени и	1	3
25	из того что	1	3
26	и представляет собой	2	3
27	с одной стороны	5	3
28	имеем дело с	2	3
29	в нашем случае	2	3
30	не в том	1	3
31	собственно говоря и	1	3
32	в полной мере	1	3
33	том или ином	1	3
34	и того же	1	2
35	при встрече с	1	2
36	то же самое	1	2
37	сами по себе	1	2
38	но и в	2	2
39	в этом отношении	4	2
40	в той мере	2	2
41	в основе своей	1	2
42	исходя из того	1	2
43	в данном случае	6	2
44	в первом случае	1	2
45	не сводится к	4	2
46	по удачному выражению	1	2
47	в равной степени	1	2
48	по природе своей	1	2
49	с другой стороны	1	2
50	в том или	1	2
51	мере в какой	2	2
52	с легкой руки	2	2
53	и все же	4	2
54	представляет собой систему	1	2
55	в этом ряду	2	2
56	одного и того	1	2
57	с максимом максимычем	1	2
58	в начале х	1	2
59	той мере в	2	2
60	как известно по	1	1
61	художественного текста с	1	1
62	тогда как для	2	1
63	по своей природе	2	1
64	в коммуникативном событии	1	1
65	переносом в пространстве	1	1
66	в е годы	1	1
67	присутствия в мире	2	1
68	его событийной полноте	1	1
69	как коммуникативного события	1	1
70	нами два события	1	1
71	как уже говорилось	1	1
72	по воле автора	1	1
73	мире и жизни	1	1
74	как бы не	1	1
75	более или менее	2	1
76	рассказывания в этом	1	1
77	последнем мы и	1	1
78	один и тот	1	1
79	в соответствии с	6	1
80	о том как	1	1
81	этом последнем мы	1	1
82	следует смешивать с	1	1
83	а не к	1	1
84	не было и	1	1
85	в воспринимающем сознании	1	1
86	в разные времена	1	1
87	событие о котором	1	1
88	как по анфиладе	1	1
89	в зависимости от	1	1
90	мы и сами	2	1
91	разрывом во времени	1	1
92	как мы увидим	1	1
93	и та же	1	1
94	случае мы имеем	1	1
95	а не с	1	1
96	может оказаться и	1	1
97	рассказ в рассказе	1	1
98	субъекта объекта и	1	1
99	том числе и	1	1
100	этнографии терминологией а	1	1
101	ван геннепа и	1	1
102	котором рассказано в	1	1
103	а то и	2	1
104	в противном случае	1	1
105	собой не что	1	1
106	по крайней мере	1	1
107	как если бы	1	1
108	умирающего и воскресающего	1	1
109	же время они	1	1
110	произведении и событие	1	1
111	таком взгляде на	1	1
112	при таком взгляде	1	1
113	принимает на себя	1	1
114	двух и более	1	1
115	эпизод фаталиста и	1	1
116	при условии что	1	1
117	в науке о	1	1
118	к коммуникативному событию	1	1
119	в искусстве слова	1	1
120	здесь мы имеем	1	1
121	в этнографии терминологией	1	1
122	терминологией а ван	1	1
123	дело не с	1	1
124	не только в	2	1
125	тому или иному	1	1
126	на первый взгляд	1	1
127	однако все они	1	1
128	представляет собой не	1	1
129	в свою очередь	4	1
130	не столько в	1	1
131	и в пределах	1	1
132	как будто бы	3	1
133	то что мы	1	1
134	все без исключения	1	1
135	том же году	1	1
136	сколько в том	1	1
137	текста а не	1	1
138	пребывания в стране	1	1
139	что все люди	1	1
140	о котором рассказано	1	1
141	а с другой	2	1
142	полноту и неизбыточность	1	1
143	сами участвуем как	1	1
144	так и не	1	1
145	все же не	1	1
146	быть сведена к	1	1
147	событие самого рассказывания	2	1
148	участвуем как слушатели-читатели	1	1
149	места времени и	1	1
150	рассказано в произведении	1	1
151	во всяком случае	1	1
152	одна и та	1	1
153	перед нами два	1	1
154	в произведении и	1	1
155	времени и действия	1	1
156	было и не	1	1
157	в коммуникативное событие	1	1
158	огнестрельного и холодного	1	1
159	объекта и адресата	1	1
160	портрет пейзаж интерьер	1	1
161	иметь для нас	1	1
162	в его событийной	1	1
163	повествователя рассказчика хроникера	1	1
164	по анфиладе комнат	1	1
165	столько в том	1	1
166	по аналогии с	1	1
167	в новейшее время	1	1
168	геннепа и в	1	1
169	последнего завершающего слова	1	1
170	как в пушкинской	1	1
171	однако в силу	1	1
172	в этом последнем	1	1
173	науке о литературе	1	1
174	можно сказать не	1	1
175	может быть сведена	1	1
176	начало и конец	2	1
177	и тем самым	2	1
178	и в самом	1	1
179	не все что	2	1
180	в стране мертвых	1	1
181	мысль о том	1	1
182	как образ автора	1	1
183	и событие самого	1	1
184	и сами участвуем	1	1
185	иного национального языка	1	1
186	и вследствие этого	2	1
187	представляет собой последовательность	1	1
188	в самом тексте	1	1
189	произведение в его	1	1
190	в сущности говоря	1	1
191	в этом смысле	1	1
192	не следует смешивать	1	1
193	во втором случае	1	1
194	в связи с	1	1
195	может быть использован	1	1
196	в области литературы	1	1
197	однако не следует	1	1
198	оно и не	1	1
199	самого рассказывания в	1	1
200	с той или	1	1
201	как и в	2	1
202	здесь как и	1	1
203	и воскресающего бога	1	1
204	в художественном тексте	1	1
205	в том же	1	1
206	и тот же	1	1
207	а ван геннепа	1	1
208	и в тэрнера	1	1
