N	3gram	Vygotskiy__1	EvropaiC
1	в том что	15	16
2	до сих пор	4	12
3	по отношению к	7	10
4	друг с другом	4	9
5	с точки зрения	18	8
6	на самом деле	1	7
7	на то что	3	7
8	друг от друга	3	6
9	мы говорили выше	2	6
10	для того чтобы	15	6
11	в самом деле	2	5
12	по сравнению с	5	5
13	которых мы говорили	1	4
14	в этой области	1	4
15	с другой стороны	9	4
16	не может быть	5	4
17	о том что	6	4
18	тот факт что	1	4
19	о которых мы	1	4
20	тем не менее	1	4
21	в конце концов	1	4
22	отличаются друг от	1	3
23	в том же	1	3
24	и то что	1	3
25	так же как	5	3
26	в данном случае	2	3
27	в целом ряде	1	3
28	заключается в том	6	3
29	в том виде	1	2
30	не в состоянии	2	2
31	время от времени	1	2
32	том что развитие	1	2
33	том что он	2	2
34	о которой мы	1	2
35	как и все	1	2
36	только то что	1	2
37	то очевидно что	1	2
38	заключает в себе	1	2
39	то же время	2	2
40	вместе с тем	5	2
41	то что у	2	2
42	с одной стороны	8	2
43	а с другой	2	2
44	таким же образом	1	2
45	друг к другу	1	2
46	во всяком случае	3	2
47	между этими двумя	2	2
48	которой мы говорили	1	2
49	как и в	1	2
50	в свою очередь	3	2
51	не может служить	1	2
52	но все же	1	2
53	в то же	2	2
54	того чтобы быть	1	2
55	а следовательно и	1	1
56	а для того	1	1
57	в чистом виде	1	1
58	хотя и не	1	1
59	но если так	1	1
60	в психологическом отношении	1	1
61	между прочим в	1	1
62	того что в	1	1
63	психологической точки зрения	1	1
64	и то же	2	1
65	дело в том	1	1
66	то время как	4	1
67	мы можем не	1	1
68	что в данном	1	1
69	в этом пункте	1	1
70	то же самое	3	1
71	таким образом оказывается	1	1
72	резко отличаются друг	1	1
73	дело тут не	1	1
74	между тем в	1	1
75	и не может	1	1
76	образом оказывается что	1	1
77	в зависимости от	2	1
78	же образом как	1	1
79	независимо от того	2	1
80	из того что	5	1
81	чтобы заметить что	1	1
82	том числе и	1	1
83	на каждом шагу	1	1
84	многое из того	3	1
85	точно так же	1	1
86	в одинаковой мере	1	1
87	от всех тех	1	1
88	в себе и	1	1
89	между собой или	1	1
90	что оно представляет	1	1
91	по крайней мере	1	1
92	одно и то	2	1
93	низкой ступени развития	1	1
94	в равной мере	2	1
95	интересующего нас вопроса	1	1
96	тут не в	1	1
97	то обстоятельство что	1	1
98	в ту же	1	1
99	одним из главных	1	1
100	но и его	1	1
101	все эти черты	1	1
102	и с точки	1	1
103	таким образом и	2	1
104	вместе с ней	1	1
105	в высшей степени	4	1
106	с психологической точки	1	1
107	состоит в том	1	1
108	в общих чертах	1	1
109	таким образом первое	1	1
110	в целом в	2	1
111	благодаря тому что	2	1
112	хотя бы с	1	1
113	приводит к тому	2	1
114	и от всех	1	1
115	и все прочие	1	1
116	все что мы	1	1
117	этими двумя крайними	2	1
118	но вместе с	4	1
119	что у него	1	1
120	я не могу	2	1
121	о котором мы	1	1
122	и той же	2	1
123	вместо того чтобы	2	1
124	все то что	1	1
125	шаг за шагом	2	1
126	остается в силе	1	1
127	в тех случаях	1	1
128	и таким образом	2	1
129	том виде в	1	1
130	надо сказать что	1	1
131	но для того	1	1
132	между двумя крайними	1	1
133	таким образом мы	1	1
134	в то время	5	1
135	на точку зрения	1	1
136	хотя бы в	1	1
137	смысле этого слова	3	1
138	с самого начала	8	1
139	не только не	1	1
140	может показаться что	1	1
141	а другая часть	1	1
142	мы видели что	1	1
143	тем более что	1	1
144	которые могут быть	1	1
145	тех случаях когда	1	1
146	в том числе	1	1
147	к тому что	3	1
148	одной и той	2	1
149	мы уже знаем	1	1
150	что мы можем	1	1
151	образом и на	1	1
152	с к этому	1	1
153	состоящую исключительно из	1	1
154	только тогда когда	2	1
155	том что только	1	1
156	мы только что	2	1
