1	в то же время	2	3
2	а не все что	1	2
3	мы имеем дело с	1	2
4	более или менее насыщенный	1	1
5	и в этом случае	1	1
6	осмысленном и конкретном целом	1	1
7	самое следует сказать и	1	1
8	слияние пространственных и временных	1	1
9	что может или пожелает	1	1
10	задаваемый читателю ракурс видения	1	1
11	автором в кадры повествования	1	1
12	времени в поле зрения	1	1
13	читателя находится или движется	1	1
14	не тот кто говорит	1	1
15	как более или менее	1	1
16	каждый малый отрезок времени	1	1
17	кадрового единства фразы устанавливает	1	1
18	последовательно вводятся автором в	1	1
19	тексте а не все	1	1
20	одна из них не	1	1
21	в поле зрения читателя	2	1
22	в осмысленном и конкретном	1	1
23	читателю ракурс видения в	1	1
24	в данном случае это	1	1
25	будто он без меня	1	1
26	поле зрения читателя находится	1	1
27	поименованное в тексте а	1	1
28	расположение деталей в пределах	1	1
29	субъекта объекта и адресата	2	1
30	состоит в том что	4	1
31	да к тому же	2	1
32	или пожелает представить себе	1	1
33	малый отрезок времени в	1	1
34	к тому или иному	1	1
35	создается местоположением семантических единиц	1	1
36	восприятия в каждый малый	1	1
37	деталями кадр внутреннего зрения	1	1
38	ни одна из них	1	1
39	встречи креативного и рецептивного	1	1
40	следует сказать и о	1	1
41	не что иное как	1	1
42	в пределах кадрового единства	1	1
43	и временных примет в	1	1
44	временных примет в осмысленном	1	1
45	отрезок времени в поле	1	1
46	входит лишь поименованное в	1	1
47	своего рода ключ к	1	1
48	единства фразы устанавливает задаваемый	1	1
49	без меня не мог	1	1
50	и особенно в конце	1	1
51	место слияние пространственных и	1	1
52	находится или движется один	1	1
53	в тексте а не	1	1
54	тривиальная в общеязыковом отношении	1	1
55	самая тривиальная в общеязыковом	1	1
56	такова что крупный план	1	1
57	даже самая тривиальная в	1	1
58	кадра входит лишь поименованное	1	1
59	не мог найти удобного	1	1
60	местоположением семантических единиц текста	1	1
61	в начале и особенно	1	1
62	состав такого кадра входит	1	1
63	единиц текста в начале	1	1
64	текста в начале и	1	1
65	в том или ином	2	1
66	частности специфика кадропорождающих возможностей	1	1
67	деталей в пределах кадрового	1	1
68	движется один отдельный кадр	1	1
69	в частности специфика кадропорождающих	1	1
70	в каждый малый отрезок	1	1
71	имеет место слияние пространственных	1	1
72	мог найти удобного случая	1	1
73	ракурс видения в частности	1	1
74	в кадры читательского восприятия	1	1
75	он без меня не	1	1
76	такого кадра входит лишь	1	1
77	возможностей речи такова что	1	1
78	в кадры повествования а	1	1
79	свою очередь членится на	1	1
80	или менее насыщенный деталями	1	1
81	насыщенный деталями кадр внутреннего	1	1
82	с той или иной	2	1
83	лишь поименованное в тексте	1	1
84	кадры читательского восприятия в	1	1
85	пределах кадрового единства фразы	1	1
86	примет в осмысленном и	1	1
87	во времени и пространстве	1	1
88	фразы устанавливает задаваемый читателю	1	1
89	кадропорождающих возможностей речи такова	1	1
90	специфика кадропорождающих возможностей речи	1	1
91	может или пожелает представить	1	1
92	все что может или	1	1
93	как будто он без	1	1
94	в свою очередь членится	1	1
95	читательского восприятия в каждый	1	1
96	особенно в конце фразы	1	1
97	пространственных и временных примет	1	1
98	свидетельствует о том что	1	1
99	начале и особенно в	1	1
100	вы счастливы в игре	3	1
101	речи такова что крупный	1	1
102	креативного и рецептивного сознаний	1	1
103	не все что может	1	1
104	кадры повествования а читателем	1	1
105	семантических единиц текста в	1	1
106	имеет в своем составе	1	1
107	один отдельный кадр повествования	1	1
108	меня не мог найти	1	1
109	или движется один отдельный	1	1
110	слова в соответствии с	1	1
111	устанавливает задаваемый читателю ракурс	1	1
112	представляет собой своего рода	1	1
113	зрения читателя находится или	1	1
114	менее насыщенный деталями кадр	1	1
115	видения в частности специфика	1	1
116	он не тот кто	1	1
117	как уже говорилось выше	1	1
118	вводятся автором в кадры	1	1
119	к тому же в	1	1
