N	3gram	Tiupa_Lite_3	KulturaY
1	и т п	1	41
2	с точки зрения	3	16
3	в самом деле	2	11
4	для того чтобы	1	11
5	тем не менее	1	9
6	в том что	4	8
7	той или иной	2	5
8	в данном случае	4	4
9	с одной стороны	4	4
10	в связи с	1	4
11	и в самом	2	4
12	на самом деле	1	3
13	и тем не	1	3
14	на мой взгляд	1	3
15	в том чтобы	2	3
16	не только в	2	3
17	в первую очередь	1	3
18	с другой стороны	2	3
19	не может быть	3	3
20	о том что	4	3
21	в той или	1	2
22	по отношению к	4	2
23	не говоря уже	4	2
24	в том числе	3	2
25	только в том	1	2
26	говоря уже о	3	2
27	в отличие от	5	2
28	а не просто	1	2
29	более или менее	1	2
30	сама по себе	1	2
31	к тому же	5	2
32	в этом его	1	1
33	а во втором	1	1
34	хотя и не	1	1
35	было бы и	1	1
36	и есть собственно	1	1
37	нас в данном	1	1
38	в целом ряде	1	1
39	и к тому	1	1
40	то же самое	2	1
41	одних и тех	1	1
42	не удивительно что	2	1
43	в другом месте	1	1
44	а также в	1	1
45	бы то ни	2	1
46	но и в	2	1
47	из того что	2	1
48	а то и	1	1
49	не только не	1	1
50	с этой точки	1	1
51	вместе с тем	1	1
52	и тех же	1	1
53	положение при котором	1	1
54	ту или иную	1	1
55	хотя бы и	1	1
56	может быть не	1	1
57	в этих словах	1	1
58	как и следовало	1	1
59	в предыдущем очерке	1	1
60	и при этом	1	1
61	это не только	1	1
62	аналогично тому как	1	1
63	не только для	1	1
64	что он в	1	1
65	а не как	2	1
66	здесь может быть	1	1
67	именно в таких	1	1
68	этой точки зрения	1	1
69	и делает в	1	1
70	тому как в	1	1
71	то же время	7	1
72	который может быть	1	1
73	и вместе с	2	1
74	в свою очередь	1	1
75	в конечном счете	1	1
76	в то же	7	1
77	в одном из	2	1
78	к тому что	1	1
79	друг от друга	1	1
80	имеется в виду	1	1
81	быть не может	1	1
82	в чем дело	1	1
83	далеко еще не	1	1
