N	3gram	Bakhtin_Pr_1	FransuaR
1	то же время	3	8
2	в то же	3	8
3	в большинстве случаев	5	5
4	как мы уже	1	5
5	и в то	2	4
6	но и в	2	3
7	в известной мере	1	3
8	для того чтобы	2	3
9	таким образом и	1	3
10	это и есть	1	3
11	с другой стороны	4	3
12	таким образом в	1	3
13	подобно тому как	1	3
14	имеется в виду	1	2
15	с точки зрения	6	2
16	на самом же	1	2
17	но конечно не	1	2
18	и в других	1	2
19	в узком смысле	1	2
20	с одной стороны	3	2
21	самом же деле	1	2
22	не только в	2	2
23	в то время	1	2
24	то есть в	1	2
25	и с его	2	2
26	можно сказать что	2	1
27	а следовательно и	1	1
28	зрения на мир	1	1
29	дело в том	1	1
30	дает нам право	1	1
31	то же самое	2	1
32	одной стороны и	1	1
33	на первый план	2	1
34	до сих пор	1	1
35	и не может	2	1
36	до известной степени	1	1
37	со всеми другими	1	1
38	в чем не	2	1
39	и не столь	1	1
40	в этом отношении	2	1
41	со всех сторон	2	1
42	с помощью всех	1	1
43	то время как	1	1
44	в данном случае	4	1
45	и в них	2	1
46	но в то	1	1
47	смысле этого слова	1	1
48	независимо от него	1	1
49	ни в чем	2	1
50	а также и	1	1
51	может быть и	1	1
52	в отличие от	5	1
53	и как бы	1	1
54	в связи с	1	1
55	в виду что	1	1
56	как мы увидим	3	1
57	так и в	2	1
58	не может быть	11	1
59	одной стороны в	1	1
60	с ее методами	1	1
61	далеко не все	1	1
62	конечно и не	2	1
63	в нем нет	1	1
64	раз и навсегда	1	1
65	том же самом	2	1
66	в свою очередь	1	1
67	и независимо от	1	1
68	мы можем сказать	2	1
69	в ее целом	1	1
70	в конечном счете	4	1
71	художественной формы и	1	1
72	мы уже указывали	1	1
73	в особенности же	1	1
74	на самом деле	3	1
75	лицом к лицу	1	1
76	в том что	3	1
77	можем сказать что	1	1
78	в том же	2	1
