N	4gram	Medvedev_F_2	FransuaR
1	в то же время	5	6
2	но в то же	1	3
3	в большей или меньшей	1	3
4	большей или меньшей степени	1	3
5	в своей статье о	2	2
6	и в то же	3	2
7	мы имеем в виду	1	1
8	чем-то само собою разумеющимся	1	1
9	и до известной степени	1	1
10	и не может быть	2	1
11	именно в том чтобы	1	1
12	во всех своих моментах	1	1
13	или во всяком случае	1	1
14	и важным с точки	1	1
15	во всяком случае в	1	1
16	в художественном творчестве особенно	1	1
17	для этого прежде всего	1	1
18	этого прежде всего необходимо	1	1
19	важным с точки зрения	1	1
20	один и тот же	1	1
21	в этом отношении он	1	1
22	то же время в	1	1
23	все более и более	1	1
