N	2gram	Bakhtin_Fr_4	Problema
1	то есть	21	39
2	то что	4	38
3	вовсе не	9	37
4	и не	16	37
5	и в	29	35
6	не только	10	24
7	сказать что	5	24
8	том что	3	19
9	что такое	1	18
10	у нас	1	18
11	даже и	2	18
12	о том	2	18
13	может быть	2	18
14	в этом	11	17
15	и вообще	1	16
16	но и	9	16
17	что мы	1	14
18	только в	2	14
19	потому что	1	13
20	не может	2	13
21	и что	1	13
22	также и	4	12
23	того что	3	12
24	в том	7	12
25	не будет	1	11
26	значения и	1	11
27	и даже	3	11
28	прежде всего	8	11
29	что в	1	11
30	в таком	1	11
31	и то	2	10
32	говорить о	1	10
33	еще не	4	10
34	ничего не	1	10
35	и с	9	10
36	в данном	1	10
37	да и	2	10
38	в этой	13	9
39	только на	1	9
40	для нас	1	9
41	тут же	1	8
42	все же	3	8
43	в виду	2	8
44	уже не	2	8
45	при помощи	1	8
46	как раз	2	8
47	только о	1	8
48	смысле слова	1	7
49	бы и	1	7
50	все эти	9	7
51	мы не	1	7
52	в конце	9	7
53	так и	11	7
54	казалось бы	1	7
55	в его	8	7
56	конце концов	4	7
57	так как	7	7
58	с другой	4	6
59	но как	3	6
60	к сожалению	1	6
61	относится к	1	6
62	и вовсе	1	6
63	но в	12	6
64	на то	1	6
65	что все	1	6
66	был бы	1	6
67	можно ли	1	6
68	мы можем	3	6
69	как будто	2	6
70	же самое	1	6
71	другими словами	2	6
72	можно сказать	1	6
73	в виде	1	6
74	ни в	2	6
75	о чем	2	6
76	но это	4	6
77	и для	2	6
78	в то	10	6
79	то же	10	5
80	по своему	4	5
81	с этим	1	5
82	в самом	1	5
83	в себе	3	5
84	как и	12	5
85	и без	1	5
86	раз и	1	5
87	связи с	2	5
88	будто бы	1	5
89	и это	2	5
90	как мы	10	5
91	данном случае	1	5
92	можно было	1	5
93	и на	11	5
94	без всякой	1	5
95	с одной	2	5
96	одной стороны	2	5
97	еще и	7	5
98	другой стороны	3	5
99	уже давно	2	5
100	в частности	3	5
101	так же	7	5
102	кроме того	2	5
103	в связи	1	5
104	и все	13	5
105	самом деле	1	4
106	на самом	4	4
107	и есть	4	4
108	и тут	1	4
109	не вполне	1	4
110	но не	2	4
111	не все	1	4
112	в общем	1	4
113	в своем	3	4
