N	2gram	Bakhtin_Pr_1	Formalny
1	поэтического языка	1	65
2	и в	38	38
3	в этом	15	27
4	может быть	26	23
5	и его	16	21
6	поэтический язык	1	21
7	и пр	2	21
8	таким образом	10	20
9	и не	42	20
10	в самом	7	16
11	не в	7	15
12	прежде всего	13	15
13	и т	14	14
14	не может	27	14
15	в нем	15	13
16	связи с	2	13
17	но и	9	13
18	в пределах	6	12
19	языка и	1	12
20	в поэзии	9	12
21	с его	2	11
22	с тем	1	11
23	в том	8	11
24	языка как	2	11
25	вовсе не	2	11
26	формальный метод	3	10
27	с другими	3	10
28	в его	43	10
29	в связи	2	10
30	с помощью	7	10
31	не только	9	9
32	при этом	5	9
33	и с	17	9
34	как и	7	9
35	языка в	3	9
36	т п	13	9
37	на почве	3	9
38	в процессе	1	9
39	язык как	1	8
40	самом деле	6	8
41	отнюдь не	19	8
42	все же	6	8
43	точки зрения	8	8
44	поэтического произведения	3	8
45	так и	5	8
46	что и	2	8
47	тем что	2	8
48	в первом	1	7
49	как мы	7	7
50	в корне	2	7
51	лишь в	2	7
52	по себе	1	7
53	для него	1	7
54	в своей	7	7
55	с точки	6	7
56	во втором	1	7
57	в поэтическом	1	7
58	уже не	1	7
59	этом отношении	2	7
60	в других	4	7
61	не могут	2	7
62	по существу	2	7
63	слова и	3	7
64	что в	7	7
65	художественного произведения	11	6
66	и ее	2	6
67	в ней	4	6
68	в истории	2	6
69	все эти	5	6
70	в этой	1	6
71	то же	5	6
72	было бы	8	6
73	он не	3	6
74	в их	10	6
75	могут быть	5	6
76	для понимания	2	6
77	все время	1	6
78	только в	13	6
79	как такового	3	6
80	то что	8	6
81	не было	2	6
82	вместе с	1	6
83	а не	5	6
84	в результате	1	6
85	хотя бы	4	6
86	а в	6	6
87	это и	1	5
88	должна быть	4	5
89	говорить о	3	5
90	всего этого	1	5
91	во всех	11	5
92	в общем	1	5
93	т д	1	5
94	в слове	3	5
95	в то	4	5
96	в основе	5	5
97	же время	3	5
98	если бы	3	5
99	и должно	3	5
100	и только	4	5
101	что он	2	5
102	именно в	1	5
103	более того	4	5
104	и для	11	5
105	бы в	1	5
106	еще более	1	5
107	или иного	2	5
108	все остальное	1	4
109	высшей степени	5	4
110	что оно	2	4
111	независимо от	13	4
112	как в	4	4
113	и наконец	6	4
114	и к	3	4
115	как таковое	1	4
116	не следует	2	4
117	не как	1	4
118	его от	1	4
119	от нее	1	4
120	материала и	2	4
121	входит в	8	4
122	в высшей	5	4
123	восприятия и	1	4
124	раз и	2	4
125	как о	1	4
126	ничего не	6	4
127	к тому	1	4
128	здесь не	4	4
129	в дальнейшем	3	4
130	того или	2	4
131	но в	4	4
132	и теперь	1	4
133	в большинстве	5	4
134	что не	4	4
135	из них	1	4
136	не о	1	4
137	даже и	1	4
138	лишь для	2	4
139	в особенности	2	4
140	именно как	1	4
141	и даже	3	4
142	в некоторых	2	4
143	другой стороны	4	4
144	там где	6	4
145	на фоне	3	4
146	мы говорим	1	4
147	как бы	22	4
148	дело идет	2	4
149	известной степени	4	4
150	лишь как	4	4
151	совершенно не	7	4
152	оно не	3	4
153	к этому	2	4
154	они не	3	4
155	например в	3	3
156	а как	3	3
157	из всего	1	3
158	между этими	1	3
159	и на	3	3
160	не входит	10	3
161	значение и	1	3
162	если в	1	3
163	как к	2	3
164	хотя и	3	3
165	звук в	1	3
166	и как	8	3
167	не приходится	1	3
168	что это	2	3
169	в целом	3	3
170	но ведь	1	3
171	только на	1	3
172	но именно	1	3
173	всех этих	1	3
174	понятий и	2	3
175	значительной степени	1	3
176	смысла в	1	3
177	и может	1	3
178	его в	9	3
179	это было	1	3
180	без нее	1	3
181	в художественную	1	3
