N	2gram	Nazirov_Vr_1	Myshleni
1	и в	8	28
2	в том	3	28
3	то что	7	28
4	в этом	8	27
5	в развитии	1	24
6	того что	1	24
7	потому что	1	22
8	том что	3	19
9	не может	2	19
10	таким образом	2	18
11	что он	4	18
12	в силу	1	17
13	что в	7	17
14	не только	9	16
15	так же	4	15
16	точки зрения	2	13
17	может быть	4	13
18	с помощью	1	13
19	и не	5	11
20	как бы	4	11
21	но не	1	10
22	с точки	2	10
23	от того	1	10
24	но и	7	10
25	было бы	1	9
26	в процессе	1	9
27	в самом	1	8
28	тем самым	1	8
29	никогда не	2	8
30	тем что	3	8
31	еще не	2	8
32	как известно	1	7
33	того же	1	7
34	то же	5	7
35	отношение к	2	7
36	в своем	3	7
37	он не	3	7
38	в нем	6	7
39	заключается в	1	7
40	вместе с	2	7
41	же как	2	6
42	в чем	3	6
43	и как	3	6
44	как и	6	6
45	для него	2	6
46	не имеет	1	6
47	то время	1	6
48	так и	1	6
49	и что	8	6
50	его в	3	6
51	как раз	2	6
52	в то	5	6
53	том же	2	5
54	но в	6	5
55	то в	1	5
56	в этой	2	5
57	другой раз	1	5
58	не могли	1	5
59	того как	1	5
60	один раз	1	5
61	могут быть	1	5
62	это не	4	5
63	в свете	1	5
64	и все	7	5
65	и то	2	4
66	той же	1	4
67	совпадает с	1	4
68	я не	3	4
69	во всех	1	4
70	в той	2	4
71	с этим	1	4
72	в мысли	1	4
73	целый ряд	4	4
74	в себе	2	4
75	на то	3	4
76	одного и	1	4
77	на основе	2	4
78	как по	1	4
79	ясно что	1	4
80	именно в	1	4
81	в качестве	1	4
82	мы знаем	2	4
83	друг друга	1	4
84	только по	1	4
85	на этот	1	4
86	в частности	1	4
87	ко всем	1	4
88	они не	1	4
89	отношения к	2	3
90	начинается с	1	3
91	это и	1	3
92	с его	3	3
93	независимо от	1	3
94	как в	1	3
95	хотя и	1	3
96	при этом	4	3
97	раз в	3	3
98	в плане	1	3
99	в них	2	3
100	в их	1	3
101	его отношение	1	3
102	только не	1	3
103	по своей	1	3
104	связи с	3	3
105	до того	1	3
106	этом отношении	1	3
107	отличается от	1	3
108	но мы	1	3
109	и т.д	1	3
110	до сих	1	3
111	в его	3	3
112	один из	1	3
113	и его	3	3
114	в нашей	2	3
115	а это	1	3
116	до конца	1	3
117	но как	2	3
118	сих пор	1	3
119	в целом	1	3
120	в другой	1	3
121	бы в	1	3
122	отношении к	1	3
123	в своих	4	3
124	как на	1	3
125	одним из	3	2
126	что уже	1	2
127	он сам	2	2
128	что они	1	2
129	прежде всего	1	2
130	все же	6	2
131	и наконец	1	2
132	не являются	1	2
133	поэтому он	1	2
134	но на	1	2
135	ключ к	1	2
136	этом смысле	1	2
137	в высшей	1	2
138	во внимание	1	2
139	несмотря на	4	2
140	раз и	1	2
141	в этих	1	2
142	в своей	2	2
143	в котором	6	2
144	что я	2	2
145	но это	2	2
146	но он	3	2
147	и вообще	1	2
148	что эта	1	2
149	не менее	2	2
150	в уме	1	2
151	не могло	1	2
152	мыслей и	1	2
153	этот закон	1	2
154	и от	1	2
155	этот период	1	2
156	не с	1	2
157	что у	3	2
158	еще в	1	2
159	том как	1	2
160	с ним	4	2
161	нас в	1	2
162	но с	1	2
163	жизнь его	1	2
164	этот факт	1	2
165	из которого	1	2
166	для всех	1	2
167	между обоими	1	2
168	из них	2	2
169	в одном	1	2
170	в конце	3	2
171	у него	5	2
172	с другой	1	2
173	к которому	1	2
174	во второй	1	2
175	более того	1	2
176	в связи	3	2
177	по своему	1	2
178	все это	4	2
179	об одном	1	2
180	для нас	4	2
181	как эта	1	2
182	возникает вопрос	1	2
183	только что	1	2
184	хотя в	1	2
185	а в	2	2
186	другой стороны	1	2
187	из этого	1	2
188	это в	2	2
189	едва ли	1	1
190	развитие в	1	1
191	еще до	1	1
192	ему в	1	1
193	что мог	1	1
194	и он	2	1
195	свою очередь	1	1
196	объяснить то	1	1
197	как ему	1	1
198	первый план	1	1
199	его ума	1	1
200	как показал	1	1
201	ответ на	2	1
202	не просто	1	1
203	отнюдь не	2	1
204	его на	2	1
205	сильные стороны	1	1
206	как к	1	1
207	что как	1	1
208	в этот	3	1
209	предстоит еще	1	1
210	что это	1	1
211	мы получаем	1	1
212	только два	1	1
213	как он	1	1
214	пор мы	1	1
215	приведенного выше	1	1
216	одно и	1	1
217	об этом	5	1
218	и с	6	1
219	предположение что	1	1
220	это было	1	1
221	с первого	1	1
222	не ясно	1	1
223	рядом с	2	1
224	все равно	1	1
225	далеко не	3	1
226	его отношения	1	1
227	которой он	1	1
228	он и	1	1
229	всех этих	1	1
230	во время	2	1
231	жизнь и	1	1
232	представление о	1	1
233	тем не	1	1
234	без всяких	1	1
235	их в	2	1
236	что есть	3	1
237	но они	1	1
238	одна из	2	1
239	к типу	2	1
240	как новый	1	1
241	иными словами	1	1
242	это отношение	1	1
243	же он	1	1
244	существуют в	1	1
245	считать что	1	1
246	можно объяснить	1	1
247	в каком	1	1
248	в момент	2	1
249	начиная с	2	1
250	человека в	3	1
251	сходство с	1	1
252	это влияние	1	1
253	на это	2	1
254	ничего общего	1	1
255	и это	2	1
256	и о	3	1
257	в ее	1	1
258	на той	1	1
259	не мог	2	1
260	что общие	1	1
261	через него	1	1
262	но у	1	1
263	короче говоря	1	1
264	может в	1	1
265	о том	4	1
266	не стоит	1	1
267	к нему	1	1
268	доходит до	1	1
269	что исследователи	1	1
270	между тем	5	1
271	что же	1	1
272	и можно	1	1
273	не знаю	1	1
274	и самые	1	1
275	второй половине	1	1
276	во всем	1	1
277	он уже	1	1
278	и ее	2	1
279	об их	2	1
280	в эти	2	1
281	уже не	2	1
282	и у	3	1
283	своим собственным	1	1
284	тем чтобы	1	1
285	в начале	6	1
286	в известном	2	1
287	его и	2	1
288	этот раз	1	1
289	и их	1	1
290	но вот	1	1
291	в известной	1	1
292	для правильного	1	1
293	привела к	1	1
294	ее не	1	1
295	как при	1	1
296	во всей	1	1
297	этот момент	2	1
298	нужно было	1	1
299	этот пробел	1	1
300	и даже	6	1
301	и из	1	1
302	все основания	1	1
303	что тот	1	1
304	как же	2	1
305	а с	2	1
306	говорит о	1	1
307	к сожалению	1	1
308	только как	1	1
309	одну из	1	1
310	о чем	2	1
311	не об	1	1
312	под влиянием	1	1
313	ближе к	1	1
314	и во	3	1
315	эти слова	3	1
316	прямое выражение	1	1
317	и психологическое	1	1
318	из которых	1	1
319	влияния на	1	1
320	что за	1	1
321	в ответ	1	1
322	в это	2	1
323	ли не	1	1
324	в истории	4	1
325	и другом	1	1
326	в основном	1	1
327	обычно не	1	1
328	котором он	1	1
329	это как	1	1
330	работы над	1	1
331	на первый	2	1
332	оказалось что	1	1
333	тем более	2	1
334	конце концов	1	1
335	позволяет нам	1	1
336	могли быть	2	1
337	гораздо больше	1	1
338	нам не	1	1
339	и начинается	1	1
340	а о	1	1
341	в свою	2	1
342	только о	1	1
343	свои собственные	1	1
344	об отношениях	1	1
345	каким-то образом	1	1
346	к этому	3	1
347	точно так	1	1
348	все что	1	1
349	он часто	1	1
