N	2gram	Losev_Prob_4	FransuaR
1	и в	20	49
2	то есть	27	32
3	прежде всего	11	19
4	в его	3	18
5	и на	3	17
6	не только	24	17
7	и его	10	17
8	в этом	9	15
9	и не	28	15
10	в году	1	13
11	в них	5	13
12	в эпоху	1	13
13	только в	23	13
14	но и	14	13
15	во время	1	12
16	как и	6	11
17	как бы	4	11
18	в этой	4	10
19	вовсе не	21	10
20	в нем	5	9
21	для него	3	9
22	и др	1	9
23	все это	9	9
24	в романе	1	9
25	отношение к	1	8
26	то же	7	7
27	все же	2	7
28	все эти	16	7
29	таким образом	8	7
30	как мы	3	7
31	не может	5	7
32	жизни и	5	7
33	именно в	7	6
34	во всех	4	6
35	в истории	3	6
36	с их	1	6
37	так и	10	6
38	и с	7	6
39	времени и	4	6
40	рядом с	1	6
41	точки зрения	14	6
42	в то	4	6
43	в литературе	2	6
44	то что	15	6
45	здесь в	5	6
46	так как	5	6
47	сказать что	7	6
48	с точки	11	5
49	с его	2	5
50	из этих	1	5
51	но не	5	5
52	в своем	3	5
53	при этом	6	5
54	в своей	4	5
55	никогда не	1	5
56	тот же	2	5
57	уже в	4	5
58	в начале	3	5
59	может быть	9	5
60	относится к	2	5
61	и потому	7	5
62	и до	1	4
63	жить и	1	4
64	и к	3	4
65	но в	8	4
66	в себе	12	4
67	но все	3	4
68	в жизни	3	4
69	в этих	5	4
70	страха и	1	4
71	и более	3	4
72	с ним	4	4
73	в области	3	4
74	на службу	1	4
75	образы в	1	4
76	с другой	7	4
77	и во	4	4
78	в известной	1	4
79	мы находим	2	4
80	а в	4	4
81	тем что	3	4
82	до сих	1	4
83	не было	3	4
84	и о	5	4
85	сих пор	1	4
86	том что	12	4
87	нового времени	1	4
88	в своих	1	4
89	как на	1	4
90	также и	13	3
91	человека и	1	3
92	связана с	1	3
93	в самом	2	3
94	на первом	1	3
95	жизни это	1	3
96	не был	1	3
97	духа и	1	3
98	для которого	1	3
99	да и	5	3
100	но именно	2	3
101	всех этих	6	3
102	и вот	1	3
103	можно было	4	3
104	на все	2	3
105	было бы	14	3
106	из них	3	3
107	ни в	17	3
108	далеко не	2	3
109	несмотря на	4	3
110	это ощущение	1	3
111	на земле	2	3
112	во всем	2	3
113	в одном	4	3
114	даже в	1	3
115	но они	2	3
116	лиц и	1	3
117	к этим	1	3
118	только с	1	3
119	и это	2	3
120	с ее	2	3
121	в ее	5	3
122	и вообще	6	3
123	но здесь	1	3
124	в виду	6	3
125	о том	5	3
126	другими словами	3	3
127	в значительной	2	3
128	к нему	3	3
129	же в	4	3
130	образов и	1	3
131	что он	8	3
132	с одной	1	3
133	эти образы	2	3
134	не дает	1	3
135	и особенно	1	3
136	связан с	1	3
137	что для	1	3
138	превращается в	1	3
139	нужно сказать	1	3
140	образов в	1	3
141	о чем	1	3
142	одной стороны	1	3
143	первом плане	1	3
144	с полной	1	3
145	и все	8	3
146	в том	20	3
147	жизни в	2	3
148	другой стороны	6	3
149	как известно	1	2
150	одним из	1	2
151	мы здесь	2	2
152	в эстетике	1	2
153	на самом	5	2
154	перед лицом	1	2
155	по преимуществу	2	2
156	он как	3	2
157	но даже	4	2
158	в ней	7	2
159	еще не	7	2
160	он был	3	2
161	себе и	3	2
162	это и	4	2
163	за пределы	2	2
164	что они	2	2
165	образов но	1	2
166	чем мы	1	2
167	как к	1	2
168	это был	1	2
169	понять и	1	2
170	только то	1	2
171	таковы например	1	2
172	в нашем	12	2
173	учение о	3	2
174	думать что	1	2
175	имеем в	3	2
176	на то	1	2
177	на его	2	2
178	на площади	1	2
179	перестает быть	2	2
180	и еще	1	2
181	содержит в	8	2
182	связанные с	1	2
183	на этой	2	2
184	в художественном	4	2
185	смысл и	1	2
186	по поводу	1	2
187	в отношении	4	2
188	и без	6	2
189	в их	1	2
190	жизнь и	4	2
191	на фоне	1	2
192	в условиях	3	2
193	мы должны	3	2
194	что в	3	2
195	вплоть до	3	2
196	того чтобы	2	2
197	ничего не	1	2
198	в самой	4	2
199	к ней	2	2
200	и после	1	2
201	связи с	3	2
202	этих образов	2	2
203	могут быть	1	2
204	здесь не	7	2
205	без всякого	4	2
206	на основе	1	2
207	в пределах	2	2
208	особенно в	1	2
209	по сравнению	1	2
210	в другом	3	2
211	одного из	1	2
212	можно сказать	5	2
213	там же	2	2
214	во все	2	2
215	они являются	1	2
216	связаны с	1	2
217	нуждается в	1	2
218	уже во	1	2
219	одной из	4	2
220	очень много	2	2
221	всяком случае	4	2
222	здесь с	1	2
223	со всеми	2	2
224	в качестве	10	2
225	символ веры	1	2
226	есть в	7	2
227	в новое	3	2
228	себе в	3	2
229	никто не	2	2
230	в конце	2	2
231	мы можем	3	2
232	у него	1	2
233	в первую	1	2
234	даже и	13	2
235	и даже	9	2
236	как именно	2	2
237	эпоху возрождения	1	2
238	нельзя сказать	1	2
239	и прежде	2	2
240	в предисловии	1	2
241	мы еще	1	2
242	до конца	1	2
243	дух и	1	2
244	под влиянием	1	2
245	в связи	3	2
246	для них	2	2
247	вместе с	5	2
248	так же	5	2
249	в меру	2	2
250	xix века	2	2
251	это произведение	3	2
252	сравнению с	1	2
253	такого рода	7	2
254	на эту	1	2
255	мы сказали	1	2
256	эти два	1	2
257	здравого смысла	1	2
258	но это	6	2
259	в смысле	5	2
260	под названием	1	2
261	в самые	1	2
262	не подлежит	1	2
263	сознания и	3	2
264	хотя и	5	2
265	и смысл	1	2
266	и другие	1	2
267	в целях	5	2
268	совершенно не	3	2
269	всех других	2	2
270	ко всему	1	2
271	это в	1	2
272	в противоположность	1	2
273	во всяком	8	2
274	успех и	1	1
275	значения этого	1	1
276	поэтому даже	1	1
277	силы что	1	1
278	новое время	1	1
279	и то	2	1
280	самом деле	3	1
281	писателей и	1	1
282	художественных произведений	1	1
283	только потому	1	1
284	силы и	1	1
285	и насилия	1	1
286	тем же	1	1
287	основанная на	1	1
288	в котором	2	1
289	он всегда	1	1
290	что эти	1	1
291	говоря о	1	1
292	случае нельзя	1	1
293	и этот	3	1
294	входящих в	1	1
295	есть не	6	1
296	здесь нам	1	1
297	мы имеем	6	1
298	отношении они	1	1
299	единство и	1	1
300	науки и	1	1
301	но она	3	1
302	их с	1	1
303	и глубокие	1	1
304	таковы прежде	1	1
305	не вполне	2	1
306	почти исключительно	1	1
307	мы и	1	1
308	того же	2	1
309	и он	2	1
310	переплетается с	1	1
311	и самого	1	1
312	для выражения	1	1
313	на них	1	1
314	характер относится	1	1
315	время в	1	1
316	в чем	2	1
317	и человеческой	1	1
318	дело вовсе	1	1
319	живых существ	1	1
320	здесь имеем	1	1
321	коем случае	3	1
322	мы будем	1	1
323	с самой	1	1
324	было очень	1	1
325	значение и	1	1
326	присутствует в	1	1
327	так что	6	1
328	чем же	3	1
329	независимо от	3	1
330	как в	5	1
331	выйти из	1	1
332	стороны и	2	1
333	однако не	4	1
334	перед нами	13	1
335	не будем	2	1
336	и наконец	4	1
337	это просто	1	1
338	всего как	1	1
339	конечно не	3	1
340	даже еще	1	1
341	них как	1	1
342	со своей	2	1
343	в которой	2	1
344	с самого	1	1
345	это есть	3	1
346	в целом	1	1
347	он в	1	1
348	жизни так	1	1
349	бы не	1	1
350	или во	1	1
351	еще далеко	1	1
352	сущности и	1	1
353	что к	2	1
354	и будущее	1	1
355	только один	2	1
356	этого образа	1	1
357	и те	1	1
358	эти и	2	1
359	которые находятся	1	1
360	лжи и	1	1
361	он не	2	1
362	которая является	4	1
363	действительности и	5	1
364	в силу	1	1
365	в корне	2	1
366	том чтобы	2	1
367	нами здесь	3	1
368	новое и	2	1
369	его от	1	1
370	и по	2	1
371	что все	1	1
372	в совершенно	2	1
373	об этом	6	1
374	в единстве	1	1
375	и послания	1	1
376	его в	2	1
377	первую очередь	1	1
378	это не	7	1
379	он есть	1	1
380	с начала	1	1
381	эти моменты	1	1
382	однако здесь	1	1
383	кажется что	2	1
384	этом мы	2	1
385	о которых	2	1
386	понятия которые	1	1
387	с этой	1	1
388	эту тему	1	1
389	не всегда	1	1
390	всегда и	1	1
391	как сказано	1	1
392	хотя здесь	1	1
393	и конец	1	1
394	но если	6	1
395	в такой	1	1
396	исключительным и	1	1
397	то для	3	1
398	что вся	1	1
399	никакому сомнению	1	1
400	мы говорили	1	1
401	вторая часть	1	1
402	оказывается что	1	1
403	как символ	6	1
404	должны были	1	1
405	не менее	10	1
406	литературы как	1	1
407	не понимает	2	1
408	не в	13	1
409	самое время	2	1
410	времен и	1	1
411	и новой	1	1
412	есть именно	2	1
413	так называемое	1	1
414	том же	1	1
415	что этот	1	1
416	и почти	1	1
417	необходимо чтобы	1	1
418	что эта	1	1
419	и вся	1	1
420	и есть	4	1
421	было с	1	1
422	из которых	3	1
423	суждения о	1	1
424	иной раз	1	1
425	не теряет	2	1
426	как о	3	1
427	дело в	2	1
428	здесь на	2	1
429	и отдельных	1	1
430	он с	2	1
431	только не	4	1
432	самой жизни	3	1
433	в разных	4	1
434	или как	1	1
435	сущность его	1	1
436	потому что	15	1
437	свидетельствуют о	2	1
438	с новой	1	1
439	ничто не	1	1
440	то этот	1	1
441	на самой	1	1
442	входят в	1	1
443	с тем	4	1
444	однако это	2	1
445	как вечное	1	1
446	не могут	1	1
447	есть только	2	1
448	и сам	1	1
449	у данте	1	1
450	к тому	3	1
451	что уже	1	1
452	указывает на	4	1
453	они и	2	1
454	не есть	12	1
455	бы это	1	1
456	для того	3	1
457	есть то	1	1
458	существует только	1	1
459	на какую-нибудь	1	1
460	образы и	3	1
461	значительной мере	2	1
462	к нам	1	1
463	в буквальном	3	1
464	наслаждением и	1	1
465	человеческого сознания	2	1
466	говорили что	1	1
467	самое это	1	1
468	начало и	1	1
469	здесь мы	3	1
470	шекспира и	1	1
471	глубже и	1	1
472	и совершенно	2	1
473	и когда	2	1
474	что может	1	1
475	в образе	1	1
476	теряет своей	1	1
477	можно только	2	1
478	поэтому в	1	1
479	если бы	8	1
480	правда в	3	1
481	для этого	2	1
