N	3gram	Losev_Dial_1	Mirosoze
1	не может быть	3	17
2	не было бы	2	5
3	это и есть	2	4
4	добра и зла	1	4
5	– один из	1	3
6	это значит что	9	3
7	и в нем	2	3
8	до сих пор	2	2
9	света и тьмы	1	2
10	что он не	2	2
11	никогда не был	1	2
12	в них нет	1	2
13	то время как	1	2
14	в конце концов	3	2
15	мы еще увидим	1	2
16	это не значит	1	2
17	а не только	1	2
18	в то время	1	2
19	никогда не может	2	2
20	для того чтобы	1	2
21	что иное как	1	1
22	потому что он	3	1
23	– все это	2	1
24	и есть то	1	1
25	ни с какой	4	1
26	и вот оказывается	1	1
27	но она не	1	1
28	может быть названа	1	1
29	в себе самом	2	1
30	в самом деле	1	1
31	которой не только	1	1
32	мир в котором	1	1
33	вот оказывается что	1	1
34	не есть для	1	1
35	и быть может	1	1
36	ко всему этому	1	1
37	и т п	2	1
38	было бы и	2	1
39	никто не может	1	1
40	и это есть	1	1
41	но это не	1	1
42	и никто не	1	1
43	и потому в	1	1
44	в нем нет	3	1
45	есть то что	1	1
46	жизни и в	1	1
47	может быть и	3	1
48	мы говорим что	2	1
49	только и состоит	1	1
50	в которой не	1	1
51	что в основе	1	1
52	и по сравнению	1	1
53	свет – не	1	1
54	по сравнению с	2	1
55	мир не имеет	1	1
56	него как в	1	1
57	во всех этих	1	1
58	в каком-то особенном	1	1
59	чем он сам	1	1
60	и ничего не	1	1
61	не в том	1	1
62	это-то и есть	1	1
63	друг к другу	2	1
64	во всяком случае	2	1
65	одна и та	2	1
66	учение об отношении	1	1
67	когда мы говорим	1	1
68	в отношении к	1	1
69	веры а не	1	1
70	хотя бы даже	1	1
71	в него как	1	1
72	но в конце	1	1
73	одно дело –	1	1
74	но также и	1	1
75	и есть самое	1	1
76	о том что	2	1
77	то мы имеем	1	1
78	есть прежде всего	1	1
79	не значит что	3	1
80	не что иное	1	1
81	можно было бы	4	1
82	в нем есть	6	1
83	и та же	2	1
84	в них не	1	1
85	в том что	7	1
86	она не может	1	1
87	не имеет смысла	1	1
