N	4gram	Bakhtin_Pr_3	FransuaR
1	в то же время	5	9
2	но в то же	1	5
3	как и во всех	1	2
4	в том числе и	10	2
5	до сих пор еще	2	2
6	той или иной форме	1	1
7	была неразрывно связана с	1	1
8	у платона и ксенофонта	1	1
9	и в известной мере	1	1
10	в этом отношении очень	1	1
11	в средние века и	2	1
12	и в то же	2	1
13	как бы он ни	1	1
14	к одной и той	1	1
15	тем не менее он	1	1
16	на самом же деле	1	1
17	во всей мировой литературе	2	1
18	не что иное как	1	1
19	одной и той же	1	1
20	на народных языках и	1	1
21	бы он ни был	1	1
22	смерть тебе синьор отец	1	1
23	в той или иной	1	1
24	в основе их лежит	1	1
25	sia ammazzato il signore	1	1
26	ammazzato il signore padre	1	1
27	а также и в	1	1
28	связанные с производительной силой	1	1
29	есть не что иное	1	1
30	из обычной жизненной колеи	1	1
