N	3gram	Bakhtin_Fr_7	Komedia
1	в том что	3	9
2	в свою очередь	3	6
3	в то же	9	4
4	о том что	1	4
5	то же время	9	4
6	с самого начала	1	4
7	к тому же	1	4
8	по отношению к	2	3
9	о том как	2	3
10	с точки зрения	3	3
11	в связи с	1	3
12	во всяком случае	1	3
13	и в самом	1	3
14	то же самое	1	3
15	в этом отношении	2	2
16	вместе с ним	1	2
17	дошедших до нас	1	2
18	в конце концов	4	2
19	то обстоятельство что	1	2
20	именно потому что	1	2
21	не в состоянии	1	1
22	потому что он	1	1
23	представляется мне то	1	1
24	и для самого	1	1
25	более или менее	2	1
26	имеем в виду	2	1
27	в том числе	4	1
28	во-вторых потому что	1	1
29	и таким путем	1	1
30	на первый план	1	1
31	мы еще вернемся	1	1
32	к человеку и	1	1
33	за то что	3	1
34	при виде того	1	1
35	в другой раз	1	1
36	не без основания	1	1
37	же что и	2	1
38	прямое отношение к	1	1
39	в первом случае	1	1
40	таким образом и	2	1
41	почти во всех	1	1
42	имеет ничего общего	1	1
43	и в отношении	1	1
44	таким образом на	1	1
45	в достаточной степени	1	1
46	не в лучшем	1	1
47	и ничем не	1	1
48	не могла не	1	1
49	к этому вопросу	1	1
50	как с помощью	1	1
51	что и у	2	1
52	так и в	3	1
53	ничего общего с	1	1
54	что у него	2	1
55	мы имеем в	2	1
56	после того как	4	1
57	по этому поводу	1	1
58	друг от друга	1	1
59	до нас от	1	1
60	на одном из	3	1
61	друг за другом	1	1
62	и в этом	1	1
63	и в его	2	1
64	чем в других	1	1
65	и с его	1	1
66	и все его	1	1
67	не имеет ничего	1	1
68	в том же	1	1
69	том числе и	2	1
70	в свое время	2	1
