N	3gram	Potebnia_M_2	Dialekti
1	и т д	3	19
2	сама по себе	2	8
3	в том что	7	7
4	сам по себе	4	6
5	само по себе	2	5
6	по себе не	3	5
7	то же время	2	4
8	по крайней мере	5	4
9	одно и то	2	4
10	и то же	2	4
11	с другой стороны	2	4
12	на то что	3	4
13	в то же	2	4
14	только потому что	2	3
15	более или менее	8	3
16	имеет ничего общего	1	3
17	в этом смысле	2	3
18	и в этом	1	3
19	не может быть	2	3
20	ничего общего с	1	3
21	внутреннее и внешнее	1	3
22	не имеет ничего	1	3
23	т д и	1	2
24	то что я	1	2
25	мы говорим что	1	2
26	на самом деле	2	2
27	одной стороны и	1	2
28	до сих пор	4	2
29	и то и	1	2
30	по себе и	1	2
31	потому что и	1	2
32	не было бы	4	2
33	и т п	3	2
34	а потом уже	1	2
35	то и другое	4	2
36	может и не	1	2
37	как более или	1	2
38	с одной стороны	3	2
39	по сравнению с	1	2
40	или по крайней	2	2
41	друг к другу	1	2
42	во всяком случае	7	2
43	о том что	1	2
44	мы можем сказать	1	2
45	то все же	2	1
46	связаны между собою	1	1
47	тем же путем	1	1
48	а между тем	4	1
49	а потому что	1	1
50	в себе никаких	1	1
51	а не с	2	1
52	дело в том	1	1
53	то время как	3	1
54	и той же	1	1
55	имеет место в	1	1
56	это было бы	1	1
57	но даже и	1	1
58	есть такой же	1	1
59	содержание то в	1	1
60	что же касается	1	1
61	то прежде всего	1	1
62	с теми которые	1	1
63	мысли тем более	1	1
64	отчет в том	1	1
65	себе не можем	1	1
66	сами по себе	7	1
67	бы ни было	1	1
68	и быть может	1	1
69	не есть нечто	1	1
70	только в том	1	1
71	чтобы убедиться что	1	1
72	из того что	1	1
73	и это есть	1	1
74	но это не	1	1
75	если бы не	1	1
76	может иметь много	1	1
77	бы она ни	1	1
78	и не в	1	1
79	и тем не	1	1
80	так а не	1	1
81	для того кто	2	1
82	не потому что	1	1
83	в том чтобы	1	1
84	в жизни народов	1	1
85	в то время	4	1
86	а не иначе	1	1
87	во всех этих	1	1
88	того что она	1	1
89	не в том	2	1
90	как бы она	1	1
91	в сознании в	1	1
92	она ни была	1	1
93	в связи с	1	1
94	то что он	1	1
95	но так как	1	1
96	может быть названа	1	1
97	а в том	1	1
98	тех и других	1	1
99	перехода от одного	1	1
100	в малом виде	1	1
101	а равно и	2	1
102	то к чему	1	1
103	никто никогда не	1	1
104	во всем этом	2	1
105	различаются между собою	1	1
106	что и то	1	1
107	с самого начала	2	1
108	между тем в	1	1
109	в душе а	1	1
110	свет и только	1	1
111	но все же	1	1
112	иначе не было	1	1
113	что это не	1	1
114	друг от друга	1	1
115	и может быть	2	1
116	есть прежде всего	2	1
117	одной и той	1	1
118	тем не менее	5	1
119	в сравнении с	2	1
120	для того чтобы	2	1
121	я этого не	1	1
122	что если бы	2	1
123	не знаем но	1	1
