N	3gram	Voloshinov_1	Problemy
1	с точки зрения	5	8
2	по отношению к	3	5
3	то же время	1	5
4	в то же	1	5
5	и не может	1	4
6	в отличие от	1	4
7	не может быть	4	4
8	в самом деле	2	4
9	более или менее	1	3
10	можно было бы	1	3
11	с другой стороны	2	3
12	но в то	1	3
13	как и в	1	3
14	мы чувствуем что	1	2
15	в каждом слове	1	2
16	почему же не	1	2
17	нам кажется что	1	2
18	может быть и	1	2
19	и то же	2	2
20	одно и то	3	2
21	тем не менее	1	2
22	ну что же	1	2
23	на то что	1	2
24	точки зрения своего	1	2
25	в узком смысле	1	2
26	человека и его	1	2
27	точки зрения и	1	1
28	вполне понятно что	3	1
29	эта интонация в	1	1
30	представим себе что	2	1
31	иметь в виду	1	1
32	а вовсе не	1	1
33	в виду что	1	1
34	прежде всего в	1	1
35	и наконец в	2	1
36	него не может	1	1
37	есть прежде всего	3	1
38	то же самое	1	1
39	тот же самый	1	1
40	в себя как	1	1
41	а не как	1	1
42	в сознании и	1	1
43	одна из существеннейших	1	1
44	между тем как	1	1
45	в собственном смысле	1	1
46	почти никогда не	1	1
47	в выборе и	1	1
48	от него не	1	1
49	смысле слова и	1	1
50	слово но при	1	1
51	с одной стороны	2	1
52	ничего общего не	1	1
53	в связи с	1	1
54	проблем связанных с	1	1
55	не входит в	1	1
56	между собою и	1	1
57	отношение к слову	1	1
58	и в их	1	1
59	в пределах того	1	1
60	собственном смысле слова	1	1
61	сюда относятся все	1	1
62	то же слово	2	1
63	данной социальной группы	1	1
64	не мог бы	1	1
65	в данную эпоху	1	1
66	но тем не	1	1
67	само по себе	1	1
68	на самом деле	1	1
69	в каждом элементе	1	1
70	этой точки зрения	1	1
71	и эта интонация	1	1
72	в двух разных	2	1
73	социальных оценок в	1	1
74	в том что	2	1
75	общего не имеет	1	1
