N	2gram	Losev_Vesc_1	StatiiOP
1	и в	21	29
2	том что	8	27
3	в том	8	27
4	в этом	4	21
5	не только	36	19
6	но и	18	19
7	что в	9	19
8	о том	6	17
9	в и	2	13
10	в его	2	13
11	что он	1	13
12	между прочим	3	12
13	в которой	1	11
14	то что	27	11
15	все это	5	11
16	таким образом	8	10
17	к тому	3	10
18	т е	55	10
19	и т	19	9
20	в своем	6	9
21	потому что	16	9
22	так и	3	9
23	этом отношении	1	9
24	и не	29	9
25	но в	5	8
26	как раз	9	8
27	и пр	6	8
28	по поводу	1	8
29	я не	4	7
30	в ней	12	7
31	в самом	9	7
32	в своей	5	7
33	в котором	3	7
34	не столько	1	7
35	тому что	2	7
36	для того	2	7
37	в виду	2	7
38	с тем	5	7
39	вместе с	1	7
40	вопрос о	1	6
41	все же	4	6
42	т д	19	6
43	факт что	1	6
44	вовсе не	10	6
45	того чтобы	3	6
46	и его	2	6
47	об этом	3	6
48	и что	15	6
49	в одном	2	6
50	до сих	1	6
51	в течение	1	6
52	было бы	14	5
53	точки зрения	5	5
54	не знали	1	5
55	была бы	2	5
56	в языке	1	5
57	того что	8	5
58	в качестве	1	5
59	прежде всего	9	5
60	а не	19	5
61	о чем	1	5
62	в той	3	5
63	как бы	12	5
64	сих пор	1	5
65	кроме того	4	4
66	хотя и	4	4
67	и к	1	4
68	в нем	2	4
69	что у	5	4
70	в другом	2	4
71	и с	8	4
72	должен был	1	4
73	не в	5	4
74	еще до	1	4
75	дело в	4	4
76	ничего не	3	4
77	и о	3	4
78	времени и	1	4
79	внимание на	1	4
80	но с	2	4
81	при помощи	2	4
82	для него	4	4
83	до того	1	4
84	с другой	6	4
85	именно в	1	4
86	в частности	1	4
87	еще более	2	4
88	к этому	1	4
89	же как	1	3
90	самом деле	4	3
91	на самом	1	3
92	оба эти	3	3
93	хотя бы	6	3
94	и он	1	3
95	но не	5	3
96	могло быть	1	3
97	не то	4	3
98	в общем	1	3
99	с этим	3	3
100	не было	1	3
101	что это	13	3
102	тому же	1	3
103	вообще не	2	3
104	в россии	2	3
105	из них	4	3
106	ни в	1	3
107	не мог	1	3
108	в этих	1	3
109	но он	2	3
110	по себе	13	3
111	не менее	3	3
112	что эта	1	3
113	никогда не	2	3
114	на себя	1	3
115	и по	1	3
116	тем что	2	3
117	у нас	7	3
118	у меня	3	3
119	оно не	3	3
120	ни у	1	3
121	и здесь	4	3
122	на вопрос	1	3
123	но это	10	3
124	так что	5	3
125	с нею	18	3
126	всяком случае	2	3
127	что на	2	3
128	и даже	6	3
129	еще и	8	3
130	а с	3	3
131	так же	1	3
132	относятся к	1	3
133	другой стороны	2	3
134	не является	1	3
135	другое дело	1	3
136	во всяком	3	3
137	также и	6	2
138	в рукописи	1	2
139	того же	5	2
140	только потому	1	2
141	из его	2	2
142	где я	1	2
143	то же	6	2
144	для своего	1	2
145	почти все	2	2
146	в полной	1	2
147	пребывания в	1	2
148	бы то	4	2
149	с его	1	2
150	и который	1	2
151	тогда как	1	2
152	отличие от	1	2
153	нет и	1	2
154	что они	6	2
155	на то	4	2
156	и я	1	2
157	в истории	1	2
158	мере в	1	2
159	и как	8	2
160	более или	1	2
161	в чисто	1	2
162	все эти	3	2
163	выражение в	3	2
164	в этой	3	2
165	в себе	14	2
166	при этом	1	2
167	если бы	5	2
168	тем не	3	2
169	не к	1	2
170	и более	1	2
171	то ни	4	2
172	а затем	2	2
173	конечно в	1	2
174	не дает	1	2
175	его в	2	2
176	это было	1	2
177	истории и	2	2
178	которая была	1	2
179	в это	1	2
180	о которых	1	2
181	как и	8	2
182	во внимание	1	2
183	несмотря на	1	2
184	в один	1	2
185	что собственно	1	2
186	или менее	1	2
187	что такое	12	2
188	нас не	1	2
189	в отношении	4	2
190	с точки	3	2
191	в отличие	1	2
192	что я	24	2
193	от его	2	2
194	и вся	1	2
195	нет никакого	2	2
196	в то	3	2
197	дело не	2	2
198	есть еще	3	2
199	это еще	1	2
200	только не	2	2
201	вообще нет	1	2
202	и всегда	1	2
203	не может	17	2
204	только с	3	2
205	не потому	6	2
206	в движении	1	2
207	языка в	1	2
208	с и	1	2
209	в духе	1	2
210	искусства и	1	2
211	на это	4	2
212	и это	14	2
213	в ее	7	2
214	него самого	1	2
215	к подлинному	1	2
216	а также	1	2
217	никак не	3	2
218	что и	3	2
219	у всех	3	2
220	чем он	1	2
221	этот вопрос	1	2
222	только в	14	2
223	бы ни	2	2
224	раз в	1	2
225	очевидно что	1	2
226	ни с	6	2
227	сами по	3	2
228	в конце	2	2
229	так как	7	2
230	случае не	1	2
231	на меня	3	2
232	ли и	1	2
233	свое выражение	3	2
234	может быть	16	2
235	в особенности	1	2
236	со стороны	5	2
