N	3gram	Vinokur_St_2	Istorich
1	и т д	6	15
2	с другой стороны	3	7
3	в этом случае	1	5
4	до сих пор	5	5
5	в том что	16	5
6	тем не менее	2	5
7	как мы видели	1	5
8	в данном случае	1	3
9	в связи с	1	3
10	том что в	2	2
11	по отношению к	1	2
12	точно так же	1	2
13	во всяком случае	3	2
14	это еще не	1	2
15	в то время	1	2
16	о том что	11	2
17	в одном из	3	2
18	не только не	2	2
19	но все же	2	2
20	к тому же	2	2
21	к тем материалам	1	1
22	что в этом	1	1
23	же как в	1	1
24	в чем же	1	1
25	и пр но	1	1
26	тесно связан с	1	1
27	между прочим и	1	1
28	в том числе	1	1
29	т е не	1	1
30	не будет иметь	1	1
31	но и здесь	2	1
32	каждого из них	1	1
33	в течение лет	1	1
34	на своем пути	1	1
35	с точки зрения	2	1
36	сами по себе	2	1
37	с тем что	2	1
38	в течение шести	1	1
39	мы до сих	1	1
40	большую роль в	1	1
41	с тех пор	1	1
42	вполне возможно что	1	1
43	вместе с тем	5	1
44	ставит себе целью	1	1
45	уже потому что	1	1
46	в том смысле	2	1
47	в них нет	1	1
48	исторической действительности и	1	1
49	заключается в том	1	1
50	мы видели выше	1	1
51	так или иначе	1	1
52	но вместе с	1	1
53	но это еще	1	1
54	так же как	3	1
55	и в том	1	1
56	то обстоятельство что	4	1
57	в определенном направлении	1	1
58	и вместе с	1	1
59	в свою очередь	1	1
60	на самом деле	1	1
61	ничего общего с	1	1
62	такую большую роль	1	1
63	с самого начала	3	1
64	в связь с	1	1
65	в качестве мотивировки	1	1
66	в исторической действительности	1	1
67	на то что	2	1
68	для суждения об	1	1
69	после того как	4	1
70	себе объяснения в	1	1
71	больше чем обычно	1	1
72	она до сих	1	1
73	на этот вопрос	1	1
74	а затем уже	1	1
75	и пр или	1	1
