N	3gram	Voloshinov_1	Dialekti
1	с точки зрения	5	12
2	в том что	1	7
3	само по себе	1	5
4	по себе не	1	5
5	то же время	7	4
6	можно было бы	1	4
7	по крайней мере	1	4
8	одно и то	3	4
9	и то же	3	4
10	с другой стороны	1	4
11	в то же	9	4
12	только потому что	2	3
13	более или менее	1	3
14	в конце концов	3	3
15	и в этом	1	3
16	иметь в виду	1	3
17	не может быть	2	3
18	содержит в себе	1	3
19	та или иная	1	3
20	можно сказать что	2	3
21	той или иной	3	3
22	на самом деле	3	2
23	до сих пор	1	2
24	и в то	2	2
25	не было бы	2	2
26	в этом отношении	2	2
27	тех или других	1	2
28	или хотя бы	2	2
29	то или иное	4	2
30	и от этого	1	2
31	в качестве примера	1	2
32	по сравнению с	1	2
33	одна и та	1	2
34	ничто не мешает	1	2
35	о том что	2	2
36	к тому что	2	2
37	и та же	1	2
38	то все же	1	1
39	это мы должны	1	1
40	в голову не	2	1
41	и той же	2	1
42	что это значит?	1	1
43	в виду что	1	1
44	с их точки	1	1
45	она не дана	1	1
46	и чаще всего	1	1
47	между внутренним и	1	1
48	в самом деле	1	1
49	и в особенности	1	1
50	но даже и	1	1
51	не является ли	1	1
52	и в голову	1	1
53	мы уже знаем	1	1
54	и тому же	1	1
55	как раз и	1	1
56	если же он	1	1
57	как мы увидим	2	1
58	несмотря на свою	1	1
59	конечно это не	1	1
60	отнюдь не является	1	1
61	жизни и в	1	1
62	ни в какой	1	1
63	которого она должна	1	1
64	так а не	1	1
65	но в то	2	1
66	именно так и	1	1
67	а не иначе	1	1
68	становится совершенно ясным	1	1
69	и в отношении	1	1
70	все больше и	2	1
71	по большей части	1	1
72	как таковой не	1	1
73	внутренним и внешним	1	1
74	в связи с	2	1
75	та же самая	2	1
76	не в самом	1	1
77	их точки зрения	1	1
78	который является как	1	1
79	без сновидений и	1	1
80	связи с этим	2	1
81	же самое и	1	1
82	если мы будем	1	1
83	есть не что	2	1
84	с самого начала	4	1
85	между тем в	1	1
86	хотя бы в	1	1
87	не существует и	1	1
88	содержание и смысл	1	1
89	может показаться что	2	1
90	мы должны поставить	1	1
91	к одному и	1	1
92	что иное как	2	1
93	но все же	2	1
94	больше и больше	2	1
95	и как в	1	1
96	одной и той	2	1
97	не что иное	2	1
98	том что такое	1	1
99	тех или иных	3	1
100	тем не менее	1	1
101	для того чтобы	7	1
102	и ни от	1	1
103	на первый взгляд	1	1
104	одному и тому	1	1
105	то же самое	4	1
106	быть может и	1	1
