N	2gram	Vinokur_St_3	Psycholo
1	то что	12	44
2	и в	25	33
3	в этом	24	28
4	и что	3	25
5	как бы	6	25
6	все время	2	24
7	потому что	5	24
8	для того	2	23
9	том что	15	22
10	того чтобы	1	22
11	может быть	19	22
12	что в	19	21
13	в том	20	21
14	о том	8	20
15	что он	19	20
16	только что	2	15
17	что это	16	13
18	таким образом	10	13
19	то есть	2	13
20	так же	1	13
21	и не	10	13
22	все это	8	13
23	сказать что	4	13
24	самом деле	2	12
25	в самом	2	12
26	было бы	7	12
27	все то	1	12
28	к тому	2	12
29	и все	1	12
30	так как	3	12
31	он не	5	11
32	что все	3	11
33	говорит что	5	10
34	на то	5	10
35	что она	1	10
36	если бы	4	10
37	в трагедии	6	10
38	в его	12	10
39	как она	1	10
40	не может	7	10
41	то же	5	9
42	в этой	14	9
43	и если	3	9
44	по себе	1	9
45	как раз	3	9
46	в конце	6	8
47	совершенно ясно	1	8
48	для этого	2	8
49	в рассказе	3	8
50	вместе с	2	8
51	в каком	4	8
52	показать что	1	7
53	в своем	1	7
54	раз в	1	7
55	не только	12	7
56	в нем	1	7
57	так что	11	7
58	и только	2	7
59	до конца	3	7
60	когда он	1	7
61	для нас	1	7
62	и т	8	6
63	на самом	1	6
64	в сущности	2	6
65	в ней	4	6
66	что они	2	6
67	все эти	3	6
68	во время	3	6
69	точки зрения	7	6
70	но он	3	6
71	что эта	2	6
72	тому что	3	6
73	в самой	1	6
74	когда мы	1	6
75	же самое	1	6
76	это не	7	6
77	мы видим	4	6
78	трагедии и	2	6
79	у него	9	6
80	а не	5	6
81	что мы	3	6
82	как на	6	6
83	мы не	2	5
84	в целом	4	5
85	и на	6	5
86	с этим	7	5
87	все же	4	5
88	целый ряд	1	5
89	и как	1	5
90	о ее	1	5
91	как он	1	5
92	и может	2	5
93	ясно что	1	5
94	что трагедия	1	5
95	как и	4	5
96	нисколько не	1	5
97	самого начала	2	5
98	никогда не	2	5
99	и его	3	5
100	и это	5	5
101	с самого	2	5
102	мы будем	1	5
103	казалось бы	1	5
104	с ним	1	5
105	заключается в	2	5
106	в какой	3	5
107	что для	3	5
108	вовсе не	2	5
109	связь с	4	5
110	из этого	4	5
111	той же	2	4
112	в которой	4	4
113	говорит о	1	4
114	том чтобы	2	4
115	это было	8	4
116	с тем	4	4
117	своей трагедии	4	4
118	в своей	4	4
119	с точки	4	4
120	одна из	2	4
121	ее с	1	4
122	на него	1	4
123	а в	6	4
124	у нас	4	4
125	как мы	2	4
126	и о	1	4
127	что у	2	4
128	можно было	1	4
129	об этом	5	4
130	в порядке	1	4
131	не просто	2	4
132	того что	5	4
133	в двух	1	4
134	только в	6	4
135	и так	1	4
136	в жизни	4	4
137	при помощи	2	4
138	и других	2	4
139	но совершенно	1	4
140	из них	1	4
141	что не	2	4
142	целым рядом	1	4
143	в частности	1	4
144	с этой	3	4
145	жизни и	1	4
146	ее в	2	4
147	это в	4	4
148	к этому	3	4
149	речь идет	2	3
150	например в	4	3
151	к своей	2	3
152	идет о	1	3
153	и до	1	3
154	и этот	1	3
155	и за	2	3
156	это совершенно	1	3
157	что если	2	3
158	говорить о	3	3
159	как я	2	3
160	событий и	1	3
161	то это	1	3
162	и он	1	3
163	что его	2	3
164	это означало	1	3
165	слова как	2	3
166	но не	2	3
167	в сторону	1	3
168	конце концов	3	3
169	как в	6	3
170	что именно	2	3
171	от этого	1	3
172	не можем	1	3
173	на шекспира	1	3
174	какой бы	1	3
175	на этом	3	3
176	его в	1	3
177	должен был	2	3
178	ни в	5	3
179	этого слова	2	3
180	трагедии то	1	3
181	должно быть	1	3
182	всех этих	3	3
183	мы в	1	3
184	в которых	2	3
185	т п	6	3
186	что этот	3	3
187	в то	7	3
188	пути и	1	3
189	и для	4	3
