N	3gram	Voloshinov_1	Problema
1	тем не менее	1	10
2	в том что	1	9
3	той или иной	3	8
4	то же самое	4	7
5	в связи с	2	7
6	и в этом	1	6
7	в этом случае	3	5
8	по крайней мере	1	5
9	с другой стороны	1	5
10	не может быть	2	5
11	что иное как	2	4
12	но даже и	1	4
13	как раз и	1	4
14	есть не что	2	4
15	же самое время	2	4
16	в то же	9	4
17	и то же	3	4
18	не что иное	2	4
19	тех или иных	3	4
20	того или иного	5	3
21	не было бы	2	3
22	можно было бы	1	3
23	одно и то	3	3
24	содержит в себе	1	3
25	в конце концов	3	3
26	что же такое	2	3
27	само по себе	1	3
28	та или иная	1	3
29	о том что	2	3
30	именно потому что	1	3
31	это же самое	1	2
32	только потому что	2	2
33	с точки зрения	5	2
34	до сих пор	1	2
35	но и в	3	2
36	то или иное	4	2
37	отнюдь не является	1	2
38	если мы возьмем	1	2
39	в нашем смысле	1	2
40	не только в	3	2
41	на первый взгляд	1	2
42	не является ни	1	2
43	по сравнению с	1	2
44	и как бы	1	2
45	у нас не	2	2
46	возможно также и	1	2
47	ничто не мешает	1	2
48	даже и в	1	2
49	на самом деле	3	2
50	и тем самым	3	2
51	и тем более	1	2
52	можно сказать что	2	2
53	вовсе не является	1	2
54	но в том	1	2
55	как мы видели	3	2
56	и того же	1	1
57	вполне понятно что	1	1
58	по себе не	1	1
59	само собой разумеется	2	1
60	явления природы или	1	1
61	вовсе и не	1	1
62	в те времена	1	1
63	иметь в виду	1	1
64	теми или иными	1	1
65	хотя бы только	1	1
66	более или менее	1	1
67	как мы это	1	1
68	и нет ничего	1	1
69	в том и	1	1
70	серп и молот	1	1
71	уже видели что	1	1
72	и не только	2	1
73	одним из главнейших	1	1
74	в ней как	1	1
75	и развития языка	1	1
76	в той же	3	1
77	явлений природы и	1	1
78	что мы будем	1	1
79	бы мы ни	3	1
80	в собственном смысле	1	1
81	прежде всего мы	1	1
82	другими словами в	1	1
83	несмотря на свою	1	1
84	только благодаря тому	1	1
85	перед нами не	1	1
86	на этот вопрос	1	1
87	мы имели в	2	1
88	как и от	1	1
89	мы приходим к	1	1
90	и тем что	1	1
91	случаях когда мы	1	1
92	имели в виду	2	1
93	как и в	1	1
94	и тем же	1	1
95	речи или даже	1	1
96	тем что он	1	1
97	тому или иному	1	1
98	мы все же	1	1
99	в таких словах	1	1
100	возникновения и развития	2	1
101	как бы мы	2	1
102	тот факт что	1	1
103	смысле этого слова	2	1
104	не в самом	1	1
105	но при этом	2	1
106	и не было	1	1
107	благодаря тому что	1	1
108	как и вообще	1	1
109	но не нужно	1	1
110	не является чем-то	1	1
111	в литературном произведении	1	1
112	тем же самым	1	1
113	мы говорили выше	1	1
114	но возможно также	1	1
115	собственном смысле слова	1	1
116	мы перестаем понимать	1	1
117	так и останется	1	1
118	тот момент что	1	1
119	было бы изобразить	1	1
120	тех или других	1	1
121	но если бы	1	1
122	друг друга и	1	1
123	бросается в глаза	1	1
124	мы уже видели	2	1
125	если мы будем	1	1
126	и все же	1	1
127	в тех случаях	2	1
128	мы не можем	1	1
129	в глаза и	1	1
130	то что мы	4	1
131	об этом мы	1	1
132	равно как и	2	1
133	и никогда не	1	1
134	не только не	1	1
135	на то или	1	1
136	может показаться что	2	1
137	в самом деле	1	1
138	ту или иную	3	1
139	совсем другое дело	1	1
140	отдельными моментами этого	1	1
141	всего мы должны	1	1
142	к одной и	1	1
143	одного и того	1	1
144	тех случаях когда	2	1
145	являются не просто	1	1
146	и перестает быть	1	1
147	эту точку зрения	1	1
148	тем самым мы	1	1
149	к тому что	2	1
150	понимать как нечто	1	1
151	выходящее за пределы	1	1
152	для того чтобы	7	1
153	тогда когда мы	1	1
154	таких словах как	1	1
155	только тогда когда	1	1
156	для этого необходимо	1	1
157	не так как	2	1
158	но в этой	1	1
