N	3gram	Propp_Isto_5	Myshleni
1	с точки зрения	1	18
2	для того чтобы	3	15
3	в том что	2	15
4	с другой стороны	8	9
5	с одной стороны	7	8
6	с самого начала	1	8
7	по отношению к	2	7
8	о том что	4	6
9	из того что	1	5
10	вместе с тем	6	5
11	так же как	3	5
12	не может быть	3	5
13	в то время	1	5
14	же как и	2	4
15	до сих пор	2	4
16	то время как	1	4
17	но вместе с	3	4
18	можно сказать что	1	4
19	друг с другом	2	4
20	на то что	2	3
21	сам по себе	1	3
22	в том чтобы	2	3
23	во всяком случае	1	3
24	в свою очередь	1	3
25	и тем самым	1	3
26	что перед нами	1	2
27	указывает на то	1	2
28	в зависимости от	1	2
29	то же время	1	2
30	то что у	1	2
31	в данном случае	2	2
32	и таким образом	2	2
33	на две части	1	2
34	что может быть	1	2
35	в самом деле	1	2
36	в то же	1	2
37	только тогда когда	1	2
38	с собой по	1	1
39	потому что он	2	1
40	вывод который делает	1	1
41	другой стороны в	1	1
42	к этому же	1	1
43	в целом они	1	1
44	на самом деле	1	1
45	играют большую роль	1	1
46	вместе с ней	1	1
47	что он не	1	1
48	в отличие от	1	1
49	в свою противоположность	2	1
50	наряду с этим	2	1
51	но и в	2	1
52	как мы увидим	3	1
53	в себе и	1	1
54	что не только	1	1
55	том числе и	1	1
56	точно так же	1	1
57	с этой точки	1	1
58	и тем что	1	1
59	только для того	1	1
60	одной стороны и	1	1
61	то обстоятельство что	1	1
62	в ту же	1	1
63	если бы мы	2	1
64	не только в	2	1
65	состоит в том	1	1
66	и потому что	1	1
67	мы видели что	2	1
68	свою противоположность и	1	1
69	этой точки зрения	1	1
70	не представляет собой	1	1
71	но тем не	1	1
72	таким образом мы	2	1
73	это значит что	2	1
74	в соответствии с	1	1
75	само по себе	1	1
76	и вместе с	2	1
77	что у него	1	1
78	потому что в	1	1
79	сказать что эта	1	1
80	что мы знаем	1	1
81	вслед за ней	1	1
82	но все же	4	1
83	хотя бы в	1	1
84	она представляет собой	1	1
85	в том числе	1	1
86	и т д	18	1
87	вне всякого сомнения	1	1
88	тем не менее	4	1
89	то же что	1	1
90	мы уже знаем	1	1
91	как и в	2	1
92	а затем уже	1	1
93	переносится в другую	1	1
