N	2gram	Voloshinov_1	TeoriaLi
1	в мире	1	24
2	– это	15	20
3	не только	5	18
4	в качестве	2	17
5	и не	16	16
6	я в	1	16
7	а в	6	14
8	– в	13	14
9	и в	15	13
10	то есть	1	12
11	так и	10	12
12	может быть	13	12
13	в этом	13	11
14	при этом	7	11
15	в том	4	11
16	но не	5	10
17	и его	15	10
18	а не	2	10
19	то же	7	9
20	в его	9	9
21	по отношению	11	8
22	сводится к	3	8
23	произведение искусства	1	8
24	в душе	13	8
25	но и	4	8
26	отношению к	9	8
27	что в	6	8
28	отличие от	1	7
29	в себе	4	7
30	том что	5	7
31	точки зрения	13	7
32	в отличие	1	7
33	в то	6	7
34	во второй	5	7
35	только в	6	7
36	себя в	2	7
37	как это	1	7
38	в данном	3	7
39	еще не	7	6
40	с его	8	6
41	но в	9	6
42	в первой	1	6
43	в русской	1	6
44	же время	5	6
45	как бы	11	6
46	мы имеем	1	5
47	жизни как	1	5
48	данном случае	3	5
49	в своем	2	5
50	в самом	6	5
51	роли в	2	5
52	он не	4	5
53	как и	6	5
54	не в	4	5
55	однако в	1	5
56	в нем	4	5
57	– с	3	5
58	в ее	4	5
59	или иной	1	5
60	а также	1	5
61	между тем	2	5
62	уже не	5	5
63	с другой	1	5
64	как в	3	5
65	в искусстве	3	5
66	между ними	2	5
67	конечном счете	1	4
68	отношение к	7	4
69	хотя и	1	4
70	то что	10	4
71	ни в	6	4
72	в своей	9	4
73	не менее	3	4
74	– его	2	4
75	приводит к	2	4
76	читателя в	3	4
77	можно сказать	4	4
78	в конечном	1	4
79	в форме	1	4
80	и ее	3	4
81	за пределами	1	4
82	и т.п	2	4
83	мира и	1	4
84	в свою	2	4
85	не знает	3	4
86	сказать что	6	4
87	не может	13	4
88	и то	2	3
89	на две	3	3
90	например в	1	3
91	что можно	1	3
92	а только	1	3
93	не все	1	3
94	перед нами	1	3
95	и к	7	3
96	в противоположность	1	3
97	все эти	9	3
98	в нашем	3	3
99	в этой	5	3
100	он должен	2	3
101	и вот	6	3
102	и по	5	3
103	его в	8	3
104	мог бы	1	3
105	в этих	2	3
106	художественного творчества	1	3
107	второй –	2	3
108	тем не	2	3
109	в отношении	2	3
110	и внешней	1	3
111	картины мира	1	3
112	никогда не	7	3
113	как раз	2	3
114	потому что	4	3
115	– все	4	3
116	свою очередь	1	3
117	в другом	1	3
118	я –	2	3
119	о ней	1	3
120	и что	3	3
121	входит в	1	3
122	того что	2	3
123	а с	1	3
124	человека с	2	3
125	без остатка	1	3
126	для него	5	3
127	слова в	1	3
128	с ее	3	3
129	на почве	2	3
130	именно в	3	3
131	и др	8	3
132	прежде всего	11	3
133	и потому	8	3
134	человека к	2	3
135	– не	7	3
136	по своему	1	3
137	мира в	1	3
138	к которому	1	3
139	таким образом	21	3
140	или в	1	3
141	в основе	3	3
142	речи и	1	3
143	я и	6	2
144	была бы	1	2
145	отношения к	2	2
146	того же	1	2
147	и это	1	2
148	это и	1	2
149	и больше	1	2
150	я как	1	2
151	на себя	2	2
152	я не	3	2
153	в целом	2	2
154	между собой	4	2
155	в чем	4	2
156	но как	1	2
157	способность к	1	2
158	у него	3	2
159	за пределы	2	2
160	что они	1	2
161	как говорит	1	2
162	его я	1	2
163	данный момент	1	2
164	и как	1	2
165	в которой	1	2
166	образом и	1	2
167	одно и	1	2
168	не следует	2	2
169	здесь мы	1	2
170	об этом	4	2
171	это не	2	2
172	и тем	1	2
173	вовсе не	2	2
174	и того	1	2
175	это переживание	1	2
176	с точки	10	2
177	к такой	1	2
178	их в	2	2
179	зрения и	1	2
180	по себе	2	2
181	даже в	1	2
182	и притом	1	2
