N	3gram	Bakhtin_Fr_6	Myshleni
1	в том что	2	31
2	заключается в том	1	14
3	с точки зрения	2	11
4	с одной стороны	4	9
5	с другой стороны	2	8
6	в этом отношении	3	7
7	и тот же	2	7
8	смысле этого слова	1	7
9	один и тот	1	7
10	в самом деле	4	6
11	и того же	1	5
12	одного и того	1	5
13	для того чтобы	1	5
14	на первый план	3	4
15	и то что	2	4
16	в обоих случаях	1	3
17	вместе с тем	1	3
18	между тем как	1	3
19	в себе и	1	3
20	одним и тем	1	3
21	и тем же	1	3
22	в связи с	1	3
23	о том что	5	3
24	как мы уже	6	3
25	в настоящее время	1	2
26	одной стороны и	2	2
27	того же самого	1	2
28	и не только	1	2
29	именно то что	1	2
30	но и в	2	2
31	а с другой	1	2
32	не подлежит никакому	1	2
33	в этой области	1	2
34	в данном случае	2	2
35	первый из них	1	2
36	подлежит никакому сомнению	1	2
37	мы видим что	1	2
38	мы уже говорили	11	2
39	в следующей главе	6	2
40	в целом ряде	1	2
41	между собой и	1	2
42	мы видели что	1	2
43	том что в	1	1
44	по этому вопросу	1	1
45	перед нами снова	1	1
46	о том как	1	1
47	как мы неоднократно	1	1
48	в зависимости от	1	1
49	в той же	4	1
50	и т.п но	3	1
51	таким образом все	1	1
52	вместо того чтобы	3	1
53	мы узнаем из	1	1
54	до сих пор	3	1
55	совершенно ясно что	1	1
56	но если мы	1	1
57	если только они	1	1
58	и в истории	1	1
59	традиционное представление о	1	1
60	то в чем	1	1
61	мы полагаем что	1	1
62	различие между этими	1	1
63	это очевидно из	1	1
64	никакому сомнению что	1	1
65	не только в	1	1
66	в конце концов	1	1
67	а также и	2	1
68	так как они	1	1
69	как один из	2	1
70	и как бы	1	1
71	друг к другу	1	1
72	о котором мы	3	1
73	как бы в	1	1
74	не может быть	1	1
75	не могли не	1	1
76	в то время	1	1
77	только то что	1	1
78	по отношению к	1	1
79	сводится в сущности	1	1
80	тогда когда они	1	1
81	место в действительности	1	1
82	с помощью которых	2	1
83	но все же	1	1
84	можно сказать что	1	1
85	показывает не только	1	1
86	после того как	1	1
87	все же не	1	1
88	и что он	1	1
89	что уже в	1	1
90	мы уже указывали	1	1
91	том что он	1	1
92	и было бы	1	1
93	в сущности к	2	1
94	что и в	1	1
95	в большей степени	1	1
96	но и с	2	1
