N	4gram	Bakhtin_Pr_3	formyVre
1	в то же время	5	4
2	в средние века и	2	2
3	в том числе и	10	2
4	и в то же	2	2
5	мы еще вернемся в	1	2
6	той или иной форме	1	1
7	мы не касаемся здесь	1	1
8	к себе самому и	1	1
9	в дальнейшем остановимся подробнее	1	1
10	бы он ни был	1	1
11	и др все эти	2	1
12	в той или иной	1	1
13	мы найдем и у	2	1
14	здесь в большинстве случаев	1	1
15	проявляется прежде всего в	1	1
16	до сих пор еще	2	1
17	то же самое мы	1	1
18	как и во всех	1	1
19	мы в дальнейшем остановимся	1	1
20	но в то же	1	1
21	к себе самому к	1	1
22	все более и более	1	1
23	отношение к себе самому	3	1
24	но и помимо этого	1	1
25	как мы уже говорили	2	1
