N	2gram	Tiupa_Narr_1	FransuaR
1	и в	11	56
2	то есть	9	24
3	в романе	2	21
4	в его	6	18
5	таким образом	1	17
6	в этом	12	14
7	в том	8	13
8	так и	5	13
9	он был	1	12
10	в то	4	12
11	и его	10	12
12	то же	8	11
13	в этих	2	11
14	и т.п	8	11
15	до конца	2	11
16	как бы	6	11
17	и до	1	10
18	мы уже	1	10
19	еще не	4	10
20	же время	4	10
21	в самом	6	9
22	и не	23	9
23	только в	12	9
24	но и	27	9
25	в сущности	2	8
26	во всех	1	8
27	не только	31	8
28	в нем	4	8
29	и с	3	8
30	и даже	2	8
31	до сих	2	8
32	по своему	2	8
33	сих пор	2	8
34	все это	1	8
35	том что	7	8
36	и на	5	7
37	как мы	2	7
38	у него	7	7
39	в частности	14	7
40	той же	1	6
41	в ее	1	6
42	в этой	6	6
43	но в	7	6
44	точки зрения	5	6
45	связи с	2	6
46	прежде всего	4	6
47	границы между	1	6
48	в той	2	6
49	все они	1	6
50	и все	3	6
51	потому что	5	6
52	одним из	1	5
53	с ее	2	5
54	с его	4	5
55	но не	4	5
56	в пределах	2	5
57	он не	3	5
58	так сказать	2	5
59	роль в	2	5
60	мы видели	1	5
61	во время	1	5
62	своего рода	10	5
63	никогда не	4	5
64	в области	2	5
65	говорили что	1	5
66	один из	6	5
67	не было	3	5
68	как и	13	5
69	в творчестве	1	5
70	в результате	2	5
71	что в	3	5
72	они не	1	5
73	например в	1	4
74	и потому	1	4
75	в ней	4	4
76	и к	1	4
77	в которой	1	4
78	что это	1	4
79	в себе	6	4
80	при этом	19	4
81	их в	3	4
82	начала и	3	4
83	и ее	3	4
84	даже в	1	4
85	одна из	4	4
86	того чтобы	4	4
87	по своей	1	4
88	во всем	1	4
89	наконец в	1	4
90	собственных имен	1	4
91	времени и	9	4
92	о том	4	4
93	с одной	1	4
94	в качестве	14	4
95	так как	1	4
96	в особенности	2	4
97	в эпизоде	4	4
98	пор еще	1	4
99	в году	2	3
100	в их	1	3
101	меньшей степени	2	3
102	не просто	1	3
103	в едином	2	3
104	в своем	3	3
105	перед нами	5	3
106	и наконец	1	3
107	сливаются в	2	3
108	и всей	1	3
109	главным образом	1	3
110	слова и	1	3
111	не мог	6	3
112	не в	6	3
113	новое и	1	3
114	на рубеже	1	3
115	национального языка	2	3
116	казалось бы	2	3
117	в форме	2	3
118	и о	3	3
119	в другом	1	3
120	в образе	1	3
121	и здесь	1	3
122	и т.д	6	3
123	а также	6	3
124	времени в	2	3
125	это была	2	3
126	подлежит сомнению	1	3
127	между тем	3	3
128	существенную роль	1	3
129	в литературе	4	3
130	большей или	2	3
131	одной из	1	3
132	уже не	8	3
133	что и	1	3
134	может быть	15	3
135	или меньшей	1	3
136	еще и	1	3
137	что для	1	3
138	не на	1	3
139	сказать что	2	3
140	там где	1	3
141	с помощью	1	3
142	связь с	1	3
143	к его	2	3
144	в первой	2	3
145	он видел	1	3
146	в связи	2	3
147	не подлежит	2	3
148	в большей	1	3
149	то что	9	3
150	речи и	1	3
151	они еще	1	3
152	том числе	1	3
153	также и	3	2
154	и то	3	2
155	самом деле	3	2
156	на самом	1	2
157	на две	2	2
158	из всех	1	2
