N	3gram	Tiupa_Lite_2	Myshleni
1	с точки зрения	3	18
2	для того чтобы	1	15
3	в том что	5	15
4	с другой стороны	4	9
5	с одной стороны	6	8
6	по отношению к	3	7
7	о том что	2	6
8	из того что	1	5
9	вместе с тем	1	5
10	не может быть	7	5
11	в этом отношении	3	4
12	такой же мере	1	3
13	то же самое	1	3
14	можно было бы	1	3
15	к тому что	1	3
16	в том чтобы	3	3
17	в такой же	1	3
18	в свою очередь	1	3
19	том что в	1	2
20	и то же	2	2
21	прежде всего в	1	2
22	в сущности говоря	1	2
23	то же время	9	2
24	в равной мере	1	2
25	одно и то	2	2
26	в данном случае	3	2
27	а с другой	1	2
28	приводит к тому	1	2
29	я не могу	1	2
30	в одном из	1	2
31	что может быть	1	2
32	речь идет о	3	2
33	в то же	9	2
34	с предшествующим и	1	1
35	стороны и к	1	1
36	не могло не	1	1
37	на самом деле	1	1
38	и для всех	1	1
39	и не может	1	1
40	и в то	1	1
41	что он не	1	1
42	в отличие от	1	1
43	же время не	1	1
44	только то что	1	1
45	в себе и	1	1
46	предшествующим и последующим	1	1
47	с тем чтобы	1	1
48	том числе и	1	1
49	с этой точки	1	1
50	по крайней мере	2	1
51	и то что	1	1
52	жизни и в	1	1
53	одной стороны и	1	1
54	и вплоть до	1	1
55	едва ли не	4	1
56	в конце концов	1	1
57	состоит в том	4	1
58	тем что в	1	1
59	от слова и	1	1
60	не только как	1	1
61	но и его	1	1
62	в целом ряде	1	1
63	с полным основанием	1	1
64	все то что	1	1
65	этой точки зрения	1	1
66	мы не можем	1	1
67	в соответствии с	1	1
68	когда речь идет	1	1
69	речь шла о	1	1
70	том что этот	1	1
71	не только не	1	1
72	и не является	1	1
73	в конечном счете	5	1
74	в том числе	2	1
75	тем не менее	2	1
76	том что только	1	1
77	даже по отношению	1	1
78	той или иной	1	1
