N	3gram	Vygotskiy__1	Vladivir
1	в том что	9	9
2	в связи с	1	8
3	во всяком случае	6	6
4	в то время	5	6
5	тем не менее	2	6
6	и то что	1	5
7	в это время	1	4
8	как мы знаем	1	4
9	в те времена	1	3
10	дело в том	1	3
11	более или менее	2	3
12	с точки зрения	2	3
13	в отличие от	3	3
14	точно так же	3	3
15	не в том	5	3
16	на этот раз	1	3
17	в конце концов	3	3
18	то что он	1	3
19	у него в	1	3
20	о том что	7	3
21	хотя и не	2	2
22	сказать что в	3	2
23	на то что	8	2
24	в настоящее время	2	2
25	том что он	1	2
26	в том же	1	2
27	он никогда не	1	2
28	как бы его	1	2
29	только и может	1	2
30	в том чтобы	7	2
31	не только в	1	2
32	так как это	1	2
33	в последнее время	2	2
34	в свою очередь	1	2
35	а в том	2	2
36	не то что	1	2
37	само по себе	5	2
38	заключается в том	6	2
39	несмотря на все	1	2
40	что иное как	1	1
41	не может не	1	1
42	и в конце	1	1
43	тех пор пока	1	1
44	что в этом	3	1
45	в которой он	1	1
46	мы его не	1	1
47	в какой мере	3	1
48	потому что в	1	1
49	оно может быть	1	1
50	та же самая	2	1
51	так же и	1	1
52	и во всяком	1	1
53	и в частности	1	1
54	но то что	1	1
55	в том числе	1	1
56	он не только	2	1
57	он не может	1	1
58	чтобы иметь возможность	1	1
59	до сих пор	3	1
60	а также в	1	1
61	а может быть	1	1
62	не было бы	2	1
63	приходит к выводу	1	1
64	только то что	1	1
65	в этом отношении	2	1
66	то что в	1	1
67	в собственном смысле	3	1
68	но вот что	1	1
69	только при помощи	1	1
70	и в области	1	1
71	вместе с тем	2	1
72	и тем не	1	1
73	до конца и	1	1
74	такой степени что	1	1
75	вот что писал	1	1
76	в том как	1	1
77	все больше и	1	1
78	заключается не в	2	1
79	то время как	5	1
80	но вместе с	1	1
81	то что по	1	1
82	собственном смысле слова	2	1
83	никакой разницы между	1	1
84	и в том	1	1
85	не может быть	8	1
86	по себе не	2	1
87	не может сделать	1	1
88	то что я	2	1
89	до тех пор	1	1
90	к трем основным	1	1
91	казалось бы что	1	1
92	имел в виду	1	1
93	что в этой	1	1
94	остановиться на таком	1	1
95	того что он	1	1
96	к выводу что	1	1
97	мы очень часто	1	1
98	с самого начала	1	1
99	в самом деле	7	1
100	можно сказать что	1	1
101	только тогда когда	4	1
102	на основании анализа	1	1
103	в этом смысле	2	1
104	т п с	1	1
105	больше и больше	1	1
106	по этому поводу	2	1
107	не что иное	1	1
108	во многих случаях	1	1
109	никак не может	2	1
110	можно себе представить	1	1
111	для того чтобы	5	1
112	есть для меня	1	1
113	но мы его	1	1
114	может быть в	1	1
115	к тому же	1	1
116	при этом она	1	1
117	и т д	8	1
