N	2gram	Medvedev_F_3	KulturaY
1	и т	11	39
2	потому что	7	25
3	т п	5	24
4	и в	27	23
5	т е	32	22
6	не только	9	20
7	в том	7	19
8	в этом	18	18
9	и не	30	16
10	было бы	6	15
11	так как	9	15
12	может быть	25	15
13	ни к	1	15
14	т д	6	14
15	точки зрения	16	14
16	все эти	6	12
17	если бы	12	12
18	у нас	3	12
19	в самом	11	12
20	но в	6	11
21	том что	4	11
22	того чтобы	5	11
23	в области	2	11
24	по себе	4	10
25	в языке	2	10
26	а не	17	10
27	что в	8	10
28	самом деле	16	9
29	в сущности	2	9
30	хотя бы	6	9
31	то что	8	9
32	можно было	1	9
33	вовсе не	28	9
34	для того	4	9
35	не может	24	9
36	с точки	14	8
37	не в	12	8
38	языка и	1	8
39	и что	3	8
40	в качестве	1	8
41	уже не	3	8
42	прежде всего	4	8
43	с другой	6	8
44	и пр	15	8
45	что это	3	7
46	все же	6	7
47	в нашем	1	7
48	и с	3	7
49	не менее	7	7
50	но и	10	7
51	с помощью	8	7
52	другой стороны	5	7
53	то же	15	6
54	и на	3	6
55	но не	5	6
56	в этой	2	6
57	да и	4	6
58	это не	3	6
59	тем не	2	6
60	ту же	2	6
61	между тем	7	6
62	вопроса о	1	6
63	слова в	1	6
64	что мы	1	6
65	в речи	1	6
66	и то	1	5
67	мы имеем	1	5
68	зависимости от	5	5
69	еще не	6	5
70	не следует	3	5
71	должна быть	3	5
72	по существу	1	5
73	об этом	1	5
74	лишь в	9	5
75	и тем	3	5
76	и здесь	1	5
77	не могут	10	5
78	ясно что	3	5
79	в его	7	5
80	один из	1	5
81	тот же	1	5
82	что он	6	5
83	только в	8	5
84	должен быть	2	5
85	всяком случае	6	5
86	там где	7	5
87	вместе с	6	5
88	как это	4	5
89	что же	5	5
90	этого слова	2	5
91	слова и	4	5
92	все это	7	5
93	этом смысле	2	5
94	таким образом	18	5
95	во всяком	6	5
96	в зависимости	5	4
97	говорить о	2	4
98	в данном	6	4
99	со стороны	4	4
100	отнюдь не	8	4
101	хотя и	1	4
102	бы и	3	4
103	если мы	7	4
104	на то	1	4
105	в нем	15	4
106	так и	21	4
107	но все	1	4
108	должно быть	1	4
109	в то	7	4
110	на себе	1	4
111	но только	1	4
112	ничего не	2	4
113	к тому	4	4
114	и о	1	4
115	в пределах	8	4
116	от того	2	4
117	могут быть	4	4
118	можно сказать	3	4
119	для нас	3	4
120	в нашей	1	4
121	мы знаем	4	4
122	ни в	8	4
123	в конце	3	4
124	в них	3	4
125	в каком	2	4
126	не было	1	4
127	в связи	4	4
128	как бы	8	4
129	в результате	5	4
130	сказать что	3	4
131	была бы	2	4
132	к этому	2	4
133	так же	9	4
134	того же	3	3
135	это и	2	3
136	в первый	1	3
137	как не	2	3
138	а только	1	3
