N	3gram	Tiupa_Anal_1	Literetu
1	то же время	6	9
2	в то же	8	9
3	не может быть	16	7
4	с одной стороны	3	6
5	в конечном счете	4	5
6	в том что	9	5
7	состоит в том	3	4
8	с другой стороны	2	4
9	с точки зрения	4	3
10	в этом отношении	2	3
11	в данном случае	2	3
12	в том чтобы	7	3
13	по отношению к	5	3
14	на наш взгляд	6	3
15	о том что	3	2
16	в е годы	1	2
17	присутствия в мире	1	2
18	не говоря уже	1	2
19	подобно тому как	3	2
20	говоря уже о	1	2
21	и т п	3	2
22	по крайней мере	1	2
23	одно и то	1	2
24	и то же	1	2
25	в равной степени	2	2
26	в свое время	2	2
27	еще в году	1	2
28	лирического героя в	1	2
29	в том числе	3	2
30	в принципе не	3	2
31	не так как	1	2
32	себя один в	1	1
33	дает им полный	1	1
34	тогда как для	1	1
35	над ним и	1	1
36	себя в другом	3	1
37	и в сущности	1	1
38	привносит от себя	1	1
39	напротив взаимно полагают	1	1
40	принципе не может	1	1
41	такой же мере	1	1
42	строчки ложатся в	1	1
43	без другого не	1	1
44	нет и не	2	1
45	не знает категории	1	1
46	отдельные слова не	1	1
47	без другого я	1	1
48	не поглощает частных	1	1
49	тех пор пока	1	1
50	собою без другого	1	1
51	пушкина как он	2	1
52	в них дает	1	1
53	раскрывая себя в	1	1
54	поглощает частных элементов	1	1
55	каждый из которых	1	1
56	но и не	4	1
57	а напротив взаимно	1	1
58	им полный простор	1	1
59	друга а напротив	1	1
60	мы имеем дело	4	1
61	не привносит от	1	1
62	а не с	1	1
63	исключают друг друга	1	1
64	нашем случае это	1	1
65	же время он	1	1
66	но то что	1	1
67	выше его что	1	1
68	всеобщей основе когда	1	1
69	в-третьих эта всеединая	1	1
70	в соответствии с	1	1
71	то же самое	2	1
72	провести в ссср	1	1
73	искусство в том	1	1
74	объект эстетического отношения	1	1
75	что же касается	1	1
76	грамотных читать пушкина	1	1
77	читателя нужно поставить	1	1
78	может быть отождествлен	2	1
79	обойтись без другого	1	1
80	видится не в	1	1
81	и не может	4	1
82	я в мире	1	1
83	об одном из	1	1
84	во-первых частные элементы	1	1
85	стать самим собою	1	1
86	поставить на место	1	1
87	вместе с тем	1	1
88	могло бы показаться	1	1
89	в отличие от	6	1
90	по отношению ко	1	1
91	в начале х	2	1
92	бы то ни	3	1
93	который в принципе	1	1
94	частные элементы в	1	1
95	того требуют их	1	1
96	не могут быть	2	1
97	и.п смирнов убедительно	1	1
98	то что выше	1	1
99	из того что	3	1
100	ни с какой	1	1
101	состоит не в	1	1
102	том числе и	1	1
103	вместе с ним	2	1
104	в сущности говоря	1	1
105	может быть ни	1	1
106	может быть подвергнут	1	1
107	а то и	1	1
108	до тех пор	1	1
109	ни одно слово	1	1
110	в основе своей	2	1
111	них дает им	1	1
112	подавляет и не	1	1
113	во всей своей	1	1
114	таком взгляде на	1	1
115	вновь и вновь	1	1
116	начале х годов	2	1
117	не могу обойтись	1	1
118	полном соответствии с	1	1
119	с этой точки	1	1
120	в другом найдя	2	1
121	пишет под диктовку	1	1
122	в равной мере	1	1
123	я должен найти	1	1
124	быть может наиболее	1	1
125	не собственного задания	1	1
126	ни единого словечка	1	1
127	находится над ним	1	1
128	просто продиктованные строчки	1	1
129	не подавляет и	1	1
130	они не исключают	1	1
131	тейяра де шардена	1	1
132	во взаимоотражении во	1	1
133	по всеохватывающей своей	1	1
134	простор в себе	1	1
135	взаимоотражении во взаимоприятии	1	1
136	в данный момент	1	1
137	нужно поставить на	1	1
138	другого в себе	2	1
139	о жизни по	1	1
140	и представляет собой	3	1
141	не исключают целого	1	1
142	он не привносит	1	1
143	душевные потребности и	1	1
144	при таком взгляде	1	1
145	могу стать самим	1	1
146	между собою когда	1	1
147	слова не разложимое	1	1
148	не более чем	4	1
149	и в пределах	1	1
150	так как того	1	1
