N	2gram	Bakhtin_Fr_7	DiskursI
1	в себе	11	19
2	при этом	3	17
3	в этом	15	16
4	как и	14	16
5	и в	41	16
6	в качестве	9	16
7	может быть	4	16
8	и не	7	15
9	а не	2	14
10	отличие от	1	12
11	то есть	20	12
12	и т.п	9	12
13	в частности	1	12
14	тогда как	1	11
15	но в	8	11
16	в мире	3	11
17	но и	9	11
18	не только	5	10
19	том что	4	10
20	своего рода	2	10
21	так и	10	9
22	не может	3	9
23	такого рода	1	9
24	как в	5	8
25	в том	11	8
26	а также	2	8
27	но не	1	7
28	в данном	2	7
29	картины мира	4	7
30	в нем	7	7
31	ни в	6	7
32	прежде всего	11	7
33	то же	13	6
34	еще не	2	6
35	с его	2	6
36	данном случае	1	6
37	себя в	1	6
38	все же	1	6
39	в своей	3	6
40	тем самым	3	6
41	по своей	1	6
42	в своих	1	6
43	и на	4	5
44	в своем	9	5
45	в то	10	5
46	нового времени	3	5
47	хвала и	3	5
48	же время	9	5
49	что в	9	5
50	для него	6	5
51	то что	8	5
52	героя в	1	5
53	в рассказе	1	4
54	и то	2	4
55	по отношению	2	4
56	в этой	13	4
57	роль в	2	4
58	человека в	2	4
59	в основе	1	4
60	потому что	5	4
61	этом отношении	2	4
62	о том	6	4
63	картина мира	2	4
64	одного из	2	4
65	времени в	1	4
66	одно из	1	4
67	в одном	3	4
68	картину мира	1	4
69	как бы	7	4
70	ни для	1	4
71	мира и	4	4
72	точки зрения	5	4
73	в период	1	4
74	к его	1	4
75	к этому	5	4
76	отношению к	2	4
77	также и	2	3
78	например в	3	3
79	и ее	2	3
80	принадлежит к	1	3
81	проявляется в	3	3
82	к жизни	4	3
83	перед нами	2	3
84	и как	2	3
85	и наконец	4	3
86	все эти	13	3
87	он не	4	3
88	и может	2	3
89	в другом	1	3
90	его в	3	3
91	это не	6	3
92	в этих	2	3
93	легенды и	1	3
94	в котором	1	3
95	одном из	4	3
96	не в	9	3
97	но одновременно	1	3
98	мысль о	1	3
99	мире в	1	3
100	выбора между	1	3
101	в его	12	3
102	но она	1	3
103	только в	6	3
104	и его	9	3
105	уже не	2	3
106	из них	3	3
107	в них	7	3
108	здесь в	1	3
109	не было	3	3
110	не знает	3	3
111	мира в	4	3
112	в контексте	1	3
113	но это	3	3
114	и все	14	3
115	жизни и	3	3
116	как на	1	3
117	того же	3	2
118	и это	5	2
119	той же	3	2
120	хвалы и	2	2
121	место в	4	2
122	в ней	5	2
