N	2gram	Bakhtin_Pr_1	slovoVRo
1	в романе	9	46
2	и в	29	39
3	может быть	24	37
4	и т	4	35
5	и его	14	33
6	т п	3	33
7	не только	15	24
8	и не	31	22
9	но и	14	21
10	не может	12	20
11	в нем	19	19
12	до конца	8	17
13	в этом	22	16
14	все это	6	16
15	его слово	1	15
16	так и	7	15
17	романного жанра	1	15
18	а не	22	14
19	человек и	2	14
20	чужим словом	1	14
21	как в	6	13
22	в процессе	4	13
23	в пределах	13	13
24	во всех	1	12
25	в истории	2	11
26	с чужим	1	11
27	художественного изображения	2	11
28	слово в	2	11
29	чужое слово	2	10
30	вовсе не	7	10
31	к своему	1	9
32	и с	4	9
33	не в	7	9
34	со своим	2	9
35	словом и	1	8
36	таким образом	12	8
37	оно не	3	8
38	себя в	1	8
39	прежде всего	7	8
40	слова и	1	8
41	точки зрения	19	8
42	еще не	5	7
43	с его	9	7
44	о слове	2	7
45	европейского романа	2	7
46	при этом	2	7
47	его слова	1	7
48	для него	18	7
49	с ним	5	7
50	никогда не	3	7
51	могут быть	6	7
52	как мы	4	7
53	в его	24	7
54	слово как	1	7
55	и даже	2	7
56	и потому	6	7
57	как бы	19	7
58	в сущности	5	6
59	но не	9	6
60	в своем	8	6
61	все же	9	6
62	и к	2	6
63	но в	7	6
64	все эти	9	6
65	чужих слов	1	6
66	так сказать	4	6
67	в них	3	6
68	как и	12	6
69	она не	7	6
70	в большинстве	2	6
71	там где	10	6
72	этом случае	1	6
73	жизни и	2	6
74	например в	3	5
75	героя и	10	5
76	своему предмету	1	5
77	человека в	4	5
78	это не	9	5
79	том что	7	5
80	по себе	8	5
81	слово и	1	5
82	не могут	6	5
83	но все	5	5
84	мира и	7	5
85	с другой	3	5
86	романа в	3	5
87	один из	2	5
88	в том	8	5
89	конечно не	2	5
90	уже не	13	5
91	слова его	1	5
92	и их	1	5
93	большинстве случаев	2	5
94	в плане	5	5
95	остается в	1	5
96	и для	4	5
97	только в	10	5
98	романа и	3	5
99	и все	1	5
100	и наконец	4	5
101	отношения к	3	4
102	в зависимости	5	4
103	его не	1	4
104	и на	7	4
105	по отношению	8	4
106	отношение к	2	4
107	сливается с	6	4
108	всех этих	2	4
109	то же	14	4
110	слова не	1	4
111	художественный образ	2	4
112	его в	6	4
113	входит в	7	4
114	с другими	7	4
115	на почве	3	4
116	ни в	3	4
117	в отношении	2	4
118	остается вне	1	4
119	в то	10	4
120	одна из	3	4
121	в основе	4	4
122	же время	9	4
123	или как	5	4
124	зависимости от	5	4
125	что оно	2	4
126	здесь не	1	4
127	для этого	1	4
128	наконец в	2	4
129	поэтому и	4	4
130	и других	1	4
131	так как	6	4
132	и др	5	4
133	себя и	2	4
134	с помощью	1	4
135	в той	2	4
136	в основном	1	4
137	как предмет	4	4
138	в смысле	2	4
139	а в	7	4
