N	4gram	Losev_Dial_2	KulturaY
1	до тех пор пока	1	4
2	не в том что	1	2
3	не говоря уже о	2	2
4	т д и т	2	1
5	в том отношении что	1	1
6	и вместе с тем	1	1
7	во что бы то	1	1
8	то это вовсе не	1	1
9	в том смысле что	3	1
10	когда же мы говорим	1	1
11	но дело не в	1	1
12	вовсе не в том	1	1
13	бы то ни стало	1	1
14	с точки зрения чисто	1	1
15	одних и тех же	1	1
16	что бы то ни	1	1
17	если он не умеет	1	1
18	не потому что он	1	1
19	д и т д	2	1
20	и т д и	2	1
21	и в то же	1	1
22	уже само по себе	1	1
23	не могут быть без	1	1
24	можно только тогда когда	1	1
25	в то же время	3	1
26	заключается в том что	1	1
27	что на самом деле	1	1
28	по одному тому что	1	1
