N	3gram	Voloshinov_1	Problemy
1	к себе самому	1	14
2	то же время	5	12
3	в то же	5	12
4	на самом деле	2	10
5	с самого начала	5	8
6	не может быть	3	6
7	по отношению к	9	5
8	во всяком случае	3	5
9	к нему и	1	5
10	о себе самом	1	5
11	с точки зрения	10	4
12	бы то ни	1	4
13	его отношение к	2	4
14	и прежде всего	5	4
15	а между тем	1	3
16	в самом деле	5	3
17	по крайней мере	1	3
18	желание смерти отца	1	3
19	но в то	3	3
20	в высшей степени	2	3
21	может быть даже	1	3
22	может войти в	1	2
23	в чем не	2	2
24	сводится к тому	1	2
25	и наконец в	1	2
26	в этом случае	1	2
27	и не может	1	2
28	хотя бы и	2	2
29	в отличие от	1	2
30	друг на друга	1	2
31	он и не	1	2
32	а может быть	1	2
33	к тому чтобы	3	2
34	остановимся только на	1	2
35	но в общем	1	2
36	что он сам	1	2
37	по ту сторону	3	2
38	о том что	1	2
39	ни в чем	2	2
40	так и в	2	2
41	не в силах	2	2
42	выходит за пределы	1	2
43	тем не менее	2	2
44	на всю жизнь	1	2
45	в большинстве случаев	4	2
46	мы увидим что	4	2
47	и т д	1	2
48	как мы видели	4	2
49	если бы он	3	1
50	в нем происходит	1	1
51	мы остановимся только	1	1
52	хотя и не	1	1
53	или хотя бы	1	1
54	должны коснуться еще	1	1
55	в чем же	1	1
56	в котором он	1	1
57	и в отношении	1	1
58	и по отношению	2	1
59	и к другим	1	1
60	из одного плана	1	1
61	что же касается	1	1
62	в нем и	1	1
63	из него все	1	1
64	до сих пор	3	1
65	как в отношении	1	1
66	что он не	1	1
67	мы должны признать	1	1
68	в его душе	1	1
69	в этом отношении	2	1
70	того и другого	1	1
71	в первых двух	1	1
72	это вовсе не	1	1
73	как мы уже	4	1
74	что с ним	1	1
75	благодаря тому что	2	1
76	со всех сторон	1	1
77	было бы гораздо	1	1
78	остановиться в заключение	1	1
79	и со всеми	1	1
80	мы уже указывали	3	1
81	в данном случае	3	1
82	и на протяжении	1	1
83	и все его	2	1
84	всяком случае в	1	1
85	он приводит к	1	1
86	но при этом	1	1
87	как будто бы	1	1
88	настолько велико что	1	1
89	и то же	1	1
90	во всех отношениях	1	1
91	может быть и	1	1
92	одно и то	1	1
93	мы можем сказать	2	1
94	то что он	1	1
95	к той же	1	1
96	и тот же	2	1
97	мы видели что	1	1
98	один и тот	2	1
99	что же такое	2	1
100	мы говорили что	1	1
101	и хотя бы	1	1
102	этом мы закончим	1	1
103	и ни в	1	1
104	что же это	1	1
105	чем иным как	1	1
106	раз и навсегда	1	1
107	в другом человеке	1	1
108	в свою очередь	1	1
109	не чем иным	1	1
110	на этом мы	2	1
111	мы должны коснуться	1	1
112	в ослабленной форме	2	1
113	но оно в	1	1
114	но все же	1	1
115	можно сказать что	3	1
116	или во всяком	1	1
117	но и по	1	1
118	становятся как бы	1	1
119	как бы в	1	1
120	это как бы	2	1
121	в узком смысле	1	1
122	для самого себя	1	1
123	вовсе не является	1	1
124	для того чтобы	1	1
125	в том что	4	1
126	но не может	1	1
127	и до конца	3	1
128	сознанию и его	1	1
129	можем сказать что	2	1
130	чтобы пробиться к	1	1
131	в глубине души	1	1
132	что находится в	1	1
133	только себя и	1	1
134	и только в	1	1
