N	3gram	Bakhtin_Fr_7	Vladivir
1	в том что	3	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в это время	1	4
5	содержит в себе	1	4
6	о том что	1	3
7	в то же	9	3
8	никакого отношения к	1	3
9	то же время	9	3
10	в конце концов	4	3
11	более или менее	2	3
12	у него в	1	3
13	с точки зрения	3	3
14	дело в том	2	3
15	на первый план	1	2
16	в том же	1	2
17	до некоторой степени	1	2
18	сам по себе	1	2
19	во второй половине	1	2
20	в июле года	1	2
21	как мы сказали	1	2
22	с начала и	2	2
23	начала и до	2	2
24	и в его	2	2
25	как мы видели	4	2
26	только и может	1	2
27	не только в	1	2
28	и до конца	2	2
29	после того как	4	2
30	кроме того и	1	2
31	в свою очередь	3	2
32	в данном случае	1	2
33	можно было бы	2	2
34	в той же	1	1
35	в конце года	1	1
36	и в более	1	1
37	конце года он	1	1
38	в отрыве от	2	1
39	в том числе	4	1
40	что я не	1	1
41	и во всяком	1	1
42	в частности к	1	1
43	мир и все	1	1
44	и не в	1	1
45	а также в	1	1
46	а также и	1	1
47	она менее всего	1	1
48	но в то	3	1
49	и в том	1	1
50	что все это	1	1
51	с самого начала	1	1
52	по этому поводу	1	1
53	мы уже касались	1	1
54	что в этом	1	1
55	в тех же	1	1
56	в себе в	1	1
57	и прежде всего	1	1
58	в году в	1	1
59	ничего общего с	1	1
60	а в конце	1	1
61	с этим не	1	1
62	не что иное	1	1
63	вместе с ним	1	1
64	за то что	3	1
65	к тому же	1	1
66	но только в	1	1
67	нет никаких оснований	1	1
68	что он пишет	1	1
69	взятый сам по	1	1
70	как мы уже	1	1
71	конце концов в	1	1
72	в отношении него	1	1
73	уже и в	1	1
74	то что в	2	1
75	и все его	1	1
76	в этом отношении	2	1
77	точки зрения совершенно	1	1
78	в этом смысле	1	1
79	что в нем	1	1
80	что иное как	1	1
81	содержат в себе	1	1
82	в свое время	2	1
83	имел в виду	1	1
84	имеет дело с	1	1
85	в первых двух	1	1
86	мы уже сказали	1	1
87	на этот вопрос	1	1
88	на земле в	1	1
89	июле года он	1	1
90	здесь как и	1	1
91	той же а	1	1
92	с представлением о	1	1
93	нужно сказать что	1	1
94	на котором он	1	1
