N	3gram	Vinokur_Ku_3	Problemy
1	с точки зрения	16	13
2	в этом смысле	1	10
3	то же время	1	9
4	в то же	1	9
5	по отношению к	2	8
6	в том что	8	6
7	и в этом	4	5
8	в зависимости от	7	5
9	на самом деле	3	4
10	а не как	1	4
11	не может быть	3	4
12	что она не	1	3
13	как раз и	2	3
14	и т п	41	3
15	это не значит	1	3
16	во всяком случае	1	3
17	само по себе	1	3
18	они уже не	1	3
19	с другой стороны	3	3
20	но все же	1	2
21	в самом деле	11	2
22	до сих пор	8	2
23	и не может	1	2
24	и в то	1	2
25	хотя бы и	1	2
26	точка зрения на	1	2
27	бы то ни	1	2
28	только то что	2	2
29	т п все	2	2
30	т е в	1	2
31	в данном случае	4	2
32	не только в	3	2
33	по себе еще	1	2
34	в целом ряде	1	2
35	можно было бы	10	2
36	именно потому что	1	2
37	себе еще не	1	2
38	в другом месте	1	1
39	которая как раз	1	1
40	потому что он	1	1
41	самого последнего времени	1	1
42	хотя и не	1	1
43	то ни стало	1	1
44	а вовсе не	1	1
45	в свою очередь	1	1
46	т е о	1	1
47	то же самое	1	1
48	в этом случае	4	1
49	что же касается	1	1
50	во что бы	1	1
51	не только слово	1	1
52	они не могут	1	1
53	так чтобы она	1	1
54	на минуту не	1	1
55	они нуждаются в	1	1
56	не могло бы	1	1
57	что все эти	1	1
58	от того в	1	1
59	а так как	1	1
60	все те же	1	1
61	ни на минуту	1	1
62	точки зрения ее	1	1
63	дано в психологической	1	1
64	на этот вопрос	1	1
65	в противном случае	1	1
66	но и как	1	1
67	по крайней мере	1	1
68	п все это	1	1
69	в сущности на	1	1
70	так и в	3	1
71	может быть и	1	1
72	зависимости от них	1	1
73	что бы то	1	1
74	если же мы	1	1
75	все должно быть	1	1
76	как на основную	1	1
77	так же как	1	1
78	не потому что	1	1
79	в первом случае	2	1
80	тех или иных	1	1
81	зависимости от того	3	1
82	и не могут	1	1
83	не столько в	1	1
84	в известном смысле	2	1
85	не могут быть	2	1
86	уже само по	1	1
87	не только как	3	1
88	создается впечатление что	1	1
89	не в том	2	1
90	тем или иным	1	1
91	лишь с точки	2	1
92	он есть и	1	1
93	вовсе еще не	1	1
94	именно в том	1	1
95	этой точки зрения	1	1
96	как раз тех	1	1
97	о том что	3	1
98	того или иного	3	1
99	а в том	1	1
100	все же что	1	1
101	более или менее	2	1
102	тому как в	1	1
103	в одном из	1	1
104	заключается в том	1	1
105	от того как	2	1
106	в то время	1	1
107	и независимо от	1	1
108	именно к этой	1	1
109	не только не	1	1
110	выходит за пределы	1	1
111	мы имеем в	1	1
112	в самой форме	1	1
113	уже не только	2	1
114	к тому что	1	1
115	было бы сказать	3	1
116	сама по себе	2	1
117	это не только	1	1
118	быть не может	1	1
119	тем что в	1	1
120	для того чтобы	11	1
121	что и в	2	1
122	точек зрения и	1	1
123	и т д	8	1
124	как мы видели	2	1
125	до самого последнего	1	1
