N	2gram	Losev_Vesc_1	KFilosof
1	может быть	16	43
2	в его	2	39
3	в нем	2	31
4	не может	17	27
5	в бытии	1	26
6	и не	29	26
7	и в	21	22
8	в себе	14	21
9	в котором	3	21
10	для меня	2	20
11	не есть	49	19
12	и его	2	17
13	в ее	7	17
14	а не	19	17
15	только в	14	16
16	в этом	4	13
17	точки зрения	5	13
18	и это	14	12
19	но не	5	12
20	ни в	1	12
21	поскольку я	1	12
22	для него	4	12
23	все эти	3	11
24	как момент	1	11
25	в своей	5	11
26	не в	5	11
27	к нему	1	11
28	во всех	2	10
29	в своем	6	10
30	это не	5	10
31	с точки	3	10
32	от себя	1	10
33	все это	5	10
34	из себя	3	10
35	и есть	26	9
36	для нее	2	9
37	бытия и	2	9
38	но и	18	9
39	как бы	12	9
40	и для	9	9
41	и все	5	9
42	момент его	1	8
43	было бы	14	8
44	если бы	5	8
45	со стороны	5	8
46	не было	1	8
47	жизни и	2	8
48	я должен	4	7
49	то что	27	7
50	во всем	1	7
51	должен быть	2	7
52	на основе	1	7
53	в себя	13	7
54	и здесь	4	7
55	современной философии	1	7
56	что и	3	7
57	себя в	10	7
58	конечно не	1	7
59	вовсе не	10	7
60	быть только	3	7
61	я не	4	6
62	момент в	6	6
63	отношение к	1	6
64	отнюдь не	5	6
65	и я	1	6
66	не значит	7	6
67	смысл и	9	6
68	и только	3	6
69	совершенно не	5	6
70	уже не	9	6
71	и их	7	6
72	но это	10	6
73	в смысле	12	6
74	в том	8	6
75	мы имеем	7	5
76	все же	4	5
77	но в	5	5
78	не только	36	5
79	но ведь	2	5
80	то же	6	5
81	его в	2	5
82	как и	8	5
83	должно быть	6	5
84	что я	24	5
85	от его	2	5
86	никогда не	2	5
87	единое и	1	5
88	для себя	5	5
89	с ним	8	5
90	со всем	5	5
91	именно в	1	5
92	его как	1	5
93	есть лишь	2	5
94	в основе	3	5
95	хотя бы	6	5
96	жизни в	1	5
97	в моем	1	5
98	я могу	2	5
99	где я	1	4
100	и момент	1	4
101	себя а	1	4
102	быть в	1	4
103	в чем	6	4
104	при этом	1	4
105	здесь мы	1	4
106	бытие как	1	4
107	тем самым	1	4
108	чем не	2	4
109	о нем	1	4
110	с ними	3	4
111	времени и	1	4
112	во всей	1	4
113	я мыслю	1	4
114	могло бы	1	4
115	нисколько не	4	4
116	ни было	4	4
117	в одном	2	4
118	бытие не	1	4
119	том что	8	4
120	для нас	2	4
121	а в	4	4
122	только как	1	4
123	что в	9	4
124	в своих	1	4
125	самом деле	4	3
126	на самом	1	3
127	из его	2	3
128	должна быть	4	3
129	и этот	2	3
130	предмета в	1	3
131	мы не	6	3
132	что это	13	3
133	в ней	12	3
134	еще не	8	3
135	а следовательно	2	3
136	себе и	1	3
137	нет и	1	3
138	независимо от	5	3
139	данный момент	1	3
140	ясно и	1	3
141	к чему	1	3
142	бы и	5	3
143	и отношения	1	3
144	теории и	1	3
145	всех этих	1	3
146	для того	2	3
147	и совершенно	1	3
148	из него	1	3
149	всех своих	1	3
150	могла бы	3	3
151	в другом	2	3
152	себя не	2	3
153	когда я	5	3
154	бытие в	1	3
155	не менее	3	3
156	тогда когда	5	3
157	меня не	2	3
158	я буду	1	3
159	ничего не	3	3
160	меня и	1	3
161	и делает	2	3
162	могут быть	1	3
163	единый и	1	3
164	культуры и	1	3
165	ясно что	8	3
166	мне как	1	3
167	с человеком	1	3
168	в виду	2	3
169	о том	6	3
170	и весь	1	3
171	того или	1	3
172	ним и	1	3
173	того что	8	3
174	в современной	1	3
175	быть и	1	3
176	и тем	3	3
177	я имею	2	3
178	не дает	1	3
179	и должна	1	3
180	тем что	2	3
181	от того	3	3
182	в данный	1	3
183	что не	5	3
184	и пр	6	3
185	ближе к	1	3
186	смысл в	1	3
187	сознания и	1	3
188	и ни	1	3
189	только с	3	3
190	не я	2	3
191	не быть	3	3
192	я активно	1	3
193	но можно	1	3
194	в свою	4	3
195	в то	3	3
196	себя как	2	2
197	чтобы не	1	2
198	и то	10	2
199	я и	6	2
200	и бытие	1	2
201	это и	6	2
202	чего не	2	2
203	есть категория	1	2
204	едва ли	1	2
205	если я	6	2
206	ни у	1	2
207	вопрос о	1	2
208	только это	3	2
209	ему в	1	2
210	не нужно	2	2
211	с его	1	2
212	в данном	5	2
213	абстрактный момент	1	2
214	как к	4	2
215	то или	2	2
216	и как	8	2
217	от этого	2	2
218	себе как	2	2
219	та же	1	2
220	этих моментов	1	2
221	думать что	1	2
222	в этой	3	2
223	стороны ее	1	2
224	как оно	3	2
225	есть именно	6	2
226	в принципе	1	2
227	в виде	1	2
228	так и	3	2
229	то ни	4	2
230	не будет	12	2
231	и может	2	2
232	конечно в	1	2
233	действительности в	2	2
234	и мы	1	2
235	в жизни	3	2
236	с тем	5	2
237	и само	2	2
238	и общее	1	2
239	и того	2	2
240	что значит	8	2
241	я его	1	2
242	возможности в	1	2
243	эти момента	1	2
244	знает и	2	2
245	можно ли	7	2
246	и значимость	1	2
247	где она	2	2
248	тем не	3	2
249	и эти	2	2
250	себя или	2	2
251	по себе	13	2
252	случае мы	1	2
253	тому что	2	2
254	раз и	1	2
255	что есть	5	2
256	нечто вроде	1	2
257	что эта	1	2
258	она могла	2	2
259	дело не	2	2
260	мышления и	1	2
261	дело в	4	2
262	того чтобы	3	2
263	не потому	6	2
264	к себе	4	2
265	его с	1	2
266	той или	2	2
267	оно не	3	2
268	чтобы стать	1	2
269	ничего общего	1	2
270	можно и	2	2
271	на нем	1	2
272	чтобы быть	3	2
273	говорить о	6	2
274	и когда	4	2
275	пройти мимо	1	2
276	это только	1	2
277	жизнь и	1	2
278	другое дело	1	2
279	сводится к	2	2
280	может не	2	2
281	бы то	4	2
282	основе своей	2	2
283	или как	2	2
284	и она	1	2
285	в него	1	2
286	познания в	1	2
287	мышление и	1	2
288	что только	3	2
289	тот же	3	2
290	что он	1	2
291	а с	3	2
292	со всеми	1	2
293	в качестве	1	2
294	мы получим	2	2
295	сознания не	1	2
296	него и	1	2
297	а это	4	2
298	не из	2	2
299	его и	2	2
300	места как	1	2
301	слова в	2	2
302	содержание и	1	2
303	не о	1	2
304	это значило	3	2
305	принципиально не	1	2
306	себе а	1	2
307	или иной	1	2
308	ли это	7	2
309	для этого	4	2
310	было и	2	2
311	себя и	4	2
312	прежде всего	9	2
313	смысла и	5	2
314	своем месте	1	2
315	он и	1	2
316	есть момент	2	2
317	если не	3	2
318	и потому	5	2
319	его на	1	2
320	знать что	1	2
321	должен сказать	2	2
322	это есть	7	2
323	вес и	1	2
324	быть не	4	2
325	в это	1	2
326	но для	2	2
327	это уже	1	2
328	это можно	2	2
329	значило бы	4	2
330	еще более	2	2
331	и смысл	1	2
332	потому что	16	2
333	они находятся	1	2
334	котором я	1	2
335	но этот	1	2
336	но ни	1	2
337	и эта	3	2
338	к этому	1	2
339	позволю себе	1	1
340	ту же	2	1
341	также и	6	1
342	кроющуюся здесь	1	1
343	человека и	1	1
344	я утверждаю	3	1
345	и понимает	2	1
346	его существе	1	1
347	возможны и	1	1
348	в чисто	1	1
349	всем что	2	1
350	что эти	1	1
351	ведь и	5	1
352	требует этого	1	1
353	действительности и	5	1
354	в зависимости	1	1
355	мы уже	3	1
356	той же	2	1
357	из всех	1	1
358	которую я	2	1
359	что между	2	1
360	это что	4	1
361	бы что	2	1
362	единство и	1	1
363	именно к	1	1
364	оба эти	3	1
365	бы ни	2	1
366	и ее	18	1
367	как я	4	1
368	конечно и	1	1
369	своему смыслу	1	1
370	движении в	1	1
371	и он	1	1
372	и говорить	1	1
373	быть понято	2	1
374	это различение	1	1
375	в принципиальном	1	1
376	мысли и	3	1
377	в различных	1	1
378	как таковая	2	1
379	а тем	1	1
380	мы будем	1	1
381	нет не	1	1
382	и всякий	1	1
383	данного человека	2	1
384	с собою	6	1
385	и будет	1	1
386	не просто	19	1
387	действительности а	1	1
388	есть просто	5	1
389	и могло	1	1
390	я только	1	1
391	в истории	1	1
392	мысли только	1	1
393	с этим	3	1
394	же отвлеченный	1	1
395	как начало	1	1
396	что ее	2	1
397	относятся к	1	1
398	философии как	1	1
399	хотя и	4	1
400	бы я	2	1
401	и наконец	1	1
402	он находится	1	1
403	и к	1	1
404	была действительно	1	1
405	в каком-то	2	1
406	смысл но	1	1
407	образом действительности	1	1
408	в действительности	7	1
409	в первом	2	1
410	или иную	2	1
411	я заговорил	1	1
412	в самом	9	1
413	как понятие	3	1
414	в которой	1	1
415	можно пройти	1	1
416	бы только	1	1
417	нахожусь в	1	1
418	ибо если	2	1
419	ее как	2	1
420	на то	4	1
421	если он	1	1
422	делает не	1	1
423	с чем	7	1
424	что она	15	1
425	главным образом	1	1
426	по самому	3	1
427	нельзя итак	1	1
428	и умираем	1	1
429	о принципиальной	1	1
430	только себя	1	1
431	и единое	1	1
432	перестает быть	3	1
433	момента в	1	1
434	не к	1	1
435	прочим и	2	1
436	образом и	1	1
437	оно должно	1	1
438	моя маленькая	1	1
439	в понятии	4	1
440	извне как	1	1
441	содержит в	4	1
442	их в	3	1
443	его от	1	1
444	и по	1	1
445	на этом	2	1
446	будем говорить	1	1
447	стать действительно	1	1
448	и сполна	1	1
449	этим самым	1	1
450	мы его	1	1
451	а затем	2	1
452	же не	1	1
453	в определенное	1	1
454	чем я	1	1
455	имеют в	1	1
456	не сможет	2	1
457	об этом	3	1
458	что мне	2	1
459	и с	8	1
460	и чтобы	1	1
461	то ввиду	1	1
462	это было	1	1
463	может стать	1	1
464	а есть	2	1
465	форму и	1	1
466	я для	1	1
467	должен был	1	1
468	говорить в	1	1
469	бы совершенно	1	1
470	все равно	2	1
471	есть основа	1	1
472	и уже	1	1
473	несмотря на	1	1
474	значит не	4	1
475	о принципе	1	1
476	есть смысловое	1	1
477	в один	1	1
478	не мог	1	1
479	отсюда что	1	1
480	и формальная	1	1
481	в этих	1	1
482	она сама	5	1
483	и поскольку	1	1
484	и тут	3	1
485	еще менее	1	1
486	какие бы	1	1
487	всяком случае	2	1
488	в моей	1	1
489	понятий и	2	1
490	признать что	1	1
491	себе самой	3	1
492	ее ни	1	1
493	самого смысла	4	1
494	исключительно на	1	1
495	но он	2	1
496	в философии	5	1
497	имеет смысл	5	1
498	есть еще	3	1
499	оказалось бы	1	1
500	смысловом содержании	1	1
501	есть всегда	4	1
502	нет никакого	2	1
503	если и	1	1
504	в отношении	4	1
505	с которой	1	1
506	она не	4	1
507	дерево а	1	1
508	одна из	5	1
509	смысле и	1	1
510	но может	1	1
511	так чтобы	2	1
512	значит ли	5	1
513	из их	1	1
514	к такому	1	1
515	но только	3	1
516	для всего	1	1
517	только не	2	1
518	субъекта но	1	1
519	следовательно и	1	1
520	слово и	4	1
521	жизни не	1	1
522	находятся в	1	1
523	они вообще	1	1
524	между прочим	3	1
525	место это	1	1
526	по своей	2	1
527	самому своему	1	1
528	то этот	1	1
529	есть некая	2	1
530	до того	1	1
531	получен в	1	1
532	уже и	1	1
533	не является	1	1
534	не мыслится	1	1
535	сделать в	1	1
536	в движении	1	1
537	у меня	3	1
538	к таким	1	1
539	ни о	1	1
540	только от	1	1
541	исходить из	1	1
542	как всякое	1	1
543	есть только	7	1
544	во все	1	1
545	воплощаться в	1	1
546	зависимости от	1	1
547	отличается от	7	1
548	этой книги	1	1
549	к тому	3	1
550	как принципом	1	1
551	и мне	1	1
552	всегда в	1	1
553	данной области	1	1
554	оно может	2	1
555	если мы	8	1
556	и о	3	1
557	с ее	6	1
558	что все	2	1
559	как не	1	1
560	свою очередь	4	1
561	всего этого	1	1
562	и от	3	1
563	есть мое	1	1
564	него самого	1	1
565	уже с	1	1
566	но мы	1	1
567	приводит к	1	1
568	можно говорить	2	1
569	как с	4	1
570	с собой	2	1
571	от бытия	1	1
572	не с	7	1
573	здесь как	1	1
574	частей и	1	1
575	мог бы	5	1
576	и каждый	1	1
577	не предмет	1	1
578	как таковую	1	1
579	и реальное	1	1
580	подойти к	1	1
581	который я	2	1
582	что кто-то	1	1
583	можно только	4	1
584	остается только	1	1
585	поэтому в	1	1
586	и даже	6	1
587	действительность и	8	1
588	находится в	3	1
589	все дело	1	1
590	только так	1	1
591	но к	1	1
592	другими словами	5	1
593	не содержит	3	1
594	к действительности	2	1
595	не стоит	1	1
596	только за	1	1
597	можно сказать	6	1
598	моего мышления	1	1
599	ни на	3	1
600	и во	3	1
601	нет это	2	1
602	и новое	1	1
603	и мое	2	1
604	один момент	1	1
605	одном случае	1	1
606	которой мы	1	1
607	тем или	1	1
608	не отличаются	1	1
609	во втором	2	1
610	нуждается в	1	1
611	отвлеченный смысл	5	1
612	вне меня	2	1
613	себя но	1	1
614	и можно	1	1
615	вообще и	4	1
616	если это	2	1
617	к ней	2	1
618	всем бытием	1	1
619	бы меня	1	1
620	это приводит	1	1
621	ровно ничего	1	1
622	значит что	24	1
623	предмета и	1	1
624	один из	3	1
625	содержится в	3	1
626	но с	2	1
627	конечно можно	3	1
628	вне себя	2	1
629	мы видим	2	1
630	целом с	1	1
631	же я	1	1
632	сознание в	1	1
633	от действительной	1	1
634	и так	1	1
635	поэтому и	1	1
636	чистого смысла	1	1
637	ее смысл	2	1
638	выражение для	1	1
639	к смыслу	1	1
640	а только	3	1
641	нем нет	1	1
642	только при	1	1
643	чтобы я	1	1
644	бы один	1	1
645	же и	1	1
646	внимание в	1	1
647	реальное и	1	1
648	не можем	1	1
649	только на	3	1
650	дано в	1	1
651	только тогда	3	1
652	и чисто	1	1
653	в данной	1	1
654	и вопрос	1	1
655	только к	2	1
656	только одно	2	1
657	ту или	2	1
658	соотнесение с	1	1
659	него нет	1	1
660	одно из	1	1
661	себе в	3	1
662	никто не	1	1
663	говорить об	1	1
664	отличен от	2	1
665	так как	7	1
666	ее не	2	1
667	если оно	4	1
668	мы можем	4	1
669	к человеку	1	1
670	само по	1	1
671	она будет	2	1
672	но уже	3	1
673	как раз	9	1
674	с действительностью	1	1
675	но из	1	1
676	это будет	3	1
677	само есть	1	1
678	живой жизни	1	1
679	активно и	1	1
680	она и	1	1
681	осмысления и	1	1
682	действительно конкретным	1	1
683	на ее	3	1
684	не знать	2	1
685	этого человека	1	1
686	а именно	1	1
687	и самая	1	1
688	которой ничего	1	1
689	мы возьмем	2	1
690	именно ее	1	1
691	но о	1	1
692	факта как	1	1
693	превращается в	1	1
694	я позволю	1	1
695	смысл это	1	1
696	она является	3	1
697	ничем не	3	1
698	ясно отсюда	1	1
699	зависит от	1	1
700	человеческой жизни	1	1
701	с которым	1	1
702	он становится	1	1
703	что мы	14	1
704	себя я	2	1
705	себя от	2	1
706	это-то и	1	1
707	только я	3	1
708	стороны в	1	1
709	мышлением и	1	1
710	вместе с	1	1
711	к его	1	1
712	смысл который	1	1
713	мы говорим	5	1
714	в духе	1	1
715	что именно	1	1
716	из которых	1	1
717	к бытию	1	1
718	себя из	2	1
719	и действительность	6	1
720	когда мы	6	1
721	это различие	2	1
722	и смысла	1	1
723	самого себя	1	1
724	в первой	2	1
725	это значит	24	1
726	есть тот	2	1
727	лежит в	1	1
728	том смысле	1	1
729	слова и	5	1
730	как из	1	1
731	же самое	1	1
732	меня я	1	1
733	должны быть	4	1
734	вообще есть	2	1
735	она должна	2	1
736	одного и	1	1
737	относиться к	1	1
738	и сама	3	1
739	к пониманию	3	1
740	она может	4	1
741	или в	2	1
742	мысли я	1	1
743	и кроме	1	1
744	когда он	1	1
745	это может	2	1
746	необходимо если	1	1
747	в третьем	1	1
748	мы должны	2	1
749	только что	2	1
750	жизни что	1	1
751	чего нет	1	1
752	я в	2	1
753	или не	2	1
754	же в	1	1
755	уже нет	1	1
756	раз ведь	1	1
757	но оно	1	1
758	требует чтобы	4	1
759	границу между	1	1
760	слова я	1	1
761	между ними	3	1
762	с ней	2	1
763	себя уже	1	1
764	другой в	1	1
765	была бы	2	1
766	вмещает в	1	1
767	равно как	2	1
768	того же	5	1
769	является и	1	1
770	я это	1	1
771	первом случае	2	1
772	бы его	1	1
773	и культуры	1	1
774	утверждать что	1	1
775	значит понять	1	1
776	а я	1	1
777	ее в	1	1
778	кем-нибудь или	1	1
779	правильно или	1	1
780	по поводу	1	1
781	это в	1	1
782	это понятие	1	1
783	что необходимо	1	1
784	и культура	1	1
785	гораздо более	1	1
