N	2gram	Tiupa_Lite_1	Istorich
1	и в	8	26
2	так как	1	18
3	мы имеем	1	14
4	никогда не	4	13
5	потому что	3	13
6	и на	1	12
7	в этом	12	12
8	таким образом	3	12
9	в том	16	12
10	что в	3	12
11	может быть	13	11
12	не только	24	10
13	том что	14	10
14	с другой	3	10
15	и не	12	10
16	еще не	4	9
17	что он	5	9
18	но и	17	9
19	все эти	2	8
20	все же	4	8
21	в нем	2	8
22	на том	2	8
23	вместе с	1	8
24	другой стороны	1	8
25	например в	3	7
26	но в	3	7
27	мы можем	1	7
28	и его	4	7
29	о том	2	7
30	с одной	2	7
31	уже не	7	7
32	представлений о	1	7
33	у него	3	7
34	превращается в	2	7
35	одной стороны	2	7
36	власть над	1	7
37	мы не	1	6
38	как в	5	6
39	как он	2	6
40	после чего	1	6
41	так в	1	6
42	в русской	10	6
43	и с	1	6
44	в виде	1	6
45	то что	10	6
46	более ранних	1	6
47	не может	5	6
48	то же	5	5
49	за собой	1	5
50	в жертву	1	5
51	чаще всего	1	5
52	как и	6	5
53	и что	1	5
54	в то	5	5
55	то это	2	5
56	так и	4	5
57	в его	7	5
58	только в	8	5
59	тем что	2	5
60	как это	8	5
61	его в	3	5
62	как мы	1	4
63	и он	1	4
64	с его	5	4
65	но как	1	4
66	из этих	2	4
67	и по	1	4
68	это не	4	4
69	и тем	4	4
70	с тем	1	4
71	не всегда	1	4
72	а также	5	4
73	что и	1	4
74	себе в	2	4
75	до сих	1	4
76	прежде всего	11	4
77	одну из	2	4
78	как бы	7	4
79	в это	1	4
80	сих пор	1	4
81	у них	1	4
82	все что	1	4
83	же как	1	3
84	и то	2	3
85	должна быть	2	3
86	из которых	1	3
87	это еще	1	3
88	та же	2	3
89	в себе	7	3
90	борьбы с	1	3
91	при этом	19	3
92	если бы	1	3
93	и вот	1	3
94	так например	1	3
95	в них	1	3
96	такой же	1	3
97	в своей	4	3
98	в одном	1	3
99	не в	8	3
100	она не	1	3
101	на котором	1	3
102	к концу	1	3
103	могут быть	2	3
104	данном случае	4	3
105	имеется в	2	3
106	от него	1	3
107	стороны он	1	3
108	один из	3	3
109	меня и	1	3
110	в качестве	17	3
111	и других	1	3
112	и только	2	3
113	со стороны	4	3
114	далеко не	3	3
115	не было	3	3
116	в частности	15	3
117	к своему	1	3
118	в данном	5	3
119	как будто	2	3
120	и от	1	3
121	или в	1	3
122	вопрос о	1	3
123	на первый	1	3
124	на берегу	1	3
125	а в	3	3
126	еще в	4	3
127	сказать что	1	3
128	из этого	1	3
129	в своих	4	3
130	к этому	1	3
131	они не	1	3
132	ту же	2	2
133	того же	2	2
134	из его	2	2
135	то самое	1	2
136	представляет собой	4	2
137	он был	1	2
138	всего является	1	2
139	но не	4	2
140	могло быть	2	2
141	то он	2	2
142	по отношению	3	2
143	тогда как	13	2
144	на то	1	2
145	относится к	2	2
146	в одной	1	2
147	в своем	11	2
148	такова же	1	2
149	перед нами	1	2
150	целый ряд	1	2
151	и как	1	2
152	в этой	4	2
153	то и	2	2
154	он не	1	2
155	с этой	5	2
156	можно было	2	2
157	но все	1	2
158	человека в	1	2
159	было бы	2	2
160	кажется что	1	2
161	смерть и	1	2
162	вовсе не	1	2
163	и некоторые	1	2
164	в эту	1	2
165	в которых	1	2
166	своего рода	11	2
167	однако в	2	2
168	даже в	2	2
169	нет необходимости	1	2
170	тем самым	5	2
171	можно указать	1	2
172	не имеет	1	2
173	одна из	3	2
174	на него	1	2
175	не могло	2	2
176	это мы	1	2
177	в форму	1	2
178	зависимости от	1	2
179	отличается от	1	2
180	к тому	2	2
181	что при	1	2
182	живет на	1	2
183	но при	2	2
184	только то	2	2
185	и сам	6	2
186	с собой	4	2
187	сводится к	3	2
188	не поддается	1	2
189	можно сказать	1	2
190	того что	6	2
191	водяной но	1	2
192	самого себя	3	2
193	мы знаем	1	2
194	могли быть	1	2
195	не так	1	2
196	никто не	1	2
197	пока не	1	2
198	всяком случае	2	2
199	это место	1	2
200	никого не	1	2
201	что они	1	2
202	а с	1	2
203	и др	3	2
204	что не	2	2
205	в некоторых	1	2
206	а не	16	2
207	он становится	1	2
208	он и	3	2
209	него в	1	2
210	а одно	1	2
211	к себе	3	2
212	что же	1	2
213	отношению к	2	2
214	но для	1	2
215	под названием	1	2
216	обращается к	2	2
217	для нас	1	2
218	только что	1	2
219	в этих	1	2
220	не есть	2	2
221	но эти	1	2
222	нами как	1	2
223	жизни и	3	2
224	во всяком	3	2
225	для более	1	1
226	соответствии с	1	1
227	одним из	5	1
228	также и	3	1
229	переходит к	1	1
230	в связи	4	1
231	только потому	1	1
232	и есть	3	1
233	которые были	1	1
234	между двумя	1	1
235	а от	1	1
236	оно было	1	1
237	этого он	1	1
238	в зависимости	1	1
239	и этот	1	1
240	несколько иной	1	1
241	а как	2	1
242	есть не	1	1
243	пока он	1	1
244	очень точно	1	1
245	с руками	1	1
246	так я	1	1
247	нам в	1	1
248	этом не	1	1
249	как то	1	1
250	что должны	1	1
251	в полной	1	1
252	так или	8	1
253	по этому	2	1
254	как один	1	1
255	и мн	1	1
256	что его	3	1
257	во всех	1	1
258	только после	1	1
259	мотив в	1	1
260	как правило	2	1
261	отправляется к	1	1
262	отличие от	5	1
263	тут же	1	1
264	не просто	1	1
265	он или	1	1
266	народа как	1	1
267	идет о	1	1
268	более чем	3	1
269	и нет	2	1
270	как нам	1	1
271	однако не	1	1
272	как уже	1	1
273	я есть	2	1
274	для которой	1	1
275	этой цели	2	1
276	есть ли	1	1
277	на какой	1	1
278	куклу из	1	1
279	а во-вторых	1	1
280	в целом	8	1
281	он в	1	1
282	будет сказано	1	1
283	обнаруживает в	1	1
284	в случае	4	1
285	и если	1	1
286	задний план	1	1
287	во-вторых они	1	1
288	тем не	2	1
289	предстал перед	1	1
290	в силу	4	1
291	никак не	1	1
292	чтобы в	1	1
