N	2gram	Losev_Dial_3	Stilisti
1	и в	24	42
2	не только	23	27
3	как бы	3	27
4	прежде всего	8	22
5	хотя бы	4	17
6	то же	6	15
7	но и	9	15
8	и не	27	14
9	не может	19	12
10	может быть	13	12
11	мы уже	3	11
12	как и	7	11
13	точки зрения	25	11
14	отнюдь не	10	10
15	в этом	8	10
16	и как	8	10
17	как мы	2	10
18	что мы	8	10
19	мы не	5	9
20	при этом	2	9
21	в то	5	9
22	для того	3	9
23	то что	14	9
24	в ней	2	8
25	все же	3	8
26	в себе	2	8
27	таким образом	13	8
28	тем самым	3	8
29	и это	4	8
30	что же	11	8
31	в зависимости	2	7
32	зависимости от	3	7
33	и на	3	7
34	в которой	1	7
35	было бы	5	7
36	и тем	2	7
37	так как	6	7
38	никогда не	7	7
39	же время	3	7
40	потому что	7	7
41	ничего не	17	7
42	с его	2	7
43	только в	5	7
44	и его	5	7
45	мы можем	1	7
46	а не	26	7
47	и от	3	7
48	во всех	1	6
49	точку зрения	1	6
50	но ведь	1	6
51	в нем	3	6
52	не в	3	6
53	в процессе	1	6
54	когда мы	2	6
55	так и	5	6
56	другими словами	7	6
57	и так	1	6
58	или иной	4	6
59	той же	3	5
60	независимо от	1	5
61	и наконец	1	5
62	одно и	5	5
63	и с	6	5
64	того или	3	5
65	же мы	2	5
66	с точки	14	5
67	и той	1	5
68	тому что	4	5
69	а в	2	5
70	же самое	1	5
71	в его	2	5
72	и следовательно	2	5
73	и является	2	5
74	точек зрения	1	5
75	мы никогда	1	5
76	вместе с	1	5
77	как это	5	5
78	слова и	1	5
79	или иного	2	5
80	и то	4	4
81	самом деле	6	4
82	себя в	2	4
83	что именно	3	4
84	и к	5	4
85	но в	2	4
86	в самом	7	4
87	что это	12	4
88	уже не	5	4
89	его в	1	4
90	не забудем	2	4
91	и без	3	4
92	на него	1	4
93	у нас	4	4
94	его внутренней	2	4
95	но все	1	4
96	всего в	1	4
97	к тому	4	4
98	той или	2	4
99	было в	1	4
100	если бы	6	4
101	в словах	1	4
102	о том	6	4
103	можно сказать	1	4
104	мы показали	1	4
105	все время	3	4
106	того что	12	4
107	в обществе	1	4
108	в качестве	1	4
109	если мы	1	4
110	вопроса о	1	4
111	точка зрения	5	4
112	само собой	1	4
113	были бы	1	4
114	не просто	18	4
115	и пр	6	4
116	в слове	3	4
117	то есть	1	4
118	не что	6	4
119	все это	6	4
120	не знаем	1	4
121	не существует	10	4
122	бы в	2	4
123	зрения в	2	4
124	природы или	2	4
125	так же	4	4
126	отношения к	1	3
127	на самом	1	3
128	и само	1	3
129	общества и	1	3
130	является наиболее	1	3
131	слова о	1	3
132	еще не	2	3
133	то он	1	3
134	нет и	4	3
135	перед нами	3	3
136	хотя и	5	3
137	та же	1	3
138	если он	1	3
139	что всякое	1	3
140	не к	1	3
141	и вот	2	3
142	их в	2	3
143	языком и	1	3
144	не будет	3	3
145	об этом	6	3
146	связанных с	1	3
147	это не	4	3
148	чаще всего	2	3
149	не мог	1	3
150	том что	8	3
151	что такое	21	3
152	бы мы	1	3
153	которое обычно	1	3
154	что было	1	3
155	связи с	1	3
156	да и	1	3
157	что оно	7	3
158	в виду	7	3
159	в ее	1	3
160	что у	2	3
161	и здесь	2	3
162	и поэтому	1	3
163	не имеем	1	3
164	мы ни	1	3
165	то мы	1	3
166	жизни и	5	3
167	конечно не	4	3
168	только на	7	3
169	из них	3	3
170	не так	1	3
171	представить себе	1	3
172	в котором	1	3
173	в одном	1	3
174	но что	7	3
175	не становится	1	3
176	от того	4	3
177	что и	6	3
178	и даже	13	3
179	и эта	1	3
180	забудем что	1	3
181	и уже	2	3
182	если не	3	3
183	ни на	3	3
184	как только	1	3
185	как таковой	2	3
186	но для	2	3
187	тех или	2	3
188	и для	2	3
189	для нас	2	3
190	и все	6	3
191	но вот	2	3
192	между ними	1	3
193	не знает	3	3
194	сказать что	4	3
195	я и	2	2
196	также и	2	2
197	нас не	1	2
198	что эти	1	2
199	и больше	4	2
200	и этот	1	2
201	от чего	5	2
202	его не	2	2
203	мы имеем	1	2
204	вопрос о	5	2
205	ответить на	1	2
206	но даже	3	2
207	как не	2	2
208	и он	2	2
209	иное как	6	2
210	природы и	2	2
211	но не	2	2
212	смог бы	1	2
213	только потому	2	2
214	только тогда	3	2
215	себе и	1	2
216	и нет	7	2
217	помнить что	1	2
218	целый ряд	2	2
219	как таковое	3	2
220	чего же	1	2
221	к чему	1	2
222	бы и	1	2
223	ни один	2	2
224	все эти	3	2
225	тому же	2	2
226	друг другу	1	2
227	слово это	1	2
228	в реальной	1	2
229	происходит как	1	2
230	и сам	1	2
231	по своему	1	2
232	одной и	1	2
233	внутри себя	1	2
234	ясно что	7	2
235	общества в	1	2
236	есть не	9	2
237	с этим	3	2
238	не всегда	1	2
239	он сказал	1	2
240	в этих	1	2
241	и при	1	2
242	в отношении	1	2
243	что вся	1	2
244	место в	1	2
245	для всякого	1	2
246	будет значить	4	2
247	в мире	1	2
248	при условии	3	2
249	имели в	1	2
250	существует и	1	2
251	в основе	3	2
252	в нас	1	2
253	что иное	6	2
254	каждый из	1	2
255	не останется	1	2
256	эти три	1	2
257	себе это	1	2
258	этом отношении	1	2
259	или иных	1	2
260	за ними	1	2
261	в каком	3	2
262	перед ним	1	2
263	в движении	1	2
264	от их	1	2
265	все то	1	2
266	же такое	2	2
267	не есть	54	2
268	из всего	1	2
269	здесь не	1	2
270	как с	2	2
271	и когда	2	2
272	из двух	3	2
273	не с	1	2
274	достаточно было	2	2
275	быть может	3	2
276	и вообще	2	2
277	с ним	1	2
278	по своей	1	2
279	впоследствии и	1	2
280	почему же	2	2
281	к нему	3	2
282	в него	1	2
283	как например	2	2
284	это само	1	2
285	в том	5	2
286	тот же	1	2
287	одной из	1	2
288	что он	13	2
289	как нечто	1	2
290	решительно ничего	1	2
291	это же	3	2
292	тот или	2	2
293	для него	4	2
294	допустим что	16	2
295	заметить что	1	2
296	тем что	3	2
297	даже и	7	2
298	чему не	1	2
299	говорить и	2	2
300	к которому	1	2
301	еще и	2	2
302	бытия в	2	2
303	больше и	1	2
304	не было	3	2
305	зависит от	2	2
306	в связи	1	2
307	связь с	1	2
308	нет ничего	9	2
309	стадии своего	1	2
310	и потому	2	2
311	легче всего	1	2
312	у человека	2	2
313	из которых	3	2
314	которое не	2	2
315	должно быть	3	2
316	сих пор	1	2
317	но это	5	2
318	при всем	4	2
319	только одна	3	2
320	в точном	1	2
321	или в	2	2
322	на первый	4	2
323	нам придется	1	2
324	и ни	3	2
325	мы как	2	2
326	ни к	3	2
327	несмотря на	2	2
328	этот вопрос	1	2
329	не говоря	2	2
330	в частности	2	2
331	же самой	1	2
332	они еще	1	2
333	в своих	2	2
334	существует особая	1	1
335	ту же	1	1
336	без сновидений	1	1
337	же как	2	1
338	чтобы не	1	1
339	от самой	2	1
340	самым не	1	1
341	ли оно	1	1
342	и понимает	1	1
343	чего не	4	1
344	конечно с	1	1
345	культура не	1	1
346	бы к	1	1
347	не имеют	2	1
348	ведь и	1	1
349	в их	2	1
350	например в	2	1
351	в историю	1	1
352	конечно нет	1	1
353	точнее и	1	1
354	если я	2	1
355	для своего	1	1
356	превратилась в	1	1
357	мы сразу	1	1
358	еще до	1	1
359	в сущности	10	1
360	говорить о	4	1
361	достаточно чтобы	1	1
362	ну хорошо	1	1
363	я не	6	1
364	но то	2	1
365	с нашими	1	1
366	себе что	1	1
367	из ее	1	1
368	в каждой	1	1
369	приведенных примерах	1	1
370	же мере	1	1
371	одного человека	1	1
372	но этого	1	1
373	в чем	4	1
374	природу в	1	1
375	но как	2	1
376	не то	1	1
377	и всякий	3	1
378	в сторону	1	1
379	конечном счете	1	1
380	в общем	1	1
381	иногда и	1	1
382	и будет	1	1
383	смысловой и	1	1
384	заметим пока	1	1
385	в истории	4	1
386	должен понять	1	1
387	в подобных	1	1
388	в одной	3	1
389	если она	1	1
390	сновидений и	1	1
391	своей и	2	1
392	следовательно оно	2	1
393	нем ничего	1	1
394	скажем что	1	1
395	в своем	3	1
396	однако не	2	1
397	кроме того	6	1
398	и где	2	1
399	и есть	16	1
400	и слова	1	1
401	и понимания	2	1
402	более или	1	1
403	себе не	1	1
404	от этого	1	1
405	именно эта	1	1
406	то в	2	1
407	со своей	1	1
408	с той	1	1
409	из этих	2	1
410	думать что	2	1
411	бы только	2	1
412	только один	1	1
413	имеем в	1	1
414	история это	1	1
415	вы только	1	1
416	и если	2	1
417	есть такие	1	1
418	вообще не	2	1
419	том какую	1	1
420	и положения	1	1
421	солнца а	1	1
422	тем не	10	1
423	он ни	1	1
424	он не	5	1
425	при виде	1	1
426	всех этих	1	1
427	с нашим	1	1
428	как часто	1	1
429	категорически утверждать	1	1
430	он должен	3	1
431	не как	1	1
432	в силу	3	1
433	на вмешательство	1	1
434	сказал что	1	1
435	приходим к	1	1
436	на этом	2	1
437	на то	3	1
438	в основу	1	1
439	что чисто	1	1
440	было возможно	1	1
441	факт что	1	1
442	он просто	4	1
443	целое как	1	1
444	называть всю	1	1
445	исторического и	1	1
446	нас есть	1	1
447	одна и	1	1
448	всю свою	1	1
449	истории и	4	1
450	весь мир	1	1
451	этот мир	1	1
452	данное движение	1	1
453	как бывает	1	1
454	только лишь	1	1
455	солнце и	2	1
456	нет в	1	1
457	с этой	5	1
458	во внимание	2	1
459	движения и	3	1
460	с полной	3	1
461	перестает быть	2	1
462	несколько минут	1	1
463	нет оно	1	1
464	же самый	2	1
465	и тогда	5	1
466	но почему	2	1
467	лучше всего	1	1
468	или менее	1	1
469	жизнь не	2	1
470	просто и	1	1
471	причины и	1	1
472	мы приходим	1	1
473	взгляд на	1	1
474	то для	1	1
475	бытие в	1	1
476	на свою	1	1
477	оказывается что	1	1
478	свое существование	1	1
479	и уж	2	1
480	отвечаем на	1	1
481	и первые	1	1
482	творчества и	1	1
483	вот уже	1	1
484	по крайней	5	1
485	и эти	2	1
486	этот предмет	1	1
487	как от	1	1
488	точнее говоря	1	1
489	что этот	2	1
490	в устах	1	1
491	по себе	20	1
492	даже в	1	1
493	человека но	1	1
494	это значит?	2	1
495	и какая	1	1
496	раз и	3	1
497	нет никакого	7	1
498	содержит в	1	1
499	если и	1	1
500	теми или	1	1
501	не менее	11	1
502	но они	2	1
503	что эта	1	1
504	с которой	2	1
505	она не	3	1
506	и время	1	1
507	это дает	1	1
508	и проч	1	1
509	тогда когда	5	1
510	того как	1	1
511	одна из	3	1
512	так чтобы	2	1
513	мы все	1	1
514	иметь в	2	1
515	же сколько	1	1
516	только не	10	1
517	следовательно и	2	1
518	совершенно ясным	1	1
519	в самой	1	1
520	его структуры	1	1
521	на удовлетворение	1	1
522	они являются	1	1
523	образом речь	1	1
524	на природу	1	1
525	ничто не	2	1
526	входят в	1	1
527	и делает	1	1
528	тела и	1	1
529	представлять себе	1	1
530	в стиле	1	1
531	которой живет	1	1
532	или только	4	1
533	если его	1	1
534	не могут	4	1
535	истории не	2	1
536	это конечно	1	1
537	должны быть	3	1
538	понять что	1	1
539	раз навсегда	2	1
540	все еще	2	1
541	как некое	1	1
542	утверждать что	6	1
543	если же	8	1
544	должен быть	1	1
545	мы ведь	3	1
546	на нечто	1	1
547	и материальная	1	1
548	что для	5	1
549	и о	3	1
550	о всей	1	1
551	и сами	2	1
552	отношения и	1	1
553	говоря уже	2	1
554	без всякого	1	1
555	точками зрения	1	1
556	обычных условиях	1	1
557	уже с	1	1
558	человеческого сознания	1	1
559	нуждается во	1	1
560	но зато	1	1
561	мы увидели	1	1
562	вещи и	1	1
563	с самим	1	1
564	в себя	1	1
565	или на	1	1
566	это даже	1	1
567	с реальными	1	1
568	связанных между	1	1
569	для этого	2	1
570	сказать ни	4	1
571	даже не	6	1
572	будет уже	1	1
573	самую живую	1	1
574	и кроме	2	1
575	слова из	1	1
576	идеология это	1	1
577	и личность	1	1
578	и силу	1	1
579	на вопрос	1	1
580	и та	1	1
581	это история	1	1
582	никак не	2	1
583	и что	15	1
584	ясным что	1	1
585	мог бы	1	1
586	что его	5	1
587	знает что	1	1
588	и во	2	1
589	в конечном	1	1
590	нет это	2	1
591	жизни он	1	1
592	конечно это	1	1
593	грань между	2	1
594	смысле не	2	1
595	и хорошо	1	1
596	материальные вещи	1	1
597	крайней мере	5	1
598	не надо	3	1
599	от этих	1	1
600	представления о	1	1
601	в каких	1	1
602	наконец и	1	1
603	вполне очевидно	1	1
604	сознание которое	1	1
605	социальной среды	1	1
606	ведь эти	1	1
607	и дает	1	1
608	словами мы	1	1
609	говорить не	2	1
610	которым мы	1	1
611	в вопросе	2	1
612	настроениями и	1	1
613	даже если	2	1
614	реально существует	1	1
615	может сказать	1	1
616	мира как	1	1
617	или его	1	1
618	не мешает	2	1
619	же он	2	1
620	история и	6	1
621	с какой	1	1
622	так что	8	1
623	же и	2	1
624	есть в	3	1
625	не можем	2	1
626	одном и	1	1
627	нас мало	1	1
628	своим собственным	2	1
629	чтобы он	1	1
630	в виде	8	1
631	его с	1	1
632	не обладают	1	1
633	каким образом	1	1
634	при помощи	3	1
635	говорится и	1	1
636	но от	1	1
637	был бы	1	1
638	руки и	2	1
639	ни в	9	1
640	убедительно и	1	1
641	вовсе не	13	1
642	бытие личности	1	1
643	не о	2	1
644	пусть даже	1	1
645	друг друга	3	1
646	у него	2	1
647	никакого отношения	3	1
648	и никогда	1	1
649	показали что	1	1
650	как вся	1	1
651	превращается в	6	1
652	ведь уже	1	1
653	зрения с	1	1
654	это будет	4	1
655	в особенности	7	1
656	в другой	1	1
657	нельзя ни	3	1
658	со стороны	2	1
659	мы воспринимаем	3	1
660	пришли к	1	1
661	и сознание	3	1
662	до сих	1	1
663	с другой	4	1
664	за пределы	3	1
665	здесь в	1	1
666	эти две	3	1
667	все равно	2	1
668	как же	5	1
669	такое же	1	1
670	души и	2	1
671	ничем не	7	1
672	чтобы убедиться	1	1
673	понимать как	3	1
674	его как	3	1
675	пока что	1	1
676	о чем	1	1
677	не смог	1	1
678	значит это	1	1
679	ближе к	1	1
680	есть явление	5	1
681	порядок и	1	1
682	но оно	1	1
683	личное общение	1	1
684	вопросе о	2	1
685	тот факт	1	1
686	следовательно что	1	1
687	ни от	4	1
688	он будет	3	1
689	в течение	1	1
690	сама история	1	1
691	тому как	4	1
692	понятия о	1	1
693	как к	1	1
694	дерево и	1	1
695	отношения не	1	1
696	книги и	1	1
697	каждой отдельной	1	1
698	внешнего мира	1	1
699	только то	1	1
700	только совокупность	1	1
701	именно в	2	1
702	как раз	7	1
703	говорить что	4	1
704	из чего	2	1
705	виду что	1	1
706	сознании и	1	1
707	в обычных	1	1
708	она должна	2	1
709	характерен для	1	1
710	только мы	1	1
711	процесса в	1	1
712	и часто	1	1
713	указать на	1	1
714	бы говорить	1	1
715	в мысли	2	1
716	не имея	1	1
717	такое сознание	1	1
718	на одном	1	1
719	сознания и	4	1
720	само по	5	1
721	в результате	1	1
722	мира и	3	1
723	о котором	1	1
724	бы даже	1	1
725	что в	7	1
726	говоря о	1	1
727	это часто	1	1
728	это так	1	1
729	собственно говоря	4	1
730	вот это	3	1
731	с жизненной	1	1
732	всякого рода	1	1
733	тем более	3	1
734	чтобы его	1	1
735	ну и	1	1
736	ее становления	1	1
737	от всего	6	1
738	своего бытия	1	1
739	предмета своего	1	1
740	ее в	2	1
741	или не	5	1
742	было просто	1	1
743	есть продукт	1	1
