N	3gram	Potebnia_M_3	Dialekti
1	и т д	3	15
2	по крайней мере	5	9
3	это значит что	1	8
4	сама по себе	2	7
5	не есть ни	4	6
6	в том что	16	6
7	и та же	1	4
8	одно и то	5	4
9	и то же	5	4
10	одна и та	1	4
11	только то что	1	4
12	и стало быть	1	4
13	то же время	5	4
14	о том что	1	4
15	содержать в себе	1	4
16	с другой стороны	4	4
17	в том смысле	3	4
18	только тогда когда	7	4
19	и может быть	2	3
20	том смысле что	1	3
21	в самом деле	1	3
22	в таком случае	2	3
23	сами по себе	1	3
24	в то же	5	3
25	то время как	1	3
26	сам по себе	5	3
27	по себе не	1	3
28	не может быть	3	3
29	вовсе не в	1	3
30	в то время	4	3
31	можно сказать что	2	3
32	потому что он	3	2
33	и говорить о	1	2
34	есть нечто совершенно	1	2
35	а потом уже	1	2
36	ведь мы же	1	2
37	более или менее	3	2
38	что не всякий	1	2
39	как бы ни	2	2
40	до сих пор	3	2
41	и т п	2	2
42	говоря уже о	1	2
43	может быть только	3	2
44	в данном случае	1	2
45	не только в	4	2
46	тем не менее	3	2
47	не могут быть	2	2
48	или по крайней	1	2
49	так или иначе	1	2
50	внутреннего и внешнего	1	2
51	т д не	1	2
52	нельзя сказать что	2	2
53	в одно время	1	2
54	от того что	5	2
55	само по себе	3	2
56	с нею в	1	2
57	потому что они	1	2
58	то же самое	1	2
59	не говоря уже	1	2
60	дает нам возможность	2	1
61	том что она	1	1
62	точки зрения и	1	1
63	бросается в глаза	1	1
64	и то что	1	1
65	которые не могут	1	1
66	только потому что	2	1
67	того что в	1	1
68	в душе и	1	1
69	не сама она	1	1
70	мере того как	3	1
71	зависит от того	2	1
72	так же и	1	1
73	это было бы	1	1
74	равно как и	1	1
75	мы уже сказали	1	1
76	на самом деле	1	1
77	имея в виду	1	1
78	подобно тому как	2	1
79	так что в	1	1
80	по мере того	3	1
81	уже не в	1	1
82	будет ли она	2	1
83	одной стороны и	1	1
84	дело вовсе не	1	1
85	оно не есть	1	1
86	и то и	1	1
87	если скажем что	1	1
88	но и в	4	1
89	в этом отношении	2	1
90	того и другого	1	1
91	что не только	1	1
92	и в некотором	1	1
93	то уже в	1	1
94	самой своей природе	1	1
95	искусство может быть	1	1
96	друг другу но	1	1
97	со всех сторон	1	1
98	то и другое	1	1
99	что мы называем	1	1
100	вместе с тем	4	1
101	так как все	1	1
102	что не есть	1	1
103	не в том	5	1
104	по самой своей	1	1
105	это дает нам	1	1
106	с одной стороны	3	1
107	на первый взгляд	1	1
108	в том как	3	1
109	только тогда и	1	1
110	но что же	1	1
111	что оно ни	1	1
112	того что она	1	1
113	по себе этот	1	1
114	в разной мере	1	1
115	да и самое	1	1
116	не в силу	1	1
117	стало быть если	1	1
118	только в очень	1	1
119	по себе и	1	1
120	и в том	2	1
121	в свое время	1	1
122	именно в том	2	1
123	в некотором смысле	2	1
124	друг с другом	1	1
125	или точнее говоря	1	1
126	и не есть	1	1
127	же и в	1	1
128	заключается в том	1	1
129	то что мы	2	1
130	это и не	1	1
131	что и в	3	1
132	тем и другим	1	1
133	между тем и	1	1
134	за то что	1	1
135	до тех пор	1	1
136	может и не	1	1
137	как мы уже	1	1
138	бы только один	1	1
139	не зависит от	1	1
140	к тому что	2	1
141	том что он	2	1
142	есть форма в	1	1
143	к тому же	1	1
144	по себе а	4	1
145	время в разных	1	1
146	значит что я	1	1
