N	3gram	Bakhtin_fo_2	Problema
1	с точки зрения	8	11
2	той или иной	1	11
3	в том что	3	8
4	в той или	1	7
5	это значит что	2	7
6	то же самое	2	6
7	с другой стороны	1	6
8	то есть в	1	6
9	по своему содержанию	1	5
10	в данном случае	1	5
11	не только в	5	4
12	то есть не	1	3
13	имеем в виду	3	3
14	на самом деле	1	3
15	только в том	1	3
16	вместе с тем	1	3
17	в связи с	7	3
18	о том что	1	3
19	и т д	3	3
20	только в пределах	1	2
21	каждой из них	1	2
22	сами по себе	2	2
23	тот или иной	1	2
24	в другом случае	1	2
25	же самое время	1	2
26	все эти образы	1	2
27	в значительной мере	1	2
28	при этом здесь	1	2
29	то время как	1	2
30	самой жизни и	1	2
31	а также и	1	2
32	для того чтобы	7	2
33	в то время	1	2
34	и прежде всего	3	2
35	не выходит за	1	2
36	в то же	4	2
37	вовсе не является	1	2
38	и все они	1	2
39	во всех случаях	1	1
40	но все же	1	1
41	а следовательно и	2	1
42	в чем не	1	1
43	действительности и прежде	1	1
44	не имеем в	1	1
45	то есть как	1	1
46	и сама жизнь	1	1
47	мы имеем в	2	1
48	равно как и	2	1
49	как и во	1	1
50	так что в	1	1
51	весь мир как	1	1
52	том что он	1	1
53	о том как	3	1
54	пространства и времени	2	1
55	по сравнению с	1	1
56	они вовсе не	1	1
57	и в то	3	1
58	что он не	1	1
59	то же отношение	1	1
60	ни в чем	1	1
61	на каждом из	1	1
62	том числе и	2	1
63	в литературе и	1	1
64	что весь этот	1	1
65	и говорить о	1	1
66	с этой точки	1	1
67	одно и то	1	1
68	до сих пор	2	1
69	но здесь это	1	1
70	того чтобы не	1	1
71	в этих двух	1	1
72	человеческой жизни в	1	1
73	в эпоху возрождения	3	1
74	она еще не	1	1
75	с одной стороны	1	1
76	на первый взгляд	1	1
77	на земле то	1	1
78	в конце концов	1	1
79	и в условиях	1	1
80	или что то	1	1
81	и как бы	1	1
82	до того что	1	1
83	это не значит	1	1
84	прежде всего в	2	1
85	здесь в ряд	1	1
86	том что они	1	1
87	в том числе	3	1
88	все это было	1	1
89	в новое и	1	1
90	не в смысле	3	1
91	этой точки зрения	1	1
92	что то же	1	1
93	и понятия которые	1	1
94	точном смысле слова	1	1
95	а вместе с	1	1
96	то что в	1	1
97	для того и	1	1
98	и вместе с	1	1
99	в свою очередь	1	1
100	и т п	11	1
101	с самого начала	1	1
102	времени и пространстве	1	1
103	в отношении других	1	1
104	есть не в	1	1
105	мы вовсе не	1	1
106	в них свои	1	1
107	же самое мы	1	1
108	все эти особенности	1	1
109	об этом свидетельствует	1	1
110	к тому что	1	1
111	конечно не в	1	1
112	это вовсе не	1	1
113	чем они глубже	1	1
114	человек вовсе не	1	1
115	выходит за пределы	1	1
116	нечего и говорить	1	1
117	остановиться на одной	1	1
118	как и в	1	1
119	это свидетельствует о	1	1
120	вовсе не имеем	1	1
121	новое отношение к	1	1
