N	3gram	Potebnia_M_4	KulturaY
1	и т п	4	18
2	для того чтобы	4	15
3	в том что	7	15
4	и т д	3	14
5	с точки зрения	3	9
6	в том чтобы	1	8
7	по отношению к	8	8
8	только потому что	2	6
9	с другой стороны	1	6
10	о том что	5	5
11	в этом отношении	1	5
12	по крайней мере	5	5
13	во всяком случае	3	5
14	что же касается	1	4
15	до сих пор	4	4
16	не в том	2	4
17	тем не менее	4	4
18	мере того как	4	3
19	по мере того	4	3
20	о том как	1	3
21	только в том	2	3
22	вместе с тем	3	3
23	в связи с	1	3
24	в свою очередь	1	3
25	не может быть	5	3
26	и того же	1	2
27	в силу того	1	2
28	на самом деле	3	2
29	на то что	4	2
30	так или иначе	2	2
31	в том и	2	2
32	внимание на то	3	2
33	в этом случае	5	2
34	потому что не	1	2
35	что язык есть	3	2
36	обратить внимание на	2	2
37	рано или поздно	2	2
38	в свое время	1	2
39	именно в том	1	2
40	а в том	2	2
41	силу того что	1	2
42	то же время	3	2
43	заключается в том	1	2
44	хотя бы и	2	2
45	и в самом	1	2
46	речь идет о	1	2
47	одного и того	1	2
48	в то же	3	2
49	к тому что	1	2
50	но уже и	1	1
51	в том виде	1	1
52	сплошь да рядом	1	1
53	таким образом если	1	1
54	что иное как	2	1
55	что я называю	1	1
56	уже при самом	1	1
57	в силу этого	1	1
58	языка разумеется это	1	1
59	иметь в виду	1	1
60	тесно связанная с	1	1
61	это было бы	1	1
62	ответить на этот	1	1
63	в настоящее время	1	1
64	же касается до	1	1
65	в живой речи	1	1
66	с одной стороны	1	1
67	обратив внимания на	1	1
68	то это потому	1	1
69	и во многих	1	1
70	себе в этом	1	1
71	прозе и в	1	1
72	во многих других	1	1
73	в разных языках	1	1
74	не обратив внимания	1	1
75	и в той	1	1
76	мысли может быть	1	1
77	том случае если	1	1
78	сами по себе	2	1
79	можно говорить о	1	1
80	есть наука основная	1	1
81	лишь тогда когда	3	1
82	мы говорим о	1	1
83	потому должно быть	1	1
84	следует обратить внимание	1	1
85	к тому чтобы	1	1
86	только в более	1	1
87	языка таким образом	1	1
88	на этот вопрос	2	1
89	т п и	1	1
90	большую роль в	1	1
91	данного явления и	1	1
92	что все это	1	1
93	и тогда в	1	1
94	и не в	1	1
95	не то что	3	1
96	в том случае	3	1
97	так что в	1	1
98	до недавнего времени	1	1
99	в это время	1	1
100	тогда как в	1	1
101	вопрос об отношении	1	1
102	роль в истории	1	1
103	ничего общего с	1	1
104	того что он	1	1
105	в этом роде	1	1
106	чтобы ответить на	1	1
107	ту же роль	1	1
108	связанная с ним	1	1
109	если бы в	1	1
110	на том основании	1	1
111	к языку и	1	1
112	и вместе с	1	1
113	до того что	1	1
114	дело не в	1	1
115	в себе всю	1	1
116	тесной связи с	1	1
117	это не значит	2	1
118	в том смысле	2	1
119	вовсе не то	1	1
120	отсюда между прочим	1	1
121	когда мы говорим	3	1
122	само по себе	5	1
123	потому что если	1	1
124	при этом в	2	1
125	может потому что	1	1
126	таких слов как	1	1
127	лицом к лицу	1	1
128	а может быть	1	1
129	и в таком	1	1
130	это потому что	2	1
131	того же явления	1	1
132	очевидно что в	2	1
133	звука и мысли	1	1
134	между тем как	2	1
135	том основании что	1	1
136	на наших глазах	1	1
137	от того что	3	1
138	том смысле что	1	1
139	лишь в том	1	1
140	дело не с	1	1
141	с тем что	4	1
142	исчерпывается тем что	1	1
143	тем что я	2	1
144	что в языке	2	1
145	говорить о языке	1	1
146	то оно не	1	1
147	смысле этого слова	1	1
148	друг от друга	1	1
149	для нас значение	1	1
150	язык есть средство	1	1
151	в этих случаях	2	1
152	в большинстве случаев	2	1
153	после того как	2	1
154	с течением времени	2	1
155	в силу которого	2	1
156	именно в силу	1	1
157	только о том	1	1
158	не что иное	2	1
159	таким образом в	1	1
160	и мы получим	1	1
161	и в слове	1	1
162	в них не	1	1
163	все то что	1	1
164	того факта что	1	1
165	точно так же	1	1
166	что и в	2	1
167	только тогда когда	4	1
168	своей точки зрения	1	1
