N	2gram	Bakhtin_Fr_7	Marksizm
1	точки зрения	5	34
2	может быть	4	26
3	и не	7	26
4	не может	3	24
5	с точки	3	20
6	и в	41	19
7	и его	9	19
8	таким образом	19	17
9	в этом	15	16
10	как бы	7	15
11	в процессе	2	14
12	как мы	11	13
13	прежде всего	11	13
14	как и	14	12
15	если мы	1	11
16	так и	10	11
17	связи с	1	11
18	и для	5	11
19	самом деле	1	10
20	в нем	7	10
21	в слове	1	10
22	ни было	2	10
23	и т.п	9	10
24	в самом	1	10
25	только в	6	9
26	для него	6	9
27	в результате	2	9
28	все же	1	8
29	не только	5	8
30	при этом	3	8
31	но и	9	8
32	в контексте	1	8
33	то что	8	8
34	во всех	3	7
35	в ее	1	7
36	точка зрения	2	7
37	но в	8	7
38	все эти	13	7
39	и те	3	7
40	то же	13	7
41	в каждом	1	7
42	а не	2	7
43	в связи	2	7
44	так же	5	7
45	кроме того	3	6
46	так сказать	3	6
47	мы не	2	6
48	в разрезе	1	6
49	ничего не	4	6
50	и здесь	4	6
51	в его	12	6
52	в организме	1	6
53	в том	11	6
54	с помощью	6	6
55	в основном	1	6
56	того же	3	6
57	отличие от	1	5
58	может стать	2	5
59	рядом с	4	5
60	не в	9	5
61	ничего общего	1	5
62	и все	14	5
63	исторического становления	1	5
64	этот вопрос	1	5
65	в начале	1	5
66	в конце	8	5
67	вовсе не	7	5
68	за пределы	1	5
69	именно в	2	5
70	до конца	2	5
71	и потому	3	5
72	к этому	5	5
73	во всяком	2	5
74	что слово	1	4
75	и на	4	4
76	чем же	1	4
77	как в	5	4
78	так называемая	1	4
79	не будем	1	4
80	выражение в	3	4
81	не будет	1	4
82	было бы	4	4
83	мысли и	1	4
84	по себе	1	4
85	в отношении	3	4
86	самого начала	1	4
87	в ней	5	4
88	с самого	2	4
89	еще не	2	4
90	только на	2	4
91	далеко не	2	4
92	с этим	2	4
93	в данном	2	4
94	тот же	2	4
95	а в	5	4
96	между ними	1	4
97	и эта	3	4
98	сказать что	1	4
99	что в	9	4
100	на самом	2	3
101	он может	3	3
102	и есть	3	3
103	между двумя	1	3
104	а как	1	3
105	в сущности	4	3
106	в большинстве	2	3
107	оно ни	2	3
108	этой школы	1	3
109	по отношению	2	3
110	в истории	1	3
111	общего с	1	3
112	целый ряд	4	3
113	и как	2	3
114	и к	5	3
115	в первом	1	3
116	в которой	2	3
117	к другому	1	3
118	в корне	1	3
119	но все	4	3
120	различие между	1	3
121	его в	3	3
122	от одного	1	3
123	но именно	3	3
124	он не	4	3
125	переходим к	2	3
126	том что	4	3
127	места в	2	3
128	в своей	3	3
129	и ее	2	3
130	в котором	1	3
131	более того	1	3
132	мы говорили	1	3
133	место в	4	3
134	речи в	1	3
135	в то	10	3
136	для всего	1	3
137	не имеет	3	3
138	же время	9	3
139	этом отношении	2	3
140	в области	2	3
141	не могут	1	3
142	же самое	1	3
