N	2gram	Losev_Dial_2	Komedia
1	и в	19	22
2	и не	30	21
3	т е	30	16
4	том что	10	13
5	таким образом	4	12
6	в том	14	12
7	так как	14	11
8	ни в	10	10
9	потому что	14	10
10	в самом	5	9
11	до сих	2	9
12	вместе с	2	9
13	сих пор	2	9
14	в этом	8	8
15	его в	3	8
16	в своем	4	8
17	о том	5	8
18	в его	1	8
19	что и	5	8
20	что он	6	8
21	то же	12	7
22	при этом	4	7
23	не по	2	7
24	об этом	3	7
25	в конце	2	7
26	о чем	3	7
27	только что	5	7
28	а в	4	7
29	того же	1	6
30	самом деле	4	6
31	еще не	4	6
32	так что	7	6
33	тому же	1	6
34	в то	6	6
35	и его	5	6
36	к тому	2	6
37	ясно что	4	6
38	и что	5	6
39	может быть	20	6
40	как раз	5	6
41	во время	2	6
42	речь идет	1	5
43	но в	2	5
44	не только	19	5
45	он не	4	5
46	в своей	8	5
47	то это	2	5
48	не менее	3	5
49	же время	5	5
50	связи с	4	5
51	с ним	4	5
52	любви к	1	5
53	к нему	4	5
54	что в	7	5
55	из них	3	5
56	тем что	2	5
57	прежде всего	8	5
58	как это	7	5
59	все это	4	5
60	и т	17	4
61	в ней	2	4
62	он был	1	4
63	с другой	5	4
64	тут же	4	4
65	нет и	1	4
66	меньше всего	1	4
67	отнюдь не	6	4
68	все же	4	4
69	когда он	1	4
70	то что	14	4
71	в себе	15	4
72	что она	14	4
73	но все	2	4
74	и с	5	4
75	с тем	2	4
76	несмотря на	2	4
77	точки зрения	12	4
78	не в	8	4
79	самого начала	2	4
80	на него	2	4
81	у него	1	4
82	и здесь	1	4
83	с самого	2	4
84	друг друга	1	4
85	так и	10	4
86	здесь нет	1	4
87	и поэтому	1	4
88	сразу же	3	4
89	т п	2	4
90	вовсе не	13	4
91	но и	12	4
92	ничем не	1	4
93	а не	16	4
94	в связи	4	4
95	тем более	1	4
96	хотя бы	4	4
97	речи о	1	4
98	так же	2	4
99	идет о	1	3
100	говорить о	5	3
101	на них	1	3
102	жениться на	1	3
103	в ее	4	3
104	с этим	3	3
105	и к	7	3
106	тем же	2	3
107	в которой	2	3
108	в этой	3	3
109	как он	4	3
110	на то	1	3
111	не могла	1	3
112	в нем	10	3
113	приводит к	1	3
114	от нее	1	3
115	то ни	1	3
116	было бы	3	3
117	в них	1	3
118	все равно	5	3
119	далеко не	1	3
120	как и	10	3
121	чем в	1	3
122	и еще	1	3
123	но если	1	3
124	том как	2	3
125	на месте	1	3
126	с точки	8	3
127	тем не	2	3
128	их в	2	3
129	к ним	1	3
130	не имеет	1	3
131	никогда не	9	3
132	ничего не	3	3
133	же самое	2	3
134	в глаза	1	3
135	одного из	1	3
136	и мы	3	3
137	тех пор	3	3
138	не о	1	3
139	нисколько не	4	3
140	с одной	2	3
141	что не	6	3
142	следует что	2	3
143	всяком случае	2	3
144	мы можем	1	3
145	в других	1	3
146	и даже	14	3
147	даже не	1	3
148	ему не	1	3
149	не он	1	3
150	в частности	2	3
151	не может	9	3
152	сходство в	2	3
153	конечно не	6	3
154	по своему	5	3
155	одной стороны	1	3
156	как бы	14	3
157	с этой	1	3
158	в целом	1	3
159	из себя	1	3
160	до тех	1	3
161	не знает	1	3
