N	3gram	Voloshinov_2	StatiiOP
1	в том что	6	16
2	о том что	3	11
3	в этом отношении	1	9
4	том что он	2	5
5	до сих пор	3	5
6	для того чтобы	6	5
7	к тому что	3	5
8	дело в том	1	4
9	с другой стороны	1	3
10	во всяком случае	2	3
11	с самого начала	5	3
12	в другом месте	1	2
13	в сочетании с	1	2
14	не только по	1	2
15	с точки зрения	13	2
16	сами по себе	1	2
17	в отличие от	3	2
18	бы то ни	4	2
19	в значительной степени	2	2
20	то ни было	4	2
21	более или менее	2	2
22	так и в	1	2
23	в самом деле	5	2
24	но все же	1	2
25	с тем что	1	2
26	на то что	2	2
27	и о чем	1	2
28	тем не менее	1	2
29	к тому же	2	2
30	русского литературного языка	1	1
31	но как раз	1	1
32	пр но и	1	1
33	и пр но	2	1
34	одним и тем	2	1
35	и вообще нет	1	1
36	не говоря уже	1	1
37	на самом деле	4	1
38	кажется что в	1	1
39	или в другом	1	1
40	и как он	1	1
41	он не может	1	1
42	были не только	1	1
43	сам по себе	1	1
44	с фактической стороны	1	1
45	в той же	1	1
46	в первую очередь	1	1
47	говоря уже о	1	1
48	и пр в	1	1
49	в зависимости от	2	1
50	одно и то	3	1
51	а как бы	1	1
52	на этой почве	5	1
53	уже о том	1	1
54	том что слово	1	1
55	и тем же	2	1
56	в высшей степени	3	1
57	и то же	3	1
58	по сравнению с	1	1
59	одним из наиболее	1	1
60	так или иначе	1	1
61	в связи с	7	1
62	их точки зрения	1	1
63	и в том	1	1
64	по отношению к	8	1
65	и на все	1	1
66	то же время	8	1
67	каких бы то	1	1
68	но также и	1	1
69	в свою очередь	5	1
70	в этом случае	1	1
71	но он не	1	1
72	и речи о	2	1
73	в статье о	1	1
74	и в особенности	1	1
75	говорят одним и	1	1
76	но и он	1	1
77	в данном отношении	1	1
78	в то же	8	1
79	в том числе	1	1
80	тем же языком	1	1
81	таким образом в	1	1
82	в отношении к	4	1
83	литературной жизни в	1	1
84	и пр или	1	1
85	как мы видели	3	1
