N	3gram	Bakhtin_Pr_1	Literetu
1	в том что	6	11
2	то же время	9	5
3	в то же	9	5
4	в данном случае	2	4
5	не только в	2	4
6	этой точки зрения	1	3
7	может быть это	1	3
8	дело в том	1	2
9	по отношению к	8	2
10	подобно тому как	3	2
11	с точки зрения	13	2
12	в этом отношении	3	2
13	для своего времени	1	2
14	во всяком случае	3	2
15	о том что	1	2
16	культуры нового времени	1	2
17	бы ни были	1	1
18	себя самого как	1	1
19	в другом месте	1	1
20	может быть назван	1	1
21	если оно верно	1	1
22	то что я	1	1
23	к себе самому	1	1
24	и уже не	1	1
25	на самом деле	4	1
26	у достоевского всегда	1	1
27	том что он	4	1
28	как раз и	3	1
29	чужую личность не	1	1
30	сознания с его	1	1
31	в романе достоевского	5	1
32	в зависимости от	5	1
33	мира в его	2	1
34	бы то ни	2	1
35	между тем как	4	1
36	резко отличается от	1	1
37	героя с его	1	1
38	несмотря на свою	1	1
39	можно было бы	2	1
40	перед нами не	1	1
41	в лучшем случае	2	1
42	по крайней мере	1	1
43	не столько в	1	1
44	и в частности	1	1
45	а не только	1	1
46	становится одним из	1	1
47	но в то	5	1
48	в самом деле	2	1
49	на первый взгляд	1	1
50	в отношении к	1	1
51	как один из	1	1
52	и в этом	5	1
53	для него в	1	1
54	что он сам	1	1
55	какой бы то	1	1
56	а не как	4	1
57	к прошлому и	1	1
58	а потому и	1	1
59	же время не	3	1
60	но только в	1	1
61	в целом ряде	2	1
62	с другой стороны	3	1
63	тем что в	1	1
64	не может быть	4	1
65	не в одном	1	1
66	именно в том	1	1
67	по ту сторону	2	1
68	только то что	2	1
69	себе самому и	1	1
70	в свою очередь	1	1
71	до сих пор	2	1
72	с самого начала	1	1
73	но все же	2	1
74	то ни было	1	1
75	нормативного сознания и	1	1
76	в большинстве случаев	2	1
77	как и всякое	1	1
78	в художественном мире	2	1
79	в сущности не	1	1
80	тех или иных	1	1
81	по этому пути	1	1
82	быть не может	1	1
83	в полной мере	1	1
84	как бы во	1	1
85	в один из	1	1
