N	2gram	Propp_Isto_3	Sovremen
1	не может	4	17
2	может быть	11	12
3	точки зрения	2	12
4	таким образом	10	11
5	мы не	1	9
6	в этом	17	7
7	не можем	1	7
8	и в	22	7
9	мы можем	6	6
10	ничего не	6	6
11	как и	3	6
12	и не	12	6
13	только одна	1	6
14	все эти	4	5
15	что же	1	5
16	прежде всего	3	5
17	с точки	1	5
18	в дальнейшем	4	4
19	вопрос о	2	4
20	нет и	1	4
21	мы должны	7	4
22	в том	9	4
23	в целом	3	4
24	из них	7	4
25	так как	7	4
26	мы видели	13	4
27	не только	14	4
28	как бы	1	4
29	вместе с	9	4
30	это не	6	4
31	их в	3	4
32	а в	6	4
33	жизни и	2	4
34	с самого	1	3
35	то же	6	3
36	ясно что	1	3
37	между собой	1	3
38	видели что	4	3
39	отнюдь не	1	3
40	все же	5	3
41	еще не	10	3
42	но в	10	3
43	он в	1	3
44	в этой	5	3
45	уже в	1	3
46	в наших	2	3
47	что она	5	3
48	в одном	2	3
49	в нем	9	3
50	при этом	2	3
51	на этой	1	3
52	было бы	3	3
53	а не	6	3
54	и потому	2	3
55	этим мы	1	3
56	не в	4	3
57	все это	1	3
58	самого начала	1	3
59	при таком	1	3
60	одна из	2	3
61	для нас	4	3
62	и все	3	3
63	у нас	4	3
64	состоит из	1	3
65	и к	3	3
66	отличается от	1	3
67	следующим образом	3	3
68	как мы	8	2
69	свою очередь	1	2
70	и есть	2	2
71	роль в	2	2
72	все те	1	2
73	той же	2	2
74	в и	1	2
75	каждого из	1	2
76	на этом	4	2
77	и даже	2	2
78	и что	2	2
79	самом деле	1	2
80	через некоторое	2	2
81	в его	3	2
82	с этим	8	2
83	быть и	3	2
84	некоторое время	3	2
85	не будем	3	2
86	что это	1	2
87	из этих	3	2
88	с одной	2	2
89	со всеми	1	2
90	ни одна	1	2
91	и они	4	2
92	уже не	7	2
93	то и	6	2
94	с другом	1	2
95	в виде	2	2
96	на его	3	2
97	тем не	5	2
98	мы знаем	2	2
99	всяком случае	2	2
100	у него	3	2
101	и по	1	2
102	ее на	1	2
103	но все	2	2
104	в некоторых	5	2
105	и пр	11	2
106	а на	1	2
107	на этот	1	2
108	которой он	1	2
109	такой же	2	2
110	в один	1	2
111	свою собственную	1	2
112	что такое	1	2
113	знаем что	2	2
114	друг с	1	2
115	форма в	1	2
116	же мы	1	2
117	не менее	5	2
118	она может	1	2
119	из четырех	1	2
120	еще более	2	2
121	мы видим	8	2
122	не дает	2	2
123	тот же	1	2
124	в свою	4	2
125	совершенно не	2	2
126	могут быть	5	2
127	что при	1	2
128	что в	15	2
129	если же	1	2
130	в таком	1	2
131	во всяком	2	2
132	и это	2	1
133	значении в	1	1
134	человека и	1	1
135	то она	1	1
136	с ее	1	1
137	а из	1	1
138	на другой	2	1
139	на самом	2	1
140	это и	1	1
141	но тем	2	1
142	здесь и	2	1
143	отношению к	2	1
144	так в	6	1
145	и до	1	1
146	не имеют	2	1
147	в мире	1	1
148	можно было	1	1
149	мы уже	6	1
150	их и	3	1
151	из всех	1	1
152	есть не	1	1
153	мы имеем	19	1
154	них они	1	1
155	же как	2	1
156	данное явление	1	1
157	смысле то	1	1
158	если бы	6	1
159	существенно отличается	1	1
160	но такая	1	1
161	что иное	3	1
162	и действительно	2	1
163	видим не	1	1
164	к началу	1	1
165	и должно	1	1
166	о том	3	1
167	может выполнять	1	1
168	в ней	2	1
169	и та	1	1
170	что каждый	1	1
171	не соответствует	1	1
172	одного из	2	1
173	принадлежит и	1	1
174	она всегда	1	1
175	на них	1	1
176	он сам	1	1
177	иное как	3	1
178	быть в	1	1
179	что его	1	1
180	часто встречающееся	2	1
181	это означало	1	1
182	его в	3	1
183	но конечно	2	1
184	пр но	1	1
185	как нет	1	1
186	данном случае	3	1
187	но не	7	1
188	к этому	7	1
189	мы будем	1	1
190	но как	1	1
191	функций в	1	1
192	по отношению	2	1
193	это увидим	1	1
194	законов но	1	1
195	это или	1	1
196	все время	2	1
197	чем же	1	1
198	в гости	1	1
199	человека как	1	1
200	независимо от	2	1
201	стороны и	3	1
202	к нему	5	1
203	один из	5	1
204	кроме того	1	1
205	одной из	1	1
206	этого можно	1	1
207	только в	4	1
208	в этот	2	1
209	через несколько	1	1
210	может оказаться	1	1
211	см и	2	1
212	всего мы	1	1
213	остановиться на	1	1
214	и тот	1	1
215	этот вопрос	2	1
216	конечно не	1	1
217	и производит	1	1
218	и у	3	1
219	и те	1	1
220	в большинстве	1	1
221	только на	2	1
222	нельзя говорить	1	1
223	вопрос и	1	1
224	в начале	1	1
225	этот процесс	1	1
226	чтобы он	1	1
227	он не	5	1
228	его и	4	1
229	и путем	1	1
230	носят название	1	1
231	искать в	1	1
232	себе в	2	1
233	и их	1	1
234	пока не	1	1
235	в корне	1	1
236	другую сторону	1	1
237	сами по	1	1
238	вовсе не	2	1
239	для них	3	1
240	быть поставлен	3	1
241	не доказывают	1	1
242	случае не	1	1
243	одной и	1	1
244	встречающееся в	2	1
245	предполагается что	1	1
246	это конечно	1	1
247	это значит	1	1
248	и только	1	1
249	не будет	1	1
250	а затем	3	1
251	из приведенных	3	1
252	в другом	2	1
253	одной стороны	2	1
254	чем в	1	1
255	мы это	1	1
256	до сих	5	1
257	с другой	7	1
258	как у	1	1
259	дома и	3	1
260	здесь в	1	1
261	но самый	1	1
262	уже знаем	2	1
263	и прежде	1	1
264	узнаем здесь	1	1
265	должен был	3	1
266	такое же	1	1
267	ее действия	1	1
268	на ней	5	1
269	в ином	6	1
270	только к	1	1
271	только одно	1	1
272	ни в	2	1
273	но уже	1	1
274	не было	2	1
275	она и	1	1
276	все равно	3	1
277	на которых	1	1
278	для чего	1	1
279	оно имеет	1	1
280	на эту	1	1
281	в связи	3	1
282	и становится	1	1
283	том что	8	1
284	но часто	1	1
285	в эту	1	1
286	нет никаких	2	1
287	этом случае	5	1
288	роль которую	2	1
289	но если	1	1
290	так же	3	1
291	к вечеру	1	1
292	в такой	1	1
293	означало бы	2	1
294	что дело	1	1
295	а при	1	1
296	она в	1	1
297	что вся	1	1
298	представление о	3	1
299	направление в	1	1
300	в область	1	1
301	в данном	4	1
302	для объяснения	1	1
303	в течение	6	1
304	мы проследим	1	1
305	и той	1	1
306	которые в	1	1
307	образом на	1	1
308	оно касается	1	1
309	и более	2	1
310	там где	7	1
311	человек с	1	1
312	такой вопрос	1	1
313	по себе	1	1
314	в своем	2	1
315	сих пор	5	1
316	она дает	1	1
317	но они	2	1
318	с ним	1	1
319	все три	1	1
320	она не	4	1
321	но для	1	1
322	не имеет	2	1
323	это уже	1	1
324	формы с	2	1
325	которых она	1	1
326	указать на	2	1
327	уже на	1	1
328	и от	3	1
329	только не	2	1
330	никогда не	3	1
331	или в	11	1
332	этой системы	2	1
333	человек и	1	1
334	эта сторона	1	1
335	хотя и	2	1
336	это то	1	1
337	она уже	1	1
338	вступила в	1	1
339	или нет	1	1
340	очень мало	1	1
341	видим что	4	1
342	нам важен	1	1
343	все они	1	1
344	и его	4	1
345	связи с	6	1
346	же в	2	1
347	но это	3	1
348	могли быть	1	1
349	на которой	1	1
350	ли это	2	1
351	это делает	2	1
352	не знает	1	1
353	сказать что	3	1
354	но этим	1	1
355	и для	2	1
356	но можно	1	1
357	очень часто	3	1
358	равно как	3	1
359	не что	3	1
360	человека в	1	1
361	можно наблюдать	1	1
362	в то	2	1
363	но еще	1	1
364	и эта	1	1
365	на это	2	1
366	которая не	1	1
367	все что	3	1
368	они не	4	1
369	ничего общего	1	1
