N	3gram	Trubetskoy_1	FransuaR
1	то же время	2	10
2	в то же	2	10
3	до сих пор	8	8
4	мы уже говорили	1	7
5	в том что	15	6
6	уже говорили что	1	5
7	как и в	2	4
8	в настоящее время	2	3
9	в том числе	1	3
10	не подлежит сомнению	3	3
11	таким образом и	1	3
12	в связи с	3	3
13	мы видели что	1	3
14	образом и в	1	2
15	более или менее	7	2
16	и до сих	1	2
17	с точки зрения	8	2
18	значительной своей части	1	2
19	в основе их	1	2
20	бы то ни	2	2
21	том числе и	1	2
22	как мы видели	1	2
23	в данном случае	3	2
24	с одной стороны	2	2
25	дело в том	1	2
26	в то время	2	2
27	о том что	4	2
28	не только не	1	2
29	с другой стороны	4	2
30	мы видим что	1	2
31	для того чтобы	7	2
32	не может быть	3	2
33	во всех странах	1	2
34	ибо в ней	1	1
35	а следовательно и	1	1
36	еще далеко не	1	1
37	само собою разумеющееся	1	1
38	все эти слова	1	1
39	на том же	1	1
40	по отношению к	9	1
41	мы уже сказали	1	1
42	на самом деле	7	1
43	в самом деле	5	1
44	том что оно	1	1
45	сравнению с общим	2	1
46	таким образом здесь	2	1
47	вместе с тем	2	1
48	как нечто само	1	1
49	что все эти	1	1
50	они вступают в	1	1
51	связанной с ним	1	1
52	том или ином	1	1
53	в приложении к	1	1
54	может быть и	4	1
55	так что и	1	1
56	и то что	3	1
57	и некоторые другие	1	1
58	роль в развитии	1	1
59	так и к	1	1
60	нечто само собою	1	1
61	с такою же	1	1
62	в ту же	1	1
63	и т.д в	1	1
64	то ни было	2	1
65	все остальное в	1	1
66	одна из этих	1	1
67	состоит в том	1	1
68	но при этом	1	1
69	они вовсе не	1	1
70	по сравнению с	5	1
71	а с другой	2	1
72	и с этой	1	1
73	не в том	1	1
74	в том или	1	1
75	все же не	3	1
76	друг к другу	2	1
77	в значительной своей	1	1
78	вместо того чтобы	1	1
79	даже в этом	1	1
80	во всех этих	2	1
81	только то что	2	1
82	между этими двумя	2	1
83	у него в	1	1
84	таким образом в	3	1
85	что многие из	1	1
86	в развитии культуры	1	1
87	в нем между	1	1
88	во всем этом	1	1
89	с самого начала	1	1
90	заключается в том	2	1
91	как бы ни	1	1
92	культуры между тем	1	1
93	том что все	2	1
94	и потому они	1	1
95	подлежит сомнению что	3	1
96	можно было бы	1	1
97	друг с другом	9	1
98	и в нем	1	1
99	и все они	1	1
100	конечно в самой	1	1
101	к тому же	5	1
102	как мы знаем	1	1
103	то же самое	1	1
