N	3gram	Tiupa_Narr_1	FransuaR
1	в том числе	6	10
2	том числе и	4	7
3	в том что	8	6
4	в той или	2	5
5	как мы уже	1	5
6	той или иной	4	5
7	до сих пор	1	4
8	в отличие от	5	4
9	или иной форме	1	4
10	то есть в	2	4
11	с точки зрения	2	3
12	в этом отношении	3	3
13	так и не	2	3
14	и прежде всего	1	3
15	существенную роль в	1	2
16	и др в	1	2
17	дело в том	1	2
18	на самом деле	1	2
19	не входит в	1	2
20	в основе своей	4	2
21	с одной стороны	7	2
22	в свое время	1	2
23	в значительной степени	2	2
24	так и в	1	2
25	на протяжении всего	1	2
26	но все же	4	2
27	во всех его	1	2
28	в отрыве от	1	2
29	можно сказать что	4	1
30	по своей природе	1	1
31	между людьми и	1	1
32	или хотя бы	1	1
33	вовсе и не	1	1
34	по отношению к	6	1
35	это одно из	1	1
36	в самом деле	1	1
37	со смертью в	1	1
38	том что он	1	1
39	так и его	1	1
40	всех его разнообразных	1	1
41	было для нас	1	1
42	умения отрешиться от	1	1
43	сами по себе	2	1
44	при этом что	1	1
45	на что не	1	1
46	к тому чтобы	1	1
47	или иной степени	1	1
48	тому же в	1	1
49	но от этого	1	1
50	в пределах литературы	1	1
51	может быть только	1	1
52	то или иное	2	1
53	некоторые из них	1	1
54	то что было	1	1
55	речь идет не	1	1
56	то есть его	1	1
57	до известной степени	1	1
58	тех или иных	1	1
59	один из них	1	1
60	в известном смысле	2	1
61	входит в область	1	1
62	в связи с	2	1
63	ни на что	1	1
64	время в этой	1	1
65	с другой стороны	4	1
66	не может быть	5	1
67	до наших дней	1	1
68	понимания не только	1	1
69	то же время	3	1
70	человека с его	1	1
71	ни для кого	1	1
72	включает в себя	1	1
73	в себя и	2	1
74	он еще не	1	1
75	в этой системе	1	1
76	друг от друга	1	1
77	в то же	3	1
78	но это не	1	1
79	друг с другом	1	1
80	не только в	2	1
81	он видит в	1	1
82	не представляется возможным	1	1
83	все то что	1	1
84	в какой-то мере	1	1
85	от друга в	1	1
86	к тому же	4	1
