N	3gram	Bakhtin_Pr_2	Problema
1	по отношению к	8	19
2	не может быть	6	11
3	с точки зрения	9	6
4	должно отметить что	1	5
5	в отличие от	1	5
6	в высшей степени	1	5
7	в его целом	3	5
8	в большинстве случаев	2	5
9	не входит в	2	4
10	позицию по отношению	1	4
11	в данном случае	1	4
12	с другой стороны	1	4
13	на самом деле	1	3
14	в самом деле	3	3
15	в этом смысле	5	3
16	можно было бы	1	3
17	может быть только	2	3
18	далеко не всегда	1	3
19	то же время	3	3
20	в том что	4	3
21	в то же	3	3
22	тем не менее	1	3
23	можно сказать что	2	2
24	как и для	1	2
25	момент художественного произведения	1	2
26	и не может	2	2
27	и др в	1	2
28	в лучшем случае	1	2
29	лишь там где	2	2
30	не только в	1	2
31	никогда не может	2	2
32	могут быть поняты	1	2
33	не совпадает с	1	2
34	во всех своих	1	2
35	мы можем сказать	2	2
36	той или иной	3	2
37	не входят в	1	2
38	для того чтобы	1	2
39	в этом отношении	2	2
40	в ее целом	1	1
41	зрения на мир	1	1
42	хотя и не	1	1
43	оно ощущается как	1	1
44	подчеркиваем что дело	1	1
45	точка зрения не	1	1
46	на которой можно	1	1
47	далеко не все	1	1
48	же мы должны	1	1
49	подобно тому как	2	1
50	в том и	1	1
51	отношению к этой	1	1
52	протяжении всего романа	2	1
53	в нем и	1	1
54	можно и должно	1	1
55	но далеко не	1	1
56	ибо только она	1	1
57	как таковая она	1	1
58	до сих пор	2	1
59	и в других	1	1
60	хотя бы и	2	1
61	не может в	1	1
62	в самом произведении	1	1
63	сами по себе	1	1
64	конечно не может	1	1
65	дано в самом	1	1
66	не может иметь	1	1
67	и др и	1	1
68	не было бы	1	1
69	все стороны его	1	1
70	резко отличается от	1	1
71	с самим собою	1	1
72	на то что	2	1
73	что дело идет	1	1
74	здесь же мы	1	1
75	мышления о мире	1	1
76	есть только отдельные	1	1
77	то есть они	2	1
78	показать что и	1	1
79	то время как	1	1
80	но в то	3	1
81	человека из подполья	1	1
82	в меньшей степени	1	1
83	и в его	3	1
84	вырождается и умирает	1	1
85	смысле этого слова	2	1
86	в ней в	1	1
87	отношению к нему	1	1
88	нет дела до	1	1
89	в равной степени	1	1
90	и в этом	6	1
91	по сравнению с	2	1
92	и как бы	2	1
93	и в их	1	1
94	то есть не	1	1
95	становится как бы	1	1
96	в том смысле	1	1
97	мы будем называть	1	1
98	в творчестве достоевского	1	1
99	и в романе	1	1
100	не должна быть	1	1
101	лицом к лицу	1	1
102	и в том	2	1
103	и независимо от	1	1
104	в свое время	2	1
105	то есть только	1	1
106	по себе не	1	1
107	таковая она и	1	1
108	характера и не	1	1
109	выносится за пределы	1	1
110	только в той	1	1
111	с ними в	1	1
112	в него как	1	1
113	таким образом в	2	1
114	в нем но	1	1
115	принципиально не может	1	1
116	в нем нет	1	1
117	в то время	1	1
118	человека и его	2	1
119	чтобы войти в	1	1
120	на протяжении всего	2	1
121	то есть в	8	1
122	отношение к материалу	1	1
123	дело идет о	2	1
124	и в самом	2	1
125	можем сказать что	2	1
126	не может стать	1	1
127	оно может быть	1	1
128	ивана карамазова о	1	1
129	и с точки	1	1
130	в себе все	1	1
131	к слову как	1	1
132	и быть не	1	1
133	которой можно было	1	1
134	и принципиально не	1	1
135	в душе его	1	1
136	действительности то есть	1	1
137	но конечно не	1	1
138	значимости то есть	1	1
139	быть не может	1	1
140	в напряженном и	1	1
141	основе всего этого	1	1
142	она не может	2	1
143	художественном творчестве не	1	1
144	на этот вопрос	1	1
145	дело в том	1	1
146	отметить что в	1	1
147	и на ее	1	1
