N	2gram	Nazirov_Tv_1	Myshleni
1	то что	8	26
2	в этом	6	25
3	что он	6	25
4	потому что	5	21
5	таким образом	5	19
6	в том	7	18
7	не может	4	18
8	и развитие	1	17
9	не только	7	16
10	и в	21	16
11	того что	3	16
12	так как	3	16
13	что в	12	16
14	том что	11	15
15	так же	3	15
16	в сущности	1	13
17	между собой	1	13
18	в процессе	1	13
19	сказать что	2	13
20	по отношению	1	12
21	в области	1	12
22	и что	1	12
23	и не	7	12
24	отношению к	1	12
25	в его	13	11
26	но не	3	10
27	было бы	1	10
28	к осознанию	2	10
29	только в	5	10
30	а не	5	10
31	с помощью	1	10
32	в отношении	1	9
33	может быть	5	9
34	то же	13	8
35	в известном	1	8
36	как и	12	8
37	тем самым	7	8
38	в основе	2	8
39	о том	6	8
40	он не	8	8
41	как это	1	8
42	мы должны	1	8
43	же как	1	7
44	того же	2	7
45	переход от	1	7
46	и есть	1	7
47	представляет собой	3	7
48	в нем	3	7
49	но он	2	7
50	по себе	1	7
51	приводит к	2	7
52	так и	2	7
53	известном смысле	1	7
54	если мы	1	7
55	к объекту	1	7
56	и на	7	6
57	в мысли	1	6
58	но в	7	6
59	умственного развития	1	6
60	в этой	5	6
61	как он	1	6
62	связанные с	1	6
63	но если	3	6
64	не в	2	6
65	что оно	1	6
66	что все	3	6
67	этот вопрос	1	6
68	в школе	1	6
69	у него	7	6
70	развития в	1	6
71	но и	3	6
72	в какой	1	6
73	к тому	2	6
74	в сфере	1	5
75	этой теории	1	5
76	как в	8	5
77	в своем	4	5
78	говорит что	2	5
79	в которой	3	5
80	своем развитии	1	5
81	на все	1	5
82	показывает что	1	5
83	тому что	1	5
84	мысли и	4	5
85	с ним	3	5
86	что с	1	5
87	самого начала	3	5
88	в то	15	5
89	никогда не	3	5
90	с самого	3	5
91	но мы	1	5
92	можно сказать	2	5
93	заключается в	1	5
94	значит что	2	5
95	тот же	2	5
96	хотя бы	5	5
97	для него	6	5
98	тем что	1	5
99	как бы	17	5
100	это значит	1	5
101	еще более	2	5
102	только что	2	5
103	не знает	2	5
104	как известно	1	4
105	уже по	1	4
106	той же	3	4
107	на пороге	1	4
108	что если	1	4
109	время как	1	4
110	не то	2	4
111	в самом	3	4
112	все эти	1	4
