N	3gram	Vygotskiy__3	Psycholo
1	в том что	17	17
2	для того чтобы	7	13
3	с точки зрения	1	10
4	заключается в том	7	10
5	не может быть	2	8
6	с таким образом	1	8
7	так же точно	3	7
8	на то что	3	6
9	то же самое	1	6
10	до сих пор	1	5
11	в этом отношении	3	5
12	что в основе	1	4
13	и той же	2	4
14	сам по себе	1	4
15	можно было бы	5	4
16	так же как	6	4
17	в данном случае	1	4
18	тем не менее	5	4
19	о том что	3	4
20	и в самом	1	4
21	только в том	2	4
22	одной и той	2	4
23	том что она	1	3
24	в том виде	2	3
25	сами по себе	3	3
26	с тем что	3	3
27	точно так же	1	3
28	в том чтобы	1	3
29	приходится иметь дело	1	3
30	в конце концов	1	3
31	в то время	4	3
32	само по себе	2	3
33	что и в	5	3
34	том что в	1	2
35	том виде как	2	2
36	имеет дело с	2	2
37	состоит в том	3	2
38	так как в	1	2
39	подобно тому как	1	2
40	представление о том	1	2
41	как и в	2	2
42	того и другого	2	2
43	и то что	2	2
44	как в основе	1	2
45	то время как	4	2
46	и что в	1	2
47	тому или иному	2	2
48	по сравнению с	3	2
49	которая не может	1	2
50	указывает на то	1	2
51	потому что она	1	2
52	все более и	1	2
53	бы то ни	1	2
54	во всяком случае	4	2
55	этой точки зрения	2	2
56	в этой области	1	2
57	и в том	1	2
58	ни в каком	1	2
59	в свою очередь	2	2
60	того или иного	2	2
61	это значит что	4	2
62	с другой стороны	3	2
63	заключает в себе	2	2
64	более и более	1	2
65	к тому что	1	2
66	только потому что	2	2
67	и того же	4	1
68	не иметь с	1	1
69	не в состоянии	1	1
70	что иное как	1	1
71	которые не могут	1	1
72	не играет никакой	1	1
73	в силу того	2	1
74	пришел к той	1	1
75	мы не сумеем	1	1
76	мы никогда не	2	1
77	всего тем что	1	1
78	с достаточной ясностью	1	1
79	что при такой	1	1
80	в этом смысле	2	1
81	какого бы то	1	1
82	среднее место между	1	1
83	том что при	1	1
84	о том как	1	1
85	в этом случае	1	1
86	может быть отнесена	1	1
87	же как и	4	1
88	видит в этом	1	1
89	принять во внимание	1	1
90	идет не о	1	1
91	имеет в виду	1	1
92	в зависимости от	5	1
93	нам казалось нужным	1	1
94	в отличие от	6	1
95	не имеет никакого	1	1
96	спрашивает как это	1	1
97	тогда когда он	1	1
98	том что их	1	1
99	основе его лежит	1	1
100	кроме того что	1	1
101	за то что	1	1
102	с на этом	1	1
103	по себе как	1	1
104	а с другой	3	1
105	прежде всего тем	1	1
106	может быть распространено	1	1
107	едва ли может	1	1
108	с этой точки	2	1
109	как если бы	1	1
110	силу того что	2	1
111	вместе с тем	10	1
112	всегда имеет дело	1	1
113	по аналогии с	1	1
114	быть столь же	1	1
115	того что они	3	1
116	не могли бы	2	1
117	людей с ее	1	1
118	что он так	1	1
119	же что и	1	1
120	то ни было	1	1
121	так как она	2	1
122	во внимание что	1	1
123	согласны в том	2	1
124	приводит к тому	1	1
125	здесь мы имеем	1	1
126	мы знаем по	1	1
127	в основе его	1	1
128	пускает в ход	1	1
129	и сам начинает	1	1
130	к высшим формам	1	1
131	как раз обратным	1	1
132	с одной стороны	5	1
133	результатов к которым	1	1
134	и все его	1	1
135	склонен думать что	1	1
136	всего могут быть	1	1
137	с тем же	1	1
138	не могут быть	1	1
139	имеем дело с	1	1
140	все же не	1	1
141	в связи с	5	1
142	к той же	1	1
143	во всем этом	1	1
144	в каком случае	1	1
145	снизу вверх от	1	1
146	говорит он но	1	1
147	в основе этого	2	1
148	было бы если	1	1
149	мы могли бы	7	1
150	или правильнее сказать	1	1
151	друг с другом	5	1
152	что с одной	1	1
153	более или менее	1	1
154	есть не что	1	1
155	в процессе восприятия	1	1
156	по себе а	1	1
157	то обстоятельство что	3	1
158	раз обратным образом	1	1
159	к тому или	1	1
160	то что мы	2	1
161	в этом и	2	1
162	виде как она	1	1
163	которого заключается в	1	1
164	связи с этим	1	1
165	и характер его	1	1
166	ничего общего с	1	1
167	и что следовательно	1	1
168	все согласны в	1	1
169	к выводу что	2	1
170	с самого начала	6	1
171	ли может быть	1	1
172	мы думаем что	1	1
173	с помощью которых	7	1
174	выходит за пределы	1	1
175	до какой степени	3	1
176	и независимое от	1	1
177	с тем и	4	1
178	одного и того	4	1
179	именно в этой	1	1
180	друг от друга	1	1
181	непосредственного отношения к	1	1
182	самое существенное для	1	1
183	бы если бы	1	1
184	что оно не	1	1
185	и по пути	1	1
186	исследования показывают что	2	1
187	по этому поводу	1	1
188	не потому что	1	1
189	не что иное	1	1
190	быть отнесена к	1	1
191	то что они	1	1
192	в высшей степени	6	1
193	так как он	1	1
194	к одному и	1	1
195	мы увидим что	1	1
196	тот факт что	5	1
197	ребенка и что	1	1
198	анализ показывает что	1	1
