N	2gram	Losev_Dial_4	slovoVRo
1	в романе	1	46
2	и в	15	39
3	может быть	17	37
4	и т	17	35
5	и его	7	33
6	не только	8	24
7	и не	30	22
8	но и	4	21
9	не может	11	20
10	в нем	5	19
11	до конца	1	17
12	в этом	11	16
13	все это	9	16
14	так и	5	15
15	а не	18	14
16	человек и	1	14
17	отличие от	2	13
18	как в	3	13
19	в процессе	1	13
20	в пределах	1	13
21	во всех	2	12
22	в отличие	1	12
23	в истории	3	11
24	вовсе не	6	10
25	к своему	2	9
26	и с	4	9
27	не в	8	9
28	таким образом	5	8
29	оно не	2	8
30	себя в	2	8
31	прежде всего	11	8
32	точки зрения	14	8
33	еще не	4	7
34	с его	5	7
35	в него	1	7
36	при этом	2	7
37	с ним	3	7
38	никогда не	2	7
39	могут быть	3	7
40	как мы	1	7
41	в его	4	7
42	и даже	6	7
43	и потому	3	7
44	как бы	14	7
45	в сущности	5	6
46	в своем	5	6
47	все же	2	6
48	но в	3	6
49	все эти	3	6
50	в них	2	6
51	как и	7	6
52	она не	4	6
53	человек в	1	6
54	этом случае	1	6
55	жизни и	4	6
56	человека в	1	5
57	это не	12	5
58	том что	10	5
59	по себе	13	5
60	слово и	1	5
61	не могут	2	5
62	но все	2	5
63	той или	4	5
64	мира и	1	5
65	с другой	1	5
66	один из	4	5
67	в том	11	5
68	с ними	4	5
69	с одной	1	5
70	конечно не	2	5
71	уже не	9	5
72	и их	2	5
73	или иной	1	5
74	и для	5	5
75	только в	7	5
76	от него	3	5
77	и все	11	5
78	и наконец	3	5
79	отношения к	3	4
80	в зависимости	1	4
81	его не	1	4
82	и на	5	4
83	отношение к	1	4
84	связанные с	1	4
85	всех этих	1	4
86	то же	9	4
87	слова не	1	4
88	художественный образ	1	4
89	его в	1	4
90	входит в	1	4
91	с другими	1	4
92	ни в	8	4
93	в отношении	2	4
94	не менее	2	4
95	в то	6	4
96	одна из	1	4
97	в основе	10	4
98	или прямо	1	4
99	же время	6	4
100	или как	1	4
101	во всем	2	4
102	зависимости от	1	4
103	что оно	7	4
104	для этого	2	4
105	на образ	1	4
106	поэтому и	1	4
107	для всех	3	4
108	и других	1	4
109	так как	14	4
110	даже и	3	4
111	себя и	3	4
112	на фоне	1	4
113	в той	1	4
114	в смысле	5	4
115	а в	1	4
116	отношении к	2	4
117	как это	2	3
118	должна быть	7	3
119	собственном смысле	2	3
120	той же	5	3
121	человека и	2	3
122	говорить о	11	3
123	в чем	8	3
124	можно прямо	1	3
125	сама по	5	3
126	в собственном	3	3
127	стороны и	1	3
128	перед нами	6	3
129	и как	4	3
130	не приходится	1	3
131	бы и	3	3
132	с их	4	3
133	на этом	3	3
134	сознание и	1	3
135	лишь в	2	3
136	с точки	9	3
137	его от	1	3
138	связи с	1	3
139	в ней	5	3
140	и дальше	1	3
141	к нему	1	3
142	что и	6	3
143	в свете	5	3
144	быть и	3	3
145	в особенности	4	3
146	в свою	3	3
147	смысла и	3	3
148	прямо сказать	1	3
149	если она	2	3
150	как к	1	3
151	в контексте	1	3
152	и от	1	3
153	но это	4	3
154	и часто	2	3
155	и становления	1	3
156	что в	7	3
157	из себя	1	3
158	хотя бы	4	3
159	сказать что	6	3
160	во всяком	2	3
161	можно говорить	2	2
162	к пустой	1	2
163	также и	4	2
164	в сфере	5	2
165	это и	9	2
166	и исторические	1	2
167	ведь и	2	2
168	мы уже	3	2
169	и само	2	2
170	мы не	9	2
171	своими корнями	1	2
172	но она	1	2
173	с ее	10	2
174	конечно и	1	2
175	на них	1	2
176	это возможно	2	2
177	далее в	2	2
178	но как	2	2
179	точка зрения	1	2
180	в новом	1	2
181	за пределы	3	2
182	с этим	3	2
183	кроме того	2	2
184	хотя и	6	2
185	бы только	4	2
186	мировоззрений и	1	2
187	в нашем	1	2
188	в себе	8	2
189	роль в	1	2
190	как он	1	2
191	корнями в	1	2
192	но прежде	1	2
193	т д	15	2
194	он не	1	2
195	художественном образе	1	2
196	в виде	3	2
197	и более	1	2
198	людей и	1	2
199	в нее	1	2
200	конечно в	1	2
201	зрения и	1	2
202	и вне	2	2
203	мы видели	1	2
204	быть также	1	2
205	смысл и	3	2
206	несколько слов	1	2
207	и при	2	2
208	в их	3	2
209	свой смысл	1	2
210	мы сказали	1	2
211	которые в	1	2
212	но он	1	2
213	однако в	2	2
214	даже в	1	2
215	тогда когда	5	2
216	дело в	1	2
217	того как	2	2
218	того чтобы	5	2
219	чем не	1	2
220	смысл его	1	2
221	в одном	4	2
222	в области	3	2
223	и оно	1	2
224	отличается от	1	2
225	свою очередь	2	2
226	на нем	2	2
227	без всякого	2	2
228	его всегда	1	2
229	в себя	5	2
230	в дальнейшем	1	2
231	мы наблюдаем	1	2
232	те же	1	2
233	здесь как	1	2
234	о нем	2	2
235	и здесь	1	2
236	о том	5	2
237	но мы	2	2
238	может не	1	2
239	и темное	1	2
240	что он	7	2
241	почти все	1	2
242	именно на	1	2
243	же и	2	2
244	уже в	1	2
245	и чисто	5	2
246	его и	1	2
247	цели и	1	2
248	для того	5	2
249	то что	16	2
250	не было	2	2
251	именно как	1	2
252	именно в	5	2
253	а именно	6	2
254	и между	1	2
255	сознания для	1	2
256	них и	1	2
257	его как	2	2
258	как о	2	2
259	не всегда	3	2
260	его именно	1	2
261	и слово	2	2
262	в связи	1	2
263	входить в	1	2
264	но оно	1	2
265	слово слово	1	2
266	вместе с	2	2
267	эта идея	1	2
268	это сознание	1	2
269	как вещь	2	2
270	в данном	3	2
271	уходит своими	1	2
272	себя то	1	2
273	и нет	3	2
274	и воля	1	2
275	не знаем	1	2
276	включает в	1	2
277	она может	1	2
278	в точном	1	2
279	или в	7	2
280	в результате	6	2
281	лишь о	1	2
282	в языке	1	2
283	и ни	2	2
284	все они	1	2
285	жизни в	1	2
286	может и	2	2
287	не знает	1	2
288	только о	3	2
289	все что	2	2
290	себя как	3	1
291	смысле слова	1	1
292	нем нет	2	1
293	речь идет	1	1
294	своему пределу	1	1
295	как миф	2	1
296	он может	1	1
297	не уходит	1	1
298	и должны	1	1
299	идет о	1	1
300	и есть	19	1
301	мы говорим	2	1
302	все те	1	1
303	когда это	1	1
304	и этот	1	1
305	а как	2	1
306	есть не	5	1
307	и о	8	1
308	мир не	2	1
309	что уже	2	1
310	место в	1	1
311	он как	1	1
312	и гам	2	1
313	и становление	1	1
314	как не	2	1
315	мы ее	1	1
316	к общему	1	1
317	и говорить	1	1
318	и иначе	1	1
319	и этого	1	1
320	не нужно	2	1
321	он сам	1	1
322	оно стоит	1	1
323	первый план	1	1
324	быть в	5	1
325	утверждения что	1	1
326	как таковая	2	1
327	то мы	3	1
328	не мешало	2	1
329	видели что	1	1
330	объеме и	1	1
331	и чужой	1	1
332	что так	1	1
333	не просто	7	1
334	в едином	1	1
335	чем же	2	1
336	трудно сказать	1	1
337	в одной	1	1
338	своей и	3	1
339	пределах одной	1	1
340	из возможных	2	1
341	целый ряд	1	1
342	однако на	1	1
343	и художественного	1	1
344	этой цели	1	1
345	них но	1	1
346	этой идеи	1	1
347	или иную	2	1
348	в самом	2	1
349	та же	3	1
350	собственное слово	3	1
351	своем историческом	1	1
352	только два	1	1
353	и самый	1	1
354	в этой	4	1
355	объекта в	2	1
356	говорят о	1	1
357	о других	1	1
358	на то	5	1
359	если он	1	1
360	дальше и	1	1
361	и идея	1	1
362	человек не	1	1
363	вообще не	1	1
364	что она	5	1
365	время и	2	1
366	но именно	2	1
367	вокруг себя	1	1
368	и только	2	1
369	и еще	1	1
370	не значит	2	1
371	действии и	2	1
372	раз это	2	1
373	значение может	1	1
374	и по	2	1
375	одно и	1	1
376	как таковое	3	1
377	и специфическое	1	1
378	быть настолько	1	1
379	через все	1	1
380	что мир	1	1
381	об этом	3	1
382	а его	1	1
383	на все	2	1
384	говорить не	1	1
385	это было	2	1
386	для нее	2	1
387	и тем	6	1
388	мог бы	2	1
389	он является	1	1
390	о которых	1	1
391	все равно	2	1
392	можем сказать	2	1
393	на основании	3	1
394	всегда и	3	1
395	ведет к	1	1
396	похоже на	1	1
397	выйти за	5	1
398	воля и	1	1
399	такой же	1	1
400	в один	3	1
401	одного и	1	1
402	и становится	1	1
403	на первый	1	1
404	есть такая	1	1
405	категории в	1	1
406	в своей	3	1
407	сказать так	2	1
408	мысль и	1	1
409	не подвергается	1	1
410	моменты которые	1	1
411	и без	2	1
412	с идеей	1	1
413	бесконечным разнообразием	1	1
414	она в	3	1
415	исторического становления	1	1
416	себе а	1	1
417	мы теперь	2	1
418	основе ее	1	1
419	этих моментов	1	1
420	тем не	2	1
421	возможно только	3	1
422	она или	1	1
423	вещей и	1	1
424	если нет	1	1
425	этого мало	1	1
426	и вся	1	1
427	и определенный	1	1
428	без него	1	1
429	и одной	1	1
430	как будет	1	1
431	категория в	1	1
432	о значении	1	1
433	с которой	1	1
434	не о	4	1
435	и притом	3	1
436	на себе	5	1
437	и специфичность	1	1
438	они же	1	1
439	непосредственно и	2	1
440	и имеет	1	1
441	понимать его	1	1
442	в нас	1	1
443	нельзя даже	1	1
444	дело не	1	1
445	иметь в	2	1
446	во всякой	1	1
447	самого по	1	1
448	их значение	1	1
449	и уже	4	1
450	следовательно и	1	1
451	ничего не	17	1
452	это то	1	1
453	ее с	1	1
454	она имеет	1	1
455	прежде чем	2	1
456	но теперь	1	1
457	что возможно	1	1
458	эти три	1	1
459	или иных	1	1
460	к себе	1	1
461	в духе	1	1
462	лежащий в	1	1
463	и должно	1	1
464	самостоятельности и	2	1
465	лежит в	3	1
466	как только	5	1
467	указать на	1	1
468	в недрах	1	1
469	всего что	1	1
470	на самый	1	1
471	не предполагает	1	1
472	с образом	1	1
473	и это	8	1
474	некоторой степени	1	1
475	как они	1	1
476	а предмет	1	1
477	то она	1	1
478	в виду	9	1
479	как один	1	1
480	в окружающем	1	1
481	всего этого	1	1
482	чтобы быть	1	1
483	нет никакой	1	1
484	и может	2	1
485	невозможно никакое	1	1
486	на том	1	1
487	и себе	1	1
488	эту границу	1	1
489	и которые	1	1
490	как между	1	1
491	как таковую	1	1
492	личности на	5	1
493	всех возможных	1	1
494	в последней	1	1
495	это как	2	1
496	одно из	1	1
497	чтобы понять	1	1
498	но такая	1	1
499	этого сознания	1	1
500	образом в	1	1
501	действительность и	1	1
502	никогда и	2	1
503	и личность	1	1
504	другими словами	5	1
505	определенным образом	1	1
506	никак не	2	1
507	с другим	1	1
508	и что	9	1
509	миф в	1	1
510	можно сказать	5	1
511	мы понимаем	1	1
512	должно было	1	1
513	всех своих	1	1
514	нем не	1	1
515	тем или	2	1
516	смысле не	1	1
517	когда оно	1	1
518	во всей	2	1
519	становится теперь	1	1
520	от этих	2	1
521	и нельзя	2	1
522	и следовательно	3	1
523	знания и	5	1
524	человека как	1	1
525	и об	3	1
526	в лучшем	1	1
527	и она	1	1
528	не зная	1	1
529	того что	13	1
530	одной из	2	1
531	и ее	8	1
532	их не	1	1
533	в качестве	2	1
534	идея но	1	1
535	чаще всего	1	1
536	с какой	1	1
537	есть чисто	1	1
538	ибо все	1	1
539	с нею	1	1
540	на всем	1	1
541	не можем	1	1
542	так можно	1	1
543	говорить об	2	1
544	пусть это	1	1
545	своим собственным	2	1
546	значение и	1	1
547	к слову	1	1
548	а это	2	1
549	рано или	1	1
550	оно всегда	1	1
551	единая и	1	1
552	но есть	1	1
553	за ним	1	1
554	в конце	1	1
555	не для	1	1
556	с этими	1	1
557	есть необходимый	1	1
558	до некоторой	1	1
559	мы можем	3	1
560	случае не	2	1
561	как раз	4	1
562	тем что	2	1
563	науки в	1	1
564	становление и	2	1
565	вне ее	1	1
566	которое может	1	1
567	или поздно	1	1
568	не были	1	1
569	моментов и	1	1
570	говорим о	1	1
571	или иначе	2	1
572	с той	2	1
573	нашем случае	1	1
574	значений и	1	1
575	пределы и	1	1
576	на которые	1	1
577	мы еще	2	1
578	души и	1	1
579	что не	3	1
580	неотделим от	1	1
581	говорит о	3	1
582	должно быть	2	1
583	превращается в	1	1
584	нужно сказать	1	1
585	это взаимоотношение	1	1
586	в подлинном	1	1
587	самое слово	1	1
588	однако и	1	1
589	другой стороны	2	1
590	именно так	2	1
591	как ни	1	1
592	все время	1	1
593	одно а	1	1
594	отнюдь не	4	1
595	когда она	3	1
596	или с	1	1
597	мира в	1	1
598	ближе к	1	1
599	мы находим	2	1
600	я говорю	2	1
601	заложенная в	1	1
602	в частности	2	1
603	о себе	1	1
604	в непрерывном	1	1
605	даже не	2	1
606	только его	2	1
607	обладает совершенно	1	1
608	нет ни	3	1
609	не одно	1	1
610	который мы	1	1
611	типах и	1	1
612	этого необходимо	1	1
613	быть только	1	1
614	да и	2	1
615	ней не	1	1
616	здоровья и	1	1
617	находить и	1	1
618	единственно возможная	1	1
619	только для	3	1
620	при условии	2	1
621	того или	2	1
622	в наше	1	1
623	тех или	4	1
624	не является	1	1
625	за его	2	1
626	и грубых	1	1
627	судьбы и	1	1
628	слова но	1	1
629	сознания и	3	1
630	в силах	1	1
631	поэтический образ	3	1
632	себя самого	1	1
633	это так	1	1
634	или нет	3	1
635	уже нет	3	1
636	нисколько не	2	1
637	в который	1	1
638	нами не	1	1
639	лучшем случае	1	1
640	мира он	1	1
641	возможно лишь	2	1
642	здесь о	1	1
643	в символе	1	1
644	что под	1	1
645	что такое	5	1
646	в своих	1	1
647	только не	3	1
648	мы всегда	2	1
649	к этому	3	1
650	гораздо более	1	1
651	которая не	2	1
