N	2gram	Tiupa_Lite_3	Marksizm
1	может быть	12	28
2	и в	16	19
3	как бы	8	19
4	и не	22	19
5	в процессе	1	18
6	не может	8	18
7	точки зрения	7	17
8	то же	9	16
9	и его	6	16
10	как мы	2	15
11	в этом	14	15
12	языка и	1	15
13	так сказать	1	14
14	лишь в	5	14
15	не только	14	13
16	с точки	3	13
17	связи с	2	13
18	речевого общения	1	12
19	в нем	2	11
20	высказывания и	1	11
21	если бы	2	11
22	вовсе не	1	11
23	не в	10	10
24	так и	9	10
25	и т.п	6	10
26	но и	14	10
27	том что	8	10
28	самом деле	3	9
29	при этом	15	9
30	как и	5	9
31	для него	2	9
32	в основе	5	9
33	а не	12	9
34	с его	6	8
35	по отношению	4	8
36	в то	9	8
37	же время	7	8
38	только в	7	8
39	отнюдь не	3	8
40	отношению к	4	8
41	на самом	1	7
42	его в	2	7
43	и более	1	7
44	никогда не	4	7
45	в том	12	7
46	прежде всего	3	7
47	в связи	1	7
48	и для	4	7
49	но в	3	7
50	в таком	1	7
51	мы уже	1	6
52	во всех	2	6
53	и как	3	6
54	в самом	3	6
55	слова и	1	6
56	того чтобы	2	6
57	к тому	6	6
58	для того	2	6
59	же самое	2	6
60	между тем	3	6
61	более того	3	6
62	и все	1	6
63	хотя бы	1	6
64	ни было	2	6
65	в свою	2	6
66	того же	2	5
67	и на	2	5
68	все же	2	5
69	то ни	2	5
70	на этой	1	5
71	лишь на	2	5
72	в данном	4	5
73	в их	1	5
74	свою очередь	1	5
75	к нему	1	5
76	в его	6	5
77	этой почве	1	5
78	отношении к	1	5
79	или иной	2	5
80	в той	1	5
81	в контексте	1	5
82	и того	1	5
83	совершенно не	3	5
84	к этому	2	5
85	так же	2	5
86	все те	1	4
87	и ее	2	4
88	слова о	1	4
89	бы то	2	4
90	конечно не	1	4
91	только на	1	4
92	в себе	6	4
93	на то	2	4
94	в единстве	3	4
95	значение в	1	4
96	это не	5	4
97	было бы	2	4
98	и тем	3	4
99	в слове	3	4
100	этой связи	1	4
101	тому что	1	4
102	в отношении	1	4
103	и т.д	1	4
104	той или	2	4
105	для себя	2	4
106	по мере	1	4
107	того что	9	4
108	с ними	2	4
109	что он	5	4
110	речь в	1	4
111	и их	1	4
112	как раз	2	4
113	влияние на	1	4
114	бы в	1	4
115	то что	12	4
116	сказать что	1	4
117	и то	1	3
118	в котором	1	3
119	и до	1	3
120	исходит из	1	3
121	в ней	1	3
122	еще не	6	3
123	столь же	1	3
124	в ее	5	3
125	отличие от	5	3
126	за пределы	1	3
127	в истории	1	3
128	с этим	1	3
129	перед нами	1	3
130	в этой	8	3
131	он не	1	3
132	не к	1	3
133	не как	2	3
134	в корне	1	3
135	здесь мы	1	3
136	в другом	6	3
137	той же	3	3
138	с другими	1	3
139	по себе	2	3
140	в этих	1	3
141	в своей	7	3
142	в отличие	5	3
143	мысли и	1	3
144	в устах	1	3
145	не имеет	1	3
146	для всего	1	3
147	у нас	2	3
148	для его	3	3
149	не есть	1	3
150	о том	6	3
151	что и	2	3
152	в двух	1	3
153	одной из	1	3
154	не идет	1	3
155	с одной	4	3
156	в качестве	5	3
157	его из	1	3
158	так как	1	3
159	с другой	6	3
160	в живом	2	3
161	связано с	1	3
162	не было	1	3
163	одной стороны	4	3
164	как целого	1	3
165	должно быть	4	3
166	и от	1	3
167	слово для	1	3
168	как система	1	3
169	сознания и	2	3
170	а в	5	3
171	отношения к	3	2
172	одним из	4	2
173	от своего	1	2
174	вопрос о	2	2
175	и он	1	2
176	он был	1	2
177	иное как	1	2
178	высказывание и	1	2
179	между внутренним	1	2
180	теории высказывания	1	2
181	основная задача	1	2
182	что они	1	2
183	определяется не	1	2
184	независимо от	1	2
185	стороны и	2	2
186	в своем	1	2
187	более или	1	2
188	в нашем	1	2
189	бы не	1	2
190	тому же	5	2
191	соприкасается с	1	2
192	значительной степени	1	2
193	выражение и	1	2
194	им как	1	2
195	и с	2	2
196	на все	1	2
197	то есть	5	2
198	ощущается как	1	2
199	на протяжении	1	2
200	в жизни	8	2
201	зрения говорящего	1	2
202	далеко не	2	2
203	и потому	2	2
204	он и	2	2
205	и тогда	2	2
206	или менее	1	2
207	нас не	1	2
208	установка на	2	2
209	место в	4	2
210	как от	1	2
211	как о	2	2
212	которых и	1	2
213	слова как	1	2
214	лишь при	1	2
215	и является	1	2
216	сказать изнутри	1	2
217	и о	1	2
218	но по	1	2
219	не с	2	2
220	здесь как	2	2
221	ориентировано на	2	2
222	и даже	2	2
223	в определенном	1	2
224	в значительной	1	2
225	лишь как	1	2
226	все время	3	2
227	в самый	2	2
228	но не	4	2
229	себя в	7	2
230	и у	1	2
231	уже в	1	2
232	свидетельствует о	1	2
233	за бортом	2	2
234	слово как	1	2
235	друг друга	1	2
236	у него	1	2
237	тем что	2	2
238	внутреннего мира	1	2
239	это будет	2	2
240	этом как	1	2
241	именно в	5	2
242	ведь все	1	2
243	бытия в	2	2
244	а с	1	2
245	что не	2	2
246	они не	1	2
247	до конца	4	2
248	не на	1	2
249	у такого	1	2
250	о чем	3	2
251	и всякое	1	2
252	все более	2	2
253	вместе с	5	2
254	ко всем	1	2
255	к его	1	2
256	xix века	2	2
257	там где	3	2
