N	2gram	Vygotskiy__1	Russkaja
1	не может	17	22
2	и не	16	19
3	в том	30	17
4	в этом	12	17
5	и в	31	14
6	то что	32	13
7	то же	5	11
8	точки зрения	15	11
9	таким образом	20	11
10	в то	5	10
11	но и	2	10
12	в себе	4	9
13	не только	13	9
14	том что	16	9
15	с точки	2	9
16	может быть	22	9
17	церкви и	1	9
18	во всяком	8	9
19	того чтобы	7	8
20	прежде всего	4	8
21	русской интеллигенции	2	8
22	как на	3	8
23	самом деле	9	7
24	отнюдь не	6	7
25	и если	4	7
26	и с	2	7
27	к тому	4	7
28	не будет	3	7
29	о том	7	7
30	мы должны	1	7
31	если в	1	6
32	в своем	3	6
33	и к	3	6
34	с тем	3	6
35	в своих	4	6
36	и при	1	6
37	признать что	1	6
38	если бы	6	6
39	все это	8	6
40	и для	5	6
41	для того	6	6
42	что он	7	6
43	всяком случае	6	6
44	для всех	4	6
45	для него	1	6
46	на самом	2	6
47	вопрос о	3	5
48	и на	1	5
49	между собой	1	5
50	во всех	1	5
51	на то	10	5
52	в нем	2	5
53	при этом	19	5
54	он не	3	5
55	он должен	1	5
56	было бы	6	5
57	в своей	3	5
58	никогда не	8	5
59	потому что	10	5
60	между тем	4	5
61	а потому	3	5
62	и только	3	5
63	только в	14	5
64	хотя бы	1	5
65	конечно не	1	5
66	до сих	3	5
67	себя и	2	5
68	из которых	3	5
69	по существу	4	5
70	сих пор	3	5
71	а в	6	5
72	жизни в	1	5
73	и то	2	4
74	бы то	1	4
75	но не	3	4
76	все же	5	4
77	более или	2	4
78	не в	11	4
79	в этой	3	4
80	в корне	1	4
81	тому чтобы	3	4
82	в совершенно	4	4
83	том случае	2	4
84	его в	2	4
85	как и	16	4
86	которой он	1	4
87	или менее	2	4
88	в их	1	4
89	точку зрения	3	4
90	тогда когда	5	4
91	во всем	3	4
92	ли это	2	4
93	от того	3	4
94	не могут	3	4
95	когда они	1	4
96	приводит к	2	4
97	идет речь	1	4
98	в мире	1	4
99	в его	6	4
100	так как	18	4
101	со стороны	4	4
