N	2gram	Vinokur_Ku_3	Istorich
1	и в	23	24
2	не только	17	21
3	что он	6	21
4	и т	54	17
5	т д	8	16
6	т е	32	16
7	может быть	14	14
8	не может	6	14
9	что в	13	13
10	в этих	2	13
11	мы имеем	2	12
12	как в	4	12
13	в этом	16	12
14	и здесь	2	12
15	но и	3	11
16	это не	3	10
17	том что	11	10
18	и что	7	10
19	мы видим	1	10
20	а в	5	10
21	все же	5	9
22	с другой	7	9
23	не в	5	9
24	о том	6	9
25	потому что	12	9
26	и другие	1	9
27	то же	6	8
28	еще не	9	8
29	показывает что	1	8
30	что и	6	8
31	так как	9	8
32	другой стороны	3	8
33	а не	11	8
34	все это	2	8
35	эти случаи	1	7
36	то что	4	7
37	в первую	3	7
38	таким образом	9	7
39	мы видели	3	7
40	к нему	1	7
41	что здесь	1	7
42	один из	4	7
43	в том	22	7
44	вместе с	2	7
45	что это	3	6
46	но не	3	6
47	как он	2	6
48	он не	3	6
49	всех этих	1	6
50	как и	5	6
51	уже выше	5	6
52	для нас	4	6
53	показывают что	1	6
54	а именно	3	6
55	того что	11	6
56	только в	6	6
57	тем что	5	6
58	так же	2	6
59	с этой	3	6
60	во время	1	6
61	мы увидим	1	6
62	задачи в	1	5
63	то это	3	5
64	в чем	5	5
65	с одной	4	5
66	отношение к	3	5
67	но в	2	5
68	имеем в	1	5
69	что она	5	5
70	здесь мы	1	5
71	не менее	12	5
72	в русской	1	5
73	дело не	2	5
74	ничего не	6	5
75	так и	6	5
76	этих задач	1	5
77	одной стороны	4	5
78	там где	3	5
79	в тех	2	5
80	же как	1	4
81	мы не	3	4
82	тех случаях	1	4
83	как бы	5	4
84	при этом	6	4
85	но все	2	4
86	не всегда	1	4
87	точки зрения	23	4
88	в их	6	4
89	своего рода	2	4
90	тем не	9	4
91	по существу	3	4
92	не имеет	3	4
93	никогда не	1	4
94	совершенно ясно	2	4
95	так в	2	4
96	на вопрос	3	4
97	то не	2	4
98	после того	6	4
99	с того	1	4
100	то и	2	4
101	вовсе не	5	4
102	если не	1	4
103	в данном	7	4
104	и не	10	4
105	случаях когда	1	4
106	мы должны	3	4
107	одной из	1	4
108	есть и	1	4
109	например в	1	3
110	в различных	2	3
111	тогда как	1	3
112	что они	2	3
113	кроме того	2	3
114	хотя и	5	3
115	когда он	2	3
116	из этих	5	3
117	в дальнейшем	2	3
