N	2gram	Propp_Russ_1	Formalny
1	и в	36	38
2	в этом	12	27
3	т е	17	26
4	может быть	8	23
5	и его	1	21
6	и пр	2	21
7	таким образом	6	20
8	и не	6	20
9	и т	10	14
10	не может	4	14
11	в нем	2	13
12	связи с	4	13
13	но и	16	13
14	в пределах	1	12
15	с его	1	11
16	с тем	8	11
17	в том	17	11
18	в его	2	10
19	в связи	4	10
20	не только	22	9
21	при этом	6	9
22	и с	2	9
23	как и	10	9
24	т п	1	9
25	на почве	1	9
26	самом деле	1	8
27	отнюдь не	2	8
28	все же	5	8
29	точки зрения	3	8
30	так и	7	8
31	что и	7	8
32	тем что	4	8
33	в первом	1	7
34	как мы	10	7
35	с точки	3	7
36	во втором	1	7
37	уже не	6	7
38	этом отношении	1	7
39	в других	11	7
40	не могут	1	7
41	по существу	4	7
42	что в	19	7
43	и ее	1	6
44	в ней	2	6
45	в истории	1	6
46	все эти	2	6
47	в этой	1	6
48	то же	3	6
49	было бы	1	6
50	он не	1	6
51	в их	4	6
52	могут быть	2	6
53	только в	4	6
54	то что	6	6
55	не было	2	6
56	вместе с	10	6
57	а не	2	6
58	а в	9	6
59	по преимуществу	1	5
60	должна быть	1	5
61	в первый	4	5
62	говорить о	1	5
63	всего этого	1	5
64	во всех	4	5
65	в общем	1	5
66	т д	9	5
67	в то	1	5
68	в основе	1	5
69	ни о	1	5
70	если бы	1	5
71	что он	1	5
72	всяком случае	1	5
73	с этим	2	5
74	и для	2	5
75	во всяком	1	5
76	что они	7	4
77	независимо от	2	4
78	как в	5	4
79	и наконец	1	4
80	и к	3	4
81	не как	1	4
82	его от	2	4
83	как они	2	4
84	входит в	4	4
85	мы видели	1	4
86	не столько	1	4
87	ничего не	3	4
88	к тому	4	4
89	в дальнейшем	2	4
90	но в	2	4
91	по учению	1	4
92	и теперь	1	4
93	в большинстве	2	4
94	что не	1	4
95	за счет	2	4
96	из них	8	4
97	так как	15	4
98	не о	1	4
99	в особенности	2	4
100	в некоторых	4	4
101	там где	2	4
102	пр и	1	4
103	как бы	5	4
104	оно не	1	4
105	к этому	4	4
106	они не	1	4
107	например в	2	3
108	же как	1	3
109	тем же	1	3
110	и до	2	3
111	из всего	1	3
112	мы не	6	3
113	зависимости от	1	3
114	и на	10	3
115	значение и	2	3
116	если в	3	3
117	однако не	1	3
118	хотя и	2	3
119	и как	2	3
120	от этого	1	3
121	не приходится	1	3
122	что это	3	3
123	в целом	2	3
124	из этих	4	3
125	только на	3	3
126	всех этих	2	3
127	смысла в	1	3
128	главным образом	2	3
129	его в	1	3
130	для них	3	3
131	он и	1	3
132	такой же	2	3
133	место в	1	3
134	однако и	1	3
135	не является	1	3
136	в области	3	3
137	но все	3	3
138	его с	4	3
139	так в	4	3
140	и здесь	2	3
141	должно было	2	3
142	к нему	1	3
143	того что	4	3
144	в какой	2	3
145	то и	1	3
146	большинстве случаев	2	3
147	мы знаем	1	3
148	и их	4	3
149	слова в	3	3
150	каждый из	1	3
151	и др	4	3
152	их к	2	3
153	это приводит	1	3
154	и смысла	1	3
155	быть и	2	3
156	все это	6	3
157	на самом	2	3
158	или в	2	3
159	и все	1	3
160	жизни и	1	3
161	и методы	1	2
162	можно говорить	2	2
163	между двумя	2	2
164	к другому	2	2
165	они были	2	2
166	это время	2	2
167	он был	2	2
168	совсем не	1	2
169	но не	2	2
170	а только	1	2
171	очевидно что	1	2
172	он пишет	1	2
173	отличие от	1	2
174	ни одна	1	2
175	что именно	2	2
176	перед нами	1	2
177	кроме того	1	2
178	та же	2	2
179	в которой	1	2
180	уже в	1	2
181	борьбы с	2	2
182	состоит в	8	2
183	не к	1	2
184	и более	2	2
185	и по	8	2
186	на этом	3	2
187	они должны	1	2
188	разница между	2	2
189	но совершенно	1	2
190	от одного	1	2
191	должен был	1	2
192	и тем	1	2
193	ни в	1	2
194	от него	1	2
195	в развитии	1	2
196	смысл и	1	2
197	том что	19	2
198	в этих	3	2
199	не так	1	2
200	во второй	1	2
201	представление о	3	2
202	в отличие	1	2
203	должны были	2	2
204	их в	3	2
205	не могли	1	2
206	для этого	2	2
