N	2gram	Tiupa_Lite_3	Vladivir
1	вл соловьева	1	152
2	и в	16	30
3	в году	5	24
4	в этом	14	20
5	то что	12	20
6	у него	1	19
7	и не	22	18
8	в том	12	18
9	и с	2	14
10	что он	5	13
11	в конце	2	13
12	не только	14	12
13	том что	8	12
14	у вл	1	12
15	что в	2	12
16	как мы	2	11
17	в его	6	11
18	а в	5	11
19	сказать что	1	11
20	а также	4	10
21	не было	1	10
22	и даже	2	10
23	все же	2	9
24	было бы	2	9
25	не в	10	9
26	в то	9	9
27	не может	8	9
28	для него	2	9
29	потому что	3	9
30	в своем	1	8
31	но в	3	8
32	связи с	2	8
33	но и	14	8
34	в связи	1	8
35	вместе с	5	8
36	до конца	4	7
37	то есть	5	7
38	точки зрения	7	7
39	никогда не	4	7
40	не менее	2	7
41	в эти	1	7
42	может быть	12	7
43	а не	12	7
44	как это	3	7
45	для нас	1	7
46	и все	1	7
47	он был	1	6
48	соловьева с	1	6
49	хотя и	4	6
50	и к	3	6
51	в себе	6	6
52	в москве	1	6
53	тем не	1	6
54	и его	6	6
55	у нас	2	6
56	только в	7	6
57	а именно	5	6
58	еще и	2	6
59	прежде всего	3	6
60	о чем	3	6
61	к этому	2	6
62	жизни и	3	6
63	того же	2	5
64	и то	1	5
65	и я	1	5
66	с этим	1	5
67	то в	3	5
68	при этом	15	5
69	как и	5	5
70	в своей	7	5
71	в котором	1	5
72	по себе	2	5
73	так как	1	5
74	к концу	1	5
75	для себя	2	5
76	так и	9	5
77	того что	9	5
78	так что	1	5
79	как бы	8	5
80	все это	1	5
81	из этого	1	5
82	то же	9	4
83	той же	3	4
84	я не	2	4
85	то это	2	4
86	и он	1	4
87	в ней	1	4
88	и на	2	4
89	время в	2	4
90	с его	6	4
91	отношение к	2	4
92	в целом	5	4
93	в этой	8	4
94	и если	4	4
95	на его	3	4
96	в нем	2	4
97	он не	1	4
98	содержит в	1	4
99	его в	2	4
100	несмотря на	2	4
101	мы с	2	4
102	в этих	1	4
103	разного рода	1	4
104	не есть	1	4
105	и о	1	4
106	здесь не	2	4
107	можно сказать	2	4
108	о том	6	4
109	конечно не	1	4
110	вовсе не	1	4
111	для меня	2	4
112	со стороны	7	4
113	именно в	5	4
114	в те	1	4
115	так же	2	4
116	с этой	2	4
117	но это	1	4
118	в начале	4	4
119	и наконец	3	4
120	на этот	1	4
121	отношения к	3	3
122	последний год	1	3
123	едва ли	3	3
124	и вот	2	3
125	быть в	1	3
126	во всех	2	3
127	но не	4	3
128	отличие от	5	3
129	как в	5	3
130	что касается	1	3
131	и как	3	3
132	более или	1	3
133	так или	2	3
134	им в	2	3
135	в последний	1	3
136	только одно	1	3
137	в них	1	3
138	должно быть	4	3
139	или менее	1	3
140	в отношении	1	3
141	с точки	3	3
142	не столько	1	3
143	в отличие	5	3
144	что я	5	3
145	но он	1	3
146	в россии	1	3
147	вплоть до	2	3
148	а а	1	3
149	же время	7	3
150	в области	3	3
151	он и	2	3
152	когда мы	1	3
153	что и	2	3
154	вообще в	1	3
155	владимира соловьева	4	3
156	уже не	3	3
157	я в	7	3
158	уже в	1	3
159	здесь мы	1	3
160	или иначе	2	3
161	наконец в	3	3
162	не говоря	4	3
163	нет ничего	1	3
164	из трех	1	3
165	в данном	4	3
166	по существу	4	3
167	своей жизни	2	3
168	под названием	1	3
169	и для	4	3
170	еще более	1	3
171	хотя бы	1	3
172	но вот	1	3
173	в свою	2	3
174	в таком	1	3
175	я и	10	2
176	полемика с	2	2
177	всем и	1	2
178	и есть	1	2
179	и до	1	2
180	из его	1	2
181	что эти	1	2
182	приходит к	1	2
183	мы уже	1	2
184	его не	1	2
185	еще на	2	2
186	жизни по	1	2
187	не вполне	2	2
188	как я	1	2
189	в будущем	1	2
190	в общем	1	2
191	себе и	1	2
192	он пишет	1	2
193	я должен	1	2
194	это тоже	1	2
195	и хотя	1	2
196	в самом	3	2
197	еще один	2	2
198	как он	1	2
199	на то	2	2
200	мысли и	1	2
201	том чтобы	2	2
202	и сам	2	2
203	это значит	1	2
204	в работе	2	2
205	на все	1	2
206	о в	1	2
207	это не	5	2
208	он все	2	2
209	кажется что	1	2
210	этого не	1	2
211	с тем	1	2
212	говорится о	1	2
213	еще в	3	2
214	нисколько не	1	2
215	на первый	1	2
