N	2gram	Losev_Prob_5	Istorich
1	и т	1	27
2	и в	30	26
3	т д	1	24
4	так же	5	18
5	то что	18	16
6	не только	18	15
7	может быть	7	14
8	что в	5	14
9	но и	13	12
10	так и	7	10
11	таким образом	13	10
12	и его	6	10
13	что он	7	10
14	при помощи	6	10
15	все же	9	9
16	его в	6	9
17	что и	6	9
18	так как	6	9
19	и не	12	9
20	то же	2	8
21	а в	6	8
22	мы имеем	2	7
23	в этом	17	7
24	он не	3	7
25	об этом	4	7
26	как и	7	7
27	на небо	8	7
28	их в	1	7
29	нас к	1	7
30	как в	2	7
31	что здесь	2	7
32	в качестве	4	7
33	превращается в	1	7
34	и то	5	6
35	еще не	3	6
36	что они	3	6
37	не всегда	3	6
38	таким же	1	6
39	мы можем	5	6
40	могут быть	1	6
41	в дальнейшем	7	6
42	к нему	3	6
43	потому что	13	6
44	а не	5	6
45	не может	5	6
46	вместе с	7	6
47	когда он	2	6
48	это и	1	5
49	мы уже	1	5
50	но не	7	5
51	и как	6	5
52	но в	9	5
53	уже не	6	5
54	и только	2	5
55	в силу	5	5
56	и по	1	5
57	но все	4	5
58	в другом	3	5
59	и с	5	5
60	это не	2	5
61	к которым	1	5
62	не в	7	5
63	точно так	3	5
64	ничего не	2	5
65	и у	5	5
66	как мы	2	5
67	и здесь	1	5
68	и что	6	5
69	в его	12	5
70	с ними	1	5
71	в одном	3	5
72	у него	11	5
73	тем что	2	5
74	имеется у	1	5
75	до сих	2	5
76	и др	1	5
77	из которых	1	5
78	сих пор	2	5
79	мы должны	1	5
80	к этому	2	5
81	вопрос о	1	4
82	на себя	1	4
83	не просто	5	4
84	его на	2	4
85	в этот	1	4
86	он в	3	4
87	но он	5	4
88	в своей	22	4
89	что этот	5	4
90	даже в	1	4
91	того как	5	4
92	указывает на	3	4
93	здесь не	7	4
94	огонь и	4	4
95	о том	12	4
96	и даже	14	4
97	дает ему	2	4
98	вовсе не	8	4
99	с другой	6	4
100	а на	1	4
101	а по	1	4
102	все что	2	4
103	этот мотив	4	4
104	в тех	1	4
105	другой стороны	6	4
106	что иное	3	3
107	не сразу	1	3
108	из этих	1	3
109	этого мотива	1	3
110	только тогда	3	3
111	к своей	1	3
112	в одной	2	3
113	перед нами	1	3
114	его к	1	3
115	все эти	2	3
116	на то	2	3
117	и если	1	3
118	на его	2	3
119	что она	1	3
120	при этом	4	3
121	он должен	1	3
122	что у	5	3
123	на земле	9	3
124	что ни	1	3
125	путем трения	1	3
126	те же	1	3
127	должен был	1	3
128	не мог	4	3
129	том что	17	3
130	от своего	1	3
131	и при	1	3
132	и более	2	3
133	как это	1	3
134	что эта	1	3
135	не имеет	1	3
136	на котором	1	3
137	на него	2	3
138	в русской	3	3
139	плен и	1	3
140	на волю	1	3
141	во всем	1	3
142	связи с	7	3
143	к себе	1	3
144	есть только	3	3
145	все еще	4	3
146	и он	4	3
147	она не	1	3
148	данном случае	2	3
149	это для	1	3
150	в образе	1	3
151	в религии	1	3
152	иное как	3	3
153	а также	3	3
154	в другой	1	3
155	в том	12	3
156	мы увидим	1	3
157	только в	9	3
158	или же	2	3
159	и других	1	3
160	а именно	12	3
161	не на	1	3
162	о чем	1	3
163	там где	1	3
164	входить в	1	3
165	к своему	1	3
166	в данном	2	3
167	наряду с	2	3
168	как бы	6	3
169	по существу	2	3
170	или в	4	3
171	для нас	10	3
172	всякого рода	2	3
173	но это	1	3
174	только что	1	3
175	же в	3	3
176	не что	3	3
177	и другие	3	3
178	такую же	2	2
179	и есть	1	2
180	и за	2	2
181	по его	2	2
182	а как	1	2
183	пока только	1	2
184	ему в	1	2
185	за это	5	2
186	или от	1	2
187	то мы	1	2
188	тех же	1	2
189	к ним	1	2
190	отношение к	2	2
191	тут же	6	2
192	в этой	10	2
193	с этим	1	2
194	в своем	11	2
195	этой стороны	1	2
196	хотя и	8	2
197	это происходило	1	2
198	конечно не	2	2
199	что это	1	2
200	в главе	1	2
201	право на	1	2
202	в себе	4	2
203	имеем в	1	2
204	в нем	6	2
205	задний план	1	2
206	от которого	1	2
207	же это	1	2
208	не к	2	2
209	содержит в	1	2
210	так например	1	2
211	такого же	3	2
212	здесь мы	1	2
213	главным образом	1	2
214	хотя бы	2	2
215	было бы	4	2
216	из них	2	2
217	и тем	3	2
218	стоит на	1	2
219	с тем	5	2
220	здесь можно	1	2
221	нечто подобное	1	2
222	земли и	2	2
223	и их	5	2
224	при изучении	1	2
225	можно найти	6	2
226	что я	1	2
227	тем не	5	2
228	все это	1	2
229	однако в	3	2
230	по себе	2	2
231	не менее	5	2
232	в таких	2	2
233	меня я	1	2
234	или другие	1	2
235	небом и	1	2
236	это мы	1	2
237	в брак	2	2
238	по своей	2	2
239	в области	2	2
240	от того	1	2
241	у нас	7	2
242	не могут	2	2
243	его с	1	2
244	и стали	1	2
245	и этим	1	2
246	никогда не	7	2
247	том как	1	2
248	и на	6	2
249	имеется в	1	2
250	основана на	1	2
251	мы читаем	6	2
252	другими словами	1	2
253	или на	1	2
254	после того	3	2
255	от них	2	2
256	этот момент	1	2
257	в форме	1	2
258	того что	3	2
259	содержится в	1	2
260	этот факт	1	2
261	так что	11	2
262	уже в	2	2
263	и они	2	2
264	в виде	10	2
265	есть в	2	2
266	тогда он	1	2
267	ни в	4	2
268	в других	3	2
269	даже и	4	2
270	земле в	1	2
271	говорит о	7	2
272	ниже в	1	2
273	то здесь	1	2
274	с помощью	2	2
275	в частности	4	2
276	он говорит	2	2
277	и вот	1	2
278	такого рода	2	2
279	с этой	2	2
280	между прочим	1	2
281	в который	1	2
282	но для	2	2
283	это уже	2	2
284	только одна	1	2
285	в связи	7	2
286	на задний	1	2
287	это он	1	2
288	от него	1	2
289	и все	9	2
290	этот вопрос	1	2
291	сказать что	9	2
292	на это	1	2
293	в роли	2	2
294	увидим ниже	1	1
295	в упомянутой	1	1
296	людей на	1	1
297	силы и	1	1
298	даже если	1	1
299	почти не	1	1
300	своим конем	1	1
301	к другому	1	1
302	из его	1	1
303	огня с	2	1
304	их и	1	1
305	оттого что	1	1
306	происходит диалог	1	1
307	мы не	2	1
308	что если	1	1
309	и тут	2	1
310	на вершину	1	1
311	так чтобы	1	1
312	время как	3	1
313	не вполне	1	1
314	они были	1	1
315	но даже	4	1
316	и огонь	1	1
317	убить орла	1	1
318	теперь на	1	1
319	пребывания в	1	1
320	в ней	3	1
321	и самого	3	1
322	не от	1	1
323	наличие здесь	1	1
324	он был	2	1
325	а еще	1	1
326	как символ	9	1
327	он сам	3	1
328	что по	1	1
