N	2gram	Tiupa_Hudo_1	Problemy
1	и в	19	46
2	то есть	18	40
3	и не	15	27
4	может быть	14	23
5	не может	7	19
6	как бы	9	19
7	в нем	5	17
8	в этом	11	16
9	у достоевского	1	16
10	не только	16	14
11	и т.п	4	14
12	слова в	2	13
13	перед нами	1	12
14	как мы	1	12
15	но и	10	12
16	как и	2	12
17	и на	2	11
18	точки зрения	10	11
19	в одном	2	11
20	а не	9	11
21	в пределах	3	10
22	не в	7	10
23	между ними	4	10
24	и к	3	9
25	в самом	5	9
26	с точки	3	9
27	в его	9	9
28	в том	18	9
29	вовсе не	2	9
30	прежде всего	4	9
31	достоевского в	1	8
32	или в	2	8
33	в сущности	1	7
34	еще не	3	7
35	в себе	9	7
36	по себе	2	7
37	что ж	1	7
38	как раз	3	7
39	слова и	2	7
40	то же	10	6
41	никогда не	2	6
42	хотя и	3	6
43	но в	7	6
44	слово в	1	6
45	в каждом	1	6
46	ни в	5	6
47	на фоне	1	6
48	и его	12	6
49	с чужим	1	6
50	что он	3	6
51	только в	5	6
52	есть в	2	6
53	все это	2	6
54	в романе	3	6
55	к другому	1	5
56	в котором	1	5
57	с его	6	5
58	во всех	3	5
59	по отношению	9	5
60	за пределы	2	5
61	при этом	13	5
62	это не	2	5
63	в жизни	2	5
64	рядом с	1	5
65	в то	6	5
66	в структуре	3	5
67	себе самом	1	5
68	в самой	2	5
69	и сам	1	5
70	с самим	2	5
71	о том	2	5
72	же время	5	5
73	к нему	3	5
74	если мы	2	5
75	мы находим	1	5
76	так как	1	5
77	у него	1	5
78	о себе	2	5
79	речи и	3	5
80	отношению к	9	5
81	жизни и	1	5
82	например в	3	4
83	в их	5	4
84	героя и	5	4
85	но не	11	4
86	как в	2	4
87	все эти	2	4
88	он не	4	4
89	таким образом	3	4
90	он и	1	4
91	том что	8	4
92	в этих	3	4
93	своего рода	5	4
94	том же	1	4
95	этих двух	2	4
96	потому что	3	4
97	здесь не	2	4
98	в себя	2	4
99	приводит к	5	4
100	так и	11	4
101	в виду	5	4
102	и здесь	1	4
103	можно сказать	5	4
104	же и	1	4
105	уже не	4	4
106	к ним	1	4
107	точек зрения	1	4
108	еще и	1	4
109	превращается в	2	4
110	должно быть	1	4
111	то что	4	4
112	не знает	3	4
113	что в	6	4
114	том числе	2	4
115	одним из	1	3
116	также и	1	3
117	человека и	1	3
118	и это	2	3
119	между двумя	2	3
120	здесь и	1	3
121	той же	1	3
122	мы имеем	6	3
123	и о	3	3
124	до минимума	1	3
125	такого что	1	3
126	самим собою	2	3
127	отношение к	5	3
128	отличие от	7	3
129	значение для	1	3
130	в центре	1	3
131	в той	3	3
132	в своем	2	3
133	более или	5	3
134	в условиях	1	3
135	из этих	3	3
136	в этой	2	3
137	имеем в	3	3
138	на то	1	3
139	их в	3	3
140	на этом	1	3
141	в мире	21	3
142	было бы	1	3
143	далеко не	2	3
144	в слове	3	3
145	или менее	5	3
146	но если	1	3
147	в своей	5	3
148	в отличие	7	3
149	не как	2	3
150	образом и	2	3
151	но он	3	3
152	в повести	2	3
153	в отношении	3	3
154	дело в	1	3
155	слова как	5	3
156	по своей	7	3
157	не могут	1	3
158	числе и	1	3
159	с ее	5	3
160	нам уже	1	3
161	если бы	3	3
162	и т.д	3	3
163	и что	3	3
164	в различных	1	3
165	в формах	2	3
166	отличается от	2	3
167	между этими	1	3
168	себя в	7	3
169	в единстве	1	3
170	ведь это	1	3
171	в конце	1	3
172	что и	2	3
173	бытия и	1	3
174	тем что	1	3
175	и даже	1	3
176	с другой	7	3
177	себя и	2	3
178	более того	1	3
179	жизнь в	1	3
180	так же	2	3
181	к своему	1	3
182	но для	1	3
183	и для	2	3
184	бы в	1	3
185	другой стороны	5	3
186	того же	2	3
187	героя в	1	3
188	и другие	2	3
189	ту же	1	2
190	отношения к	2	2
191	же как	1	2
192	и через	1	2
193	связи между	1	2
194	или к	1	2
