N	2gram	Tiupa_Narr_1	Narrotol
1	не только	32	26
2	а не	12	17
3	представляет собой	13	16
4	тогда как	12	15
5	но и	23	15
6	при этом	9	14
7	в том	18	14
8	в качестве	21	14
9	и не	20	14
10	в этом	17	13
11	и в	19	13
12	том что	14	13
13	состоит в	13	12
14	такого рода	7	12
15	только в	4	11
16	в частности	14	11
17	с собачкой	1	10
18	может быть	25	10
19	в данном	5	10
20	у чехова	1	9
21	своего рода	12	9
22	сводится к	3	9
23	так и	9	9
24	то есть	19	9
25	к тому	7	9
26	а в	11	9
27	в себе	8	8
28	то что	11	8
29	нарративного дискурса	9	8
30	не в	14	8
31	коммуникативного события	12	8
32	в тексте	16	8
33	картина мира	5	8
34	не может	10	8
35	иначе говоря	6	7
36	к себе	5	7
37	не сводится	2	7
38	события рассказывания	5	7
39	у него	4	6
40	в рамках	12	6
41	в своем	2	6
42	все же	7	6
43	и к	1	6
44	но в	6	6
45	всего лишь	2	6
46	никогда не	3	6
47	ничего не	2	6
48	данном случае	4	6
49	коммуникативное событие	3	6
50	и т.п	8	6
51	можно сказать	5	6
52	а также	7	6
53	в его	9	6
54	вслед за	4	6
55	того что	1	6
56	со стороны	9	6
57	прежде всего	4	6
58	как бы	4	6
59	жизни в	3	6
60	героя в	8	6
61	ответ на	1	5
62	отличие от	5	5
63	что он	6	5
64	как в	7	5
65	хотя и	3	5
66	в нем	4	5
67	тем не	3	5
68	он не	3	5
69	таким образом	1	5
70	на протяжении	6	5
71	по мысли	3	5
72	и тем	4	5
73	далеко не	5	5
74	точки зрения	10	5
75	в котором	1	5
76	место в	1	5
77	не столько	4	5
78	тем самым	6	5
79	в то	3	5
80	на него	3	5
81	о том	6	5
82	в форме	5	5
83	с одной	7	5
84	по отношению	7	5
85	с другой	8	5
86	одной стороны	7	5
87	себе самому	1	5
88	в той	6	5
89	картиной мира	1	5
90	в отличие	5	5
91	отношению к	6	5
92	то же	4	4
93	в ее	3	4
94	в этой	5	4
95	отнюдь не	5	4
96	о жизни	1	4
97	перед нами	4	4
98	что это	3	4
99	тому же	5	4
100	в силу	4	4
101	уже не	5	4
102	событийной цепи	3	4
103	в мире	9	4
104	об этом	1	4
105	в глазах	1	4
106	и уже	1	4
107	в конце	1	4
108	не менее	3	4
109	при всей	4	4
110	в себя	6	4
111	читателя в	2	4
112	времени и	7	4
113	если бы	1	4
114	как у	1	4
115	и т.д	7	4
116	в другом	1	4
117	истории в	3	4
118	уже говорилось	1	4
119	нарративной истории	2	4
120	в какой	2	4
121	рассказывания в	2	4
122	свидетельствует о	1	4
123	для него	2	4
124	у нее	2	4
125	следует признать	2	4
126	в рассказе	4	4
127	повествуемого мира	3	4
128	как и	7	4
129	мира в	5	4
130	как это	6	4
131	в литературе	2	4
132	не является	8	4
133	и все	2	4
134	в герое	1	4
135	с ним	1	4
136	же в	4	4
137	и у	1	4
138	жизни и	3	4
139	что в	3	4
140	поскольку не	1	3
141	для себя	1	3
142	самом деле	2	3
143	говорилось выше	1	3
144	едва ли	1	3
145	нарратора и	1	3
146	а как	1	3
147	мы имеем	2	3
148	пребывания в	1	3
149	с его	6	3
150	как правило	4	3
151	но не	5	3
152	что они	3	3
153	как к	2	3
154	в целом	1	3
155	все эти	2	3
156	в известном	2	3
157	и его	5	3
158	особое место	1	3
159	так сказать	1	3
160	внутренней речи	1	3
161	в коммуникативном	3	3
162	и по	1	3
163	конечном счете	2	3
164	того или	2	3
165	соответствии с	1	3
166	в слове	1	3
167	и того	1	3
168	о герое	1	3
169	точку зрения	4	3
170	одна из	3	3
171	пока еще	4	3
172	же время	4	3
173	событии рассказывания	2	3
174	по своей	3	3
175	этом отношении	3	3
176	к позиции	1	3
177	в состав	1	3
178	той или	4	3
179	коммуникативном событии	1	3
180	на том	3	3
181	и когда	2	3
182	и сам	1	3
183	мира и	2	3
184	действующих лиц	1	3
185	строго говоря	1	3
186	между собой	2	3
187	о котором	1	3
188	о ней	3	3
